,DATE_year,DATE_month,DATE_week,DATE_day,Hour,Minute,Temp(K),Humidity%,Pressure(atm),wind,Description,disposition
1766,2017,6,24,15,17,02,297.91,78.0,1013.0,1.0,13,3
1767,2017,6,24,16,11,57,292.44,93.0,1013.0,1.0,3,5
1768,2017,6,24,18,1,20,300.71,74.0,1006.0,3.0,13,4
1769,2017,6,24,18,10,12,294.22,100.0,1006.0,2.0,7,4
1770,2017,6,25,19,9,00,290.22,93.0,1011.0,1.0,14,4
1771,2017,6,25,19,22,21,299.46,44.0,1012.0,7.0,14,5
1772,2017,6,25,20,21,20,300.93,39.0,1015.0,4.0,14,0
1773,2017,6,25,23,13,31,296.88,94.0,1006.0,5.0,9,4
1774,2017,6,25,23,20,30,294.15,94.0,1007.0,1.0,9,0
1775,2017,6,25,24,12,30,289.41,87.0,1015.0,2.0,14,0
1776,2017,6,25,25,3,44,291.73,59.0,1020.0,1.0,14,1
1777,2017,6,25,25,16,20,293.72,55.0,1022.0,3.0,14,0
1778,2017,6,26,26,12,00,285.62,82.0,1021.0,3.0,14,0
1779,2017,6,26,27,13,30,286.62,82.0,1022.0,2.0,14,2
1780,2017,6,26,28,18,54,297.43,47.0,1019.0,5.0,14,0
1781,2017,6,26,28,20,00,298.93,47.0,1018.0,3.0,14,2
1782,2017,6,26,30,5,55,298.51,73.0,1013.0,5.0,0,4
1783,2017,6,26,30,8,36,296.92,94.0,1013.0,3.0,18,2
1784,2017,7,26,1,16,41,297.84,73.0,1016.0,4.0,14,0
1785,2017,7,26,2,9,51,291.87,82.0,1018.0,2.0,14,2
1786,2017,7,26,2,19,57,300.86,44.0,1020.0,3.0,14,5
1787,2017,7,27,3,8,00,293.86,82.0,1018.0,1.0,14,0
1788,2017,7,27,3,18,00,301.86,51.0,1019.0,2.0,14,0
1789,2017,7,27,3,18,14,301.86,51.0,1019.0,2.0,14,0
1790,2017,7,27,3,18,18,301.86,51.0,1019.0,2.0,14,1
1791,2017,7,27,3,22,42,302.89,45.0,1017.0,2.0,13,1
1792,2017,7,27,4,1,00,300.17,57.0,1017.0,3.0,0,0
1793,2017,7,27,4,15,00,299.17,73.0,1019.0,3.0,14,0
1794,2017,7,27,4,17,21,301.92,61.0,1019.0,3.0,0,1
1795,2017,7,27,4,19,40,302.66,54.0,1019.0,3.0,13,5
1796,2017,7,27,6,9,33,295.86,94.0,1017.0,1.0,7,0
1797,2017,7,27,8,20,39,298.21,60.0,1018.0,4.0,13,2
1798,2017,7,27,8,23,30,298.43,57.0,1017.0,3.0,14,5
1799,2017,7,28,10,17,00,299.16,73.0,1013.0,6.0,7,0
1800,2017,7,28,11,19,00,293.92,88.0,1017.0,2.0,10,0
1801,2017,7,28,11,19,48,293.92,88.0,1017.0,2.0,10,0
1802,2017,7,28,12,16,53,300.15,69.0,1017.0,4.0,13,0
1803,2017,7,28,13,19,51,300.52,74.0,1018.0,3.0,0,1
1804,2017,7,28,15,10,55,289.56,93.0,1021.0,1.0,14,0
1805,2017,7,28,15,17,13,294.87,68.0,1022.0,1.0,0,2
1806,2017,7,28,15,23,00,298.91,65.0,1019.0,1.0,14,4
1807,2017,7,29,17,13,00,293.84,94.0,1017.0,2.0,0,0
1808,2017,7,29,18,14,07,297.55,88.0,1019.0,1.0,14,0
1809,2017,7,29,19,8,50,294.45,100.0,1020.0,1.0,4,0
1810,2017,7,29,19,16,38,300.76,65.0,1021.0,3.0,0,2
1811,2017,7,29,21,17,15,299.48,78.0,1018.0,1.0,14,0
1812,2017,7,29,23,9,00,296.67,88.0,1009.0,3.0,14,3
1813,2017,7,30,24,5,00,295.91,88.0,1012.0,2.0,14,0
1814,2017,7,30,25,1,30,297.63,83.0,1017.0,2.0,14,0
1815,2017,7,30,25,9,24,289.93,93.0,1021.0,3.0,14,0
1816,2017,7,30,26,5,45,292.44,88.0,1022.0,1.0,14,0
1817,2017,7,31,31,8,30,291.7,93.0,1022.0,1.0,14,1
1818,2017,8,31,4,15,45,291.15,72.0,1015.0,7.0,13,0
1819,2017,8,31,5,2,00,290.21,82.0,1017.0,2.0,0,2
1820,2017,8,31,5,13,07,287.32,82.0,1020.0,2.0,14,3
1821,2017,8,32,9,0,00,297.6,64.0,1021.0,1.0,14,4
1822,2017,8,32,9,12,15,286.36,100.0,1024.0,1.0,3,0
1823,2017,8,33,15,20,30,302.0,65.0,1014.0,2.0,13,4
1824,2017,8,33,16,17,23,302.15,65.0,1017.0,2.0,14,2
1825,2017,8,33,20,11,00,292.19,93.0,1018.0,1.0,14,4
1826,2017,8,34,25,17,37,294.33,60.0,1025.0,2.0,14,1
1827,2017,8,34,27,19,42,298.37,44.0,1020.0,2.0,13,1
1828,2017,8,35,31,11,50,289.22,100.0,1019.0,2.0,9,0
1829,2017,9,35,2,21,00,294.98,49.0,1015.0,3.0,14,4
1830,2017,9,36,4,10,42,288.14,93.0,1015.0,2.0,9,5
1831,2017,9,36,5,12,46,290.15,88.0,1011.0,3.0,13,2
1832,2017,9,36,6,13,00,282.98,93.0,1015.0,2.0,11,2
1833,2017,9,37,13,12,31,289.75,93.0,1008.0,2.0,6,5
1834,2017,9,37,14,7,15,289.41,100.0,1010.0,1.0,9,5
1835,2017,9,37,16,15,47,294.74,78.0,1022.0,1.0,14,3
1836,2017,9,37,17,10,30,290.67,93.0,1020.0,1.0,13,0
1837,2017,9,38,19,17,00,295.15,83.0,1015.0,1.0,11,5
1838,2017,9,38,21,19,04,304.15,58.0,1018.0,3.0,14,2
1839,2017,9,38,22,19,06,304.83,52.0,1019.0,2.0,13,1
1840,2017,9,39,28,9,46,285.72,100.0,1021.0,3.0,14,1
1841,2017,9,39,28,17,00,291.95,48.0,1022.0,4.0,14,0
1842,2017,10,39,1,22,30,295.36,35.0,1021.0,3.0,14,5
1843,2017,10,40,6,11,51,292.15,77.0,1019.0,1.0,0,0
1844,2017,10,41,10,10,00,289.91,100.0,1019.0,1.0,9,0
1845,2017,10,41,12,20,00,290.13,87.0,1021.0,2.0,6,2
1846,2017,10,42,16,14,06,281.13,81.0,1027.0,2.0,14,1
1847,2017,10,42,19,13,01,283.0,87.0,1022.0,2.0,14,1
1848,2017,10,42,20,20,00,297.16,40.0,1022.0,3.0,14,0
1849,2017,10,43,23,6,23,292.67,68.0,1014.0,3.0,0,1
1850,2017,10,43,24,5,30,282.63,87.0,1005.0,2.0,7,2
1851,2017,10,43,24,19,30,281.36,75.0,1007.0,9.0,11,0
1852,2017,10,43,26,12,00,272.96,100.0,1013.0,1.0,14,2
1853,2017,10,43,28,0,01,275.91,100.0,1013.0,2.0,7,0
1854,2017,10,43,28,18,11,276.77,74.0,1013.0,4.0,11,0
1855,2017,11,44,1,15,00,275.49,93.0,1019.0,2.0,9,3
1856,2017,11,44,2,20,00,290.81,88.0,1014.0,6.0,11,3
1857,2017,11,44,3,9,48,285.19,100.0,1019.0,5.0,9,2
1858,2017,11,44,4,9,58,279.68,81.0,1021.0,3.0,11,1
1859,2017,11,45,6,3,00,287.42,87.0,1011.0,5.0,9,4
1860,2017,11,45,11,11,48,268.92,79.0,1031.0,2.0,14,0
1861,2017,11,46,15,7,00,278.14,80.0,1020.0,4.0,11,4
1862,2017,11,47,20,5,18,270.4,86.0,1020.0,3.0,14,2
1863,2016,11,47,21,20,09,278.14,48.0,1025.0,3.0,2,4
1864,2017,1,3,17,12,59,286.19,93.0,1011.0,9.0,7,4
1865,2017,1,3,21,0,20,284.17,87.0,1006.0,1.0,11,3
1866,2017,2,6,10,18,00,274.63,64.0,1015.0,9.0,14,5
1867,2017,2,6,11,12,27,282.18,70.0,1011.0,5.0,14,2
1868,2017,2,7,18,18,00,288.867,65.0,995.0,5.0,13,1
1869,2017,2,8,20,15,24,286.232,81.0,1006.0,3.0,2,0
1870,2017,2,8,21,14,09,285.427,74.0,1029.0,3.0,11,0
1871,2017,2,8,23,7,00,285.24,93.0,1007.0,3.0,9,0
1872,2017,3,11,13,14,01,271.8718639,62.0,1025.0,5.0,8,2
1873,2017,3,11,15,14,40,266.4607525,69.0,1032.0,5.0,8,2
1874,2017,3,12,20,10,37,279.81,65.0,1018.0,5.0,11,2
1875,2017,3,12,25,0,00,294.44,60.0,1018.0,7.0,11,3
1876,2017,3,12,25,16,00,292.1,60.0,1017.0,8.0,14,0
1877,2017,3,12,26,19,27,289.8,87.0,1012.0,5.0,9,0
1878,2017,4,15,10,7,00,292.51,52.0,1011.0,9.0,14,1
1879,2017,4,15,11,9,00,290.52,77.0,1017.0,4.0,11,0
1880,2017,4,15,11,22,43,289.27,67.0,1023.0,4.0,13,3
1881,2017,4,15,13,20,39,295.11,42.0,1024.0,2.0,11,4
1882,2017,4,15,15,14,11,294.74,56.0,1020.0,4.0,0,5
1883,2017,4,15,15,21,30,299.77,36.0,1017.0,11.0,13,0
1884,2017,4,16,17,19,00,292.39,60.0,1022.0,4.0,0,3
1885,2017,4,16,17,20,00,292.41,29.0,1022.0,2.0,14,5
1886,2017,4,16,19,3,04,292.82,58.0,1018.0,4.0,13,4
1887,2017,4,16,19,17,12,297.54,58.0,1019.0,6.0,0,1
1888,2017,4,16,23,16,57,287.89,38.0,1019.0,4.0,2,2
1889,2017,5,18,3,7,00,280.93,81.0,1018.0,2.0,14,2
1890,2017,5,18,7,22,30,288.72,66.0,1016.0,6.0,14,0
1891,2017,5,19,8,17,57,286.69,40.0,1021.0,1.0,14,3
1892,2017,5,19,9,13,00,283.23,93.0,1016.0,1.0,9,2
1893,2017,5,19,9,17,00,286.44,93.0,1014.0,3.0,11,5
1894,2017,5,19,12,10,53,285.2,81.0,1013.0,2.0,11,5
1895,2017,5,19,12,16,00,286.5,67.0,1014.0,4.0,14,5
1896,2017,5,19,14,20,00,300.16,44.0,1013.0,6.0,13,0
1897,2017,5,20,16,17,50,299.9,51.0,1014.0,7.0,13,5
1898,2017,5,20,17,0,01,300.93,44.0,1012.0,6.0,14,5
1899,2017,5,20,17,11,13,293.19,77.0,1012.0,2.0,14,3
1900,2017,5,21,28,2,17,295.3,88.0,1011.0,2.0,14,4
1901,2017,5,21,28,20,30,296.41,69.0,1007.0,6.0,0,4
1902,2017,5,22,31,20,43,297.43,33.0,1017.0,7.0,14,5
1903,2017,6,22,3,19,14,302.09,35.0,1018.0,4.0,13,1
1904,2017,6,22,4,4,02,295.29,68.0,1017.0,2.0,14,5
1905,2017,6,22,4,22,53,302.53,57.0,1010.0,1.0,11,4
1906,2017,6,23,5,22,30,303.41,27.0,1007.0,6.0,14,3
1907,2017,6,23,6,17,00,295.48,37.0,1016.0,5.0,14,0
1908,2017,6,23,6,20,00,297.44,31.0,1014.0,6.0,13,5
1909,2017,6,23,8,11,24,283.76,87.0,1018.0,3.0,14,2
1910,2017,6,23,8,19,45,295.36,40.0,1016.0,2.0,14,3
1911,2017,6,23,9,0,30,297.15,27.0,1013.0,3.0,14,5
1912,2017,6,24,12,20,46,304.74,43.0,1017.0,6.0,13,5
1913,2017,6,24,13,13,46,298.83,74.0,1018.0,4.0,14,1
1914,2017,6,24,13,17,49,301.17,78.0,1017.0,2.0,15,3
1915,2017,6,24,17,0,00,301.42,58.0,1010.0,3.0,12,5
1916,2017,6,24,17,14,21,297.38,73.0,1008.0,5.0,14,5
1917,2017,6,24,18,20,30,297.43,78.0,1007.0,5.0,9,4
1918,2017,6,25,19,21,02,299.71,47.0,1012.0,8.0,13,2
1919,2017,6,25,22,17,29,300.68,69.0,1015.0,6.0,11,5
1920,2017,6,25,24,16,00,294.65,68.0,1016.0,4.0,13,0
1921,2017,6,26,26,11,15,285.18,87.0,1021.0,2.0,14,3
1922,2017,6,26,26,15,00,291.65,55.0,1021.0,4.0,14,1
1923,2017,6,26,26,20,30,294.98,45.0,1020.0,5.0,11,1
1924,2017,6,26,30,1,20,301.42,61.0,1013.0,4.0,14,1
1925,2017,7,27,5,11,26,293.46,88.0,1020.0,3.0,9,0
1926,2017,7,27,6,19,35,295.51,83.0,1017.0,3.0,9,2
1927,2017,7,27,6,20,00,297.1,73.0,1017.0,2.0,14,0
1928,2017,7,27,8,12,00,290.65,93.0,1015.0,2.0,9,0
1929,2017,7,27,8,13,45,292.15,82.0,1016.0,2.0,9,0
1930,2017,7,27,8,22,06,298.43,60.0,1017.0,3.0,13,2
1931,2017,7,27,8,23,43,298.43,57.0,1017.0,3.0,14,3
1932,2017,7,27,9,9,30,289.22,100.0,1019.0,1.0,13,4
1933,2017,7,28,12,12,45,294.59,88.0,1017.0,3.0,14,0
1934,2017,7,28,13,2,44,298.01,94.0,1016.0,3.0,14,3
1935,2017,7,28,13,22,00,300.5,94.0,1017.0,5.0,16,4
1936,2017,7,28,14,22,28,300.22,65.0,1019.0,4.0,13,5
1937,2017,7,28,15,13,23,290.13,93.0,1022.0,1.0,11,0
1938,2017,7,28,16,0,01,298.97,64.0,1018.0,1.0,14,4
1939,2017,7,28,16,12,00,290.13,100.0,1017.0,2.0,14,5
1940,2017,7,29,17,17,20,300.15,61.0,1017.0,1.0,0,5
1941,2017,7,29,20,8,33,296.13,88.0,1018.0,1.0,0,5
1942,2017,7,29,20,13,13,296.53,88.0,1019.0,1.0,14,1
1943,2017,7,29,21,0,00,303.79,74.0,1016.0,3.0,14,0
1944,2017,7,29,22,5,04,298.92,88.0,1014.0,2.0,0,5
1945,2017,7,29,23,19,39,301.15,78.0,1010.0,4.0,0,2
1946,2017,7,30,24,17,55,298.39,78.0,1016.0,3.0,11,1
1947,2017,7,30,28,2,03,297.58,88.0,1012.0,2.0,11,5
1948,2017,7,30,28,8,55,295.67,94.0,1011.0,3.0,9,0
1949,2017,7,30,28,15,00,296.63,73.0,1012.0,6.0,13,3
1950,2017,7,30,28,17,00,298.48,78.0,1014.0,6.0,13,0
1951,2017,7,30,30,12,00,287.92,93.0,1022.0,1.0,14,5
1952,2017,7,31,31,7,50,292.44,88.0,1022.0,1.0,14,0
1953,2017,7,31,31,10,30,290.71,100.0,1022.0,1.0,14,4
1954,2017,7,31,31,11,00,289.99,93.0,1023.0,1.0,14,2
1955,2017,7,31,31,13,38,291.29,88.0,1023.0,1.0,14,4
1956,2017,7,31,31,21,00,301.66,51.0,1021.0,1.0,14,5
1957,2017,8,31,1,10,35,292.67,93.0,1020.0,1.0,14,5
1958,2017,8,31,1,20,00,301.17,57.0,1019.0,2.0,15,3
1959,2017,8,31,3,11,30,291.37,100.0,1018.0,2.0,9,2
1960,2017,8,31,3,17,56,300.15,74.0,1018.0,3.0,0,5
1961,2017,8,31,4,14,31,291.18,77.0,1014.0,5.0,14,2
1962,2017,8,31,4,20,00,293.33,67.0,1016.0,7.0,11,0
1963,2017,8,31,4,21,00,292.91,72.0,1016.0,6.0,11,2
1964,2017,8,31,6,15,11,292.15,77.0,1019.0,1.0,7,2
1965,2017,8,31,6,19,17,295.15,60.0,1018.0,2.0,11,2
1966,2017,8,32,7,6,07,291.43,88.0,1017.0,3.0,7,5
1967,2017,8,32,7,18,15,297.18,64.0,1017.0,3.0,14,5
1968,2017,8,32,9,13,16,288.53,93.0,1024.0,1.0,14,1
1969,2017,8,32,9,14,50,292.13,68.0,1024.0,0.0,14,2
1970,2017,8,32,12,3,00,294.98,82.0,1016.0,2.0,7,0
1971,2017,8,32,12,16,06,295.17,73.0,1018.0,3.0,0,4
1972,2017,8,32,12,19,00,297.75,60.0,1018.0,3.0,13,4
1973,2017,8,32,13,18,28,298.62,47.0,1018.0,1.0,0,2
1974,2017,8,33,14,11,09,290.9,88.0,1014.0,1.0,14,2
1975,2017,8,33,14,13,00,291.1,77.0,1014.0,2.0,0,5
1976,2017,8,33,14,21,11,301.32,48.0,1011.0,3.0,0,4
1977,2017,8,33,15,2,30,297.87,69.0,1011.0,2.0,0,3
1978,2017,8,33,15,7,30,293.53,88.0,1012.0,1.0,9,3
1979,2017,8,33,15,17,15,299.65,78.0,1015.0,2.0,0,0
1980,2017,8,33,15,20,22,302.0,65.0,1014.0,2.0,13,5
1981,2017,8,33,17,18,06,300.56,69.0,1011.0,5.0,14,0
1982,2017,8,33,18,19,30,299.64,61.0,1014.0,5.0,13,0
1983,2017,8,33,19,19,40,301.5,57.0,1015.0,2.0,13,4
1984,2017,8,33,20,0,30,302.15,48.0,1014.0,4.0,2,4
1985,2017,8,33,20,22,41,304.58,51.0,1018.0,2.0,14,5
1986,2017,8,34,21,8,30,295.43,94.0,1021.0,4.0,13,0
1987,2017,8,34,22,19,38,297.62,73.0,1014.0,5.0,0,1
1988,2017,8,34,23,9,36,289.21,100.0,1017.0,2.0,14,2
1989,2017,8,35,28,20,40,299.83,50.0,1017.0,2.0,13,2
1990,2017,8,35,30,8,00,289.75,93.0,1016.0,1.0,9,4
1991,2017,8,35,31,17,37,295.65,68.0,1020.0,2.0,14,3
1992,2017,9,36,4,0,01,298.41,60.0,1017.0,2.0,14,4
1993,2017,9,36,4,12,29,288.37,93.0,1014.0,2.0,9,1
1994,2017,9,36,5,8,00,293.17,100.0,1011.0,1.0,0,2
1995,2017,9,36,9,15,28,290.55,67.0,1030.0,4.0,14,3
1996,2017,9,37,11,20,40,294.99,60.0,1021.0,3.0,14,4
1997,2017,9,37,14,9,00,289.66,100.0,1011.0,1.0,9,4
1998,2017,9,37,15,8,00,286.43,93.0,1016.0,1.0,9,3
1999,2017,9,37,16,16,23,296.12,73.0,1022.0,1.0,0,2
2000,2017,9,37,17,19,50,302.76,51.0,1019.0,3.0,0,2
2001,2017,9,38,20,7,57,291.7,100.0,1015.0,1.0,9,2
2002,2017,9,38,20,18,00,301.65,69.0,1016.0,4.0,14,3
2003,2017,9,38,23,10,39,292.91,88.0,1018.0,1.0,9,1
2004,2017,9,38,23,16,00,301.48,61.0,1021.0,1.0,14,2
2005,2017,9,39,26,18,20,303.32,54.0,1017.0,2.0,0,3
2006,2017,9,39,29,3,34,287.82,87.0,1021.0,1.0,14,4
2007,2017,9,39,29,21,00,297.82,35.0,1021.0,5.0,14,0
2008,2017,9,39,29,21,13,297.82,35.0,1021.0,5.0,14,5
2009,2017,9,39,30,14,30,284.45,81.0,1029.0,3.0,14,2
2010,2017,9,39,30,18,33,292.33,39.0,1030.0,3.0,14,2
2011,2017,10,39,1,13,21,280.55,87.0,1026.0,3.0,14,1
2012,2017,10,39,1,18,41,292.59,37.0,1024.0,5.0,14,1
2013,2017,10,40,4,6,44,293.72,88.0,1029.0,2.0,0,4
2014,2017,10,40,7,17,59,298.49,61.0,1009.0,8.0,7,5
2015,2017,10,40,8,2,25,292.21,93.0,1007.0,4.0,10,3
2016,2017,10,40,8,19,36,293.14,60.0,1011.0,4.0,13,5
2017,2017,10,40,8,20,30,291.96,63.0,1010.0,3.0,7,4
2018,2017,10,41,13,18,00,292.14,63.0,1022.0,3.0,14,5
2019,2017,10,41,14,15,54,292.64,68.0,1020.0,5.0,14,4
2020,2017,10,42,21,10,43,285.17,87.0,1021.0,3.0,14,2
2021,2017,10,42,21,13,44,283.85,100.0,1023.0,3.0,14,5
2022,2017,10,42,21,14,30,286.15,87.0,1023.0,1.0,14,1
2023,2017,10,42,22,18,40,296.54,57.0,1018.0,7.0,7,4
2024,2017,11,44,1,17,11,276.97,100.0,1018.0,3.0,9,2
2025,2017,11,44,4,10,00,279.9,87.0,1020.0,4.0,11,4
2026,2017,11,44,4,14,28,280.99,93.0,1019.0,3.0,9,0
2027,2017,11,44,5,21,30,291.54,82.0,1007.0,4.0,7,3
2028,2017,11,45,6,22,00,282.99,66.0,1022.0,2.0,13,0
2029,2017,11,46,14,11,14,273.94,100.0,1028.0,1.0,9,1
2030,2017,11,46,15,19,00,280.29,93.0,1012.0,7.0,9,2
2031,2017,11,46,19,8,00,276.42,80.0,1012.0,4.0,11,4
2032,2017,11,47,20,13,30,270.15,74.0,1021.0,4.0,14,0
2033,2017,11,47,22,18,30,275.37,55.0,1026.0,2.0,13,5
2034,2017,11,47,24,0,01,276.78,51.0,1015.0,2.0,14,4
2035,2017,11,47,24,9,23,271.9,74.0,1014.0,2.0,14,2
2036,2017,11,47,26,8,00,273.19,86.0,1022.0,1.0,14,2
2037,2017,11,48,28,18,00,288.96,41.0,1017.0,11.0,14,0
2038,2017,2,8,21,11,35,284.1363333,72.0,1029.0,2.0,11,0
2039,2017,3,12,25,10,30,288.49,77.0,1017.0,3.0,14,4
2040,2017,3,13,28,19,11,285.9,67.0,1018.0,3.0,11,5
2041,2017,5,20,16,18,15,300.39,47.0,1014.0,8.0,14,4
2042,2017,7,28,10,11,06,294.93,94.0,1014.0,4.0,14,4
2043,2017,7,28,16,13,27,292.06,88.0,1017.0,1.0,14,0
2044,2017,7,29,21,15,59,296.35,88.0,1017.0,2.0,14,3
2045,2017,7,31,31,9,00,290.96,100.0,1022.0,1.0,14,5
2046,2017,8,32,8,21,40,298.82,50.0,1022.0,2.0,14,5
2047,2017,8,32,11,13,00,293.42,88.0,1017.0,2.0,14,4
2048,2017,8,33,20,20,29,304.17,54.0,1018.0,1.0,14,2
2049,2017,9,39,27,17,30,297.76,73.0,1018.0,5.0,0,2
2050,2017,10,41,13,16,30,289.81,67.0,1023.0,2.0,13,2
2051,2017,11,45,9,18,30,282.82,70.0,1020.0,5.0,14,2
