,Description,DATE_year,DATE_month,DATE_day,Hour
41990,scattered clouds,2017,7,17,3
41991,broken clouds,2017,7,17,4
41992,overcast clouds,2017,7,17,5
41993,broken clouds,2017,7,17,6
41994,broken clouds,2017,7,17,7
41995,scattered clouds,2017,7,17,8
41996,broken clouds,2017,7,17,9
41997,sky is clear,2017,7,17,10
41998,broken clouds,2017,7,17,11
41999,broken clouds,2017,7,17,12
42000,broken clouds,2017,7,17,13
42001,broken clouds,2017,7,17,14
42002,scattered clouds,2017,7,17,15
42003,broken clouds,2017,7,17,16
42004,broken clouds,2017,7,17,17
42005,broken clouds,2017,7,17,18
42006,overcast clouds,2017,7,17,19
42007,scattered clouds,2017,7,17,20
42008,mist,2017,7,17,21
42009,scattered clouds,2017,7,17,22
42010,scattered clouds,2017,7,17,23
42011,sky is clear,2017,7,18,0
42012,sky is clear,2017,7,18,1
42013,sky is clear,2017,7,18,2
42014,scattered clouds,2017,7,18,3
42015,broken clouds,2017,7,18,4
42016,sky is clear,2017,7,18,5
42017,scattered clouds,2017,7,18,6
42018,mist,2017,7,18,7
42019,mist,2017,7,18,8
42020,fog,2017,7,18,9
42021,mist,2017,7,18,10
42022,fog,2017,7,18,11
42023,mist,2017,7,18,12
42024,mist,2017,7,18,13
42025,sky is clear,2017,7,18,14
42026,scattered clouds,2017,7,18,15
42027,overcast clouds,2017,7,18,16
42028,broken clouds,2017,7,18,17
42029,scattered clouds,2017,7,18,18
42030,broken clouds,2017,7,18,19
42031,scattered clouds,2017,7,18,20
42032,scattered clouds,2017,7,18,21
42033,sky is clear,2017,7,18,22
42034,scattered clouds,2017,7,18,23
42035,scattered clouds,2017,7,19,0
42036,sky is clear,2017,7,19,1
42037,sky is clear,2017,7,19,2
42038,sky is clear,2017,7,19,3
42039,sky is clear,2017,7,19,4
42040,sky is clear,2017,7,19,5
42041,broken clouds,2017,7,19,6
42042,sky is clear,2017,7,19,7
42043,haze,2017,7,19,8
42044,sky is clear,2017,7,19,9
42045,mist,2017,7,19,10
42046,fog,2017,7,19,11
42047,mist,2017,7,19,12
42048,sky is clear,2017,7,19,13
42049,sky is clear,2017,7,19,14
42050,sky is clear,2017,7,19,15
42051,broken clouds,2017,7,19,16
42052,sky is clear,2017,7,19,17
42053,broken clouds,2017,7,19,18
42054,scattered clouds,2017,7,19,19
42055,scattered clouds,2017,7,19,20
42056,broken clouds,2017,7,19,21
42057,sky is clear,2017,7,19,22
42058,sky is clear,2017,7,19,23
42059,scattered clouds,2017,7,20,0
42060,sky is clear,2017,7,20,1
42061,sky is clear,2017,7,20,2
42062,sky is clear,2017,7,20,3
42063,sky is clear,2017,7,20,4
42064,sky is clear,2017,7,20,5
42065,sky is clear,2017,7,20,6
42066,light rain,2017,7,20,7
42067,broken clouds,2017,7,20,8
42068,sky is clear,2017,7,20,9
42069,sky is clear,2017,7,20,10
42070,sky is clear,2017,7,20,11
42071,sky is clear,2017,7,20,12
42072,sky is clear,2017,7,20,13
42073,sky is clear,2017,7,20,14
42074,broken clouds,2017,7,20,15
42075,overcast clouds,2017,7,20,16
42076,haze,2017,7,20,17
42077,light rain,2017,7,20,18
42078,sky is clear,2017,7,20,19
42079,sky is clear,2017,7,20,20
42080,sky is clear,2017,7,20,21
42081,sky is clear,2017,7,20,22
42082,sky is clear,2017,7,20,23
42083,sky is clear,2017,7,21,0
42084,sky is clear,2017,7,21,1
42085,scattered clouds,2017,7,21,2
42086,scattered clouds,2017,7,21,3
42087,broken clouds,2017,7,21,4
42088,scattered clouds,2017,7,21,5
42089,sky is clear,2017,7,21,6
42090,scattered clouds,2017,7,21,7
42091,scattered clouds,2017,7,21,8
42092,broken clouds,2017,7,21,9
42093,thunderstorm,2017,7,21,10
42094,light rain,2017,7,21,11
42095,thunderstorm,2017,7,21,12
42096,light rain,2017,7,21,13
42097,light rain,2017,7,21,14
42098,sky is clear,2017,7,21,15
42099,sky is clear,2017,7,21,16
42100,sky is clear,2017,7,21,17
42101,sky is clear,2017,7,21,18
42102,overcast clouds,2017,7,21,19
42103,scattered clouds,2017,7,21,20
42104,sky is clear,2017,7,21,21
42105,sky is clear,2017,7,21,22
42106,sky is clear,2017,7,21,23
42107,sky is clear,2017,7,22,0
42108,sky is clear,2017,7,22,1
42109,sky is clear,2017,7,22,2
42110,thunderstorm,2017,7,22,3
42111,proximity thunderstorm,2017,7,22,4
42112,broken clouds,2017,7,22,5
42113,sky is clear,2017,7,22,6
42114,light rain,2017,7,22,7
42115,proximity thunderstorm,2017,7,22,8
42116,proximity thunderstorm,2017,7,22,9
42117,thunderstorm,2017,7,22,10
42118,broken clouds,2017,7,22,11
42119,light rain,2017,7,22,12
42120,broken clouds,2017,7,22,13
42121,broken clouds,2017,7,22,14
42122,broken clouds,2017,7,22,15
42123,scattered clouds,2017,7,22,16
42124,sky is clear,2017,7,22,17
42125,sky is clear,2017,7,22,18
42126,sky is clear,2017,7,22,19
42127,sky is clear,2017,7,22,20
42128,broken clouds,2017,7,22,21
42129,sky is clear,2017,7,22,22
42130,overcast clouds,2017,7,22,23
42131,overcast clouds,2017,7,23,0
42132,light rain,2017,7,23,1
42133,proximity thunderstorm,2017,7,23,2
42134,thunderstorm,2017,7,23,3
42135,thunderstorm,2017,7,23,4
42136,proximity thunderstorm,2017,7,23,5
42137,proximity thunderstorm,2017,7,23,6
42138,broken clouds,2017,7,23,7
42139,sky is clear,2017,7,23,8
42140,sky is clear,2017,7,23,9
42141,sky is clear,2017,7,23,10
42142,scattered clouds,2017,7,23,11
42143,overcast clouds,2017,7,23,12
42144,overcast clouds,2017,7,23,13
42145,mist,2017,7,23,14
42146,mist,2017,7,23,15
42147,light rain,2017,7,23,16
42148,sky is clear,2017,7,23,17
42149,broken clouds,2017,7,23,18
42150,broken clouds,2017,7,23,19
42151,thunderstorm with heavy rain,2017,7,23,20
42152,mist,2017,7,23,21
42153,mist,2017,7,23,22
42154,overcast clouds,2017,7,23,23
42155,sky is clear,2017,7,24,0
42156,sky is clear,2017,7,24,1
42157,sky is clear,2017,7,24,2
42158,sky is clear,2017,7,24,3
42159,broken clouds,2017,7,24,4
42160,sky is clear,2017,7,24,5
42161,sky is clear,2017,7,24,6
42162,sky is clear,2017,7,24,7
42163,sky is clear,2017,7,24,8
42164,sky is clear,2017,7,24,9
42165,sky is clear,2017,7,24,10
42166,sky is clear,2017,7,24,11
42167,broken clouds,2017,7,24,12
42168,scattered clouds,2017,7,24,13
42169,scattered clouds,2017,7,24,14
42170,broken clouds,2017,7,24,15
42171,broken clouds,2017,7,24,16
42172,overcast clouds,2017,7,24,17
42173,broken clouds,2017,7,24,18
42174,scattered clouds,2017,7,24,19
42175,scattered clouds,2017,7,24,20
42176,broken clouds,2017,7,24,21
42177,sky is clear,2017,7,24,22
42178,scattered clouds,2017,7,24,23
42179,scattered clouds,2017,7,25,0
42180,sky is clear,2017,7,25,1
42181,broken clouds,2017,7,25,2
42182,sky is clear,2017,7,25,3
42183,sky is clear,2017,7,25,4
42184,sky is clear,2017,7,25,5
42185,sky is clear,2017,7,25,6
42186,sky is clear,2017,7,25,7
42187,sky is clear,2017,7,25,8
42188,sky is clear,2017,7,25,9
42189,sky is clear,2017,7,25,10
42190,sky is clear,2017,7,25,11
42191,sky is clear,2017,7,25,12
42192,sky is clear,2017,7,25,13
42193,sky is clear,2017,7,25,14
42194,sky is clear,2017,7,25,15
42195,sky is clear,2017,7,25,16
42196,sky is clear,2017,7,25,17
42197,sky is clear,2017,7,25,18
42198,sky is clear,2017,7,25,19
42199,sky is clear,2017,7,25,20
42200,sky is clear,2017,7,25,21
42201,sky is clear,2017,7,25,22
42202,sky is clear,2017,7,25,23
42203,sky is clear,2017,7,26,0
42204,sky is clear,2017,7,26,1
42205,sky is clear,2017,7,26,2
42206,sky is clear,2017,7,26,3
42207,sky is clear,2017,7,26,4
42208,sky is clear,2017,7,26,5
42209,sky is clear,2017,7,26,6
42210,sky is clear,2017,7,26,7
42211,sky is clear,2017,7,26,8
42212,sky is clear,2017,7,26,9
42213,sky is clear,2017,7,26,10
42214,scattered clouds,2017,7,26,11
42215,sky is clear,2017,7,26,12
42216,sky is clear,2017,7,26,13
42217,sky is clear,2017,7,26,14
42218,sky is clear,2017,7,26,15
42219,sky is clear,2017,7,26,16
42220,sky is clear,2017,7,26,17
42221,sky is clear,2017,7,26,18
42222,sky is clear,2017,7,26,19
42223,sky is clear,2017,7,26,20
42224,scattered clouds,2017,7,26,21
42225,overcast clouds,2017,7,26,22
42226,overcast clouds,2017,7,26,23
42227,sky is clear,2017,7,27,0
42228,scattered clouds,2017,7,27,1
42229,sky is clear,2017,7,27,2
42230,sky is clear,2017,7,27,3
42231,sky is clear,2017,7,27,4
42232,broken clouds,2017,7,27,5
42233,broken clouds,2017,7,27,6
42234,scattered clouds,2017,7,27,7
42235,overcast clouds,2017,7,27,8
42236,overcast clouds,2017,7,27,9
42237,broken clouds,2017,7,27,10
42238,mist,2017,7,27,11
42239,mist,2017,7,27,12
42240,heavy intensity rain,2017,7,27,13
42241,light rain,2017,7,27,14
42242,light rain,2017,7,27,15
42243,mist,2017,7,27,16
42244,mist,2017,7,27,17
42245,light rain,2017,7,27,18
42246,light rain,2017,7,27,19
42247,overcast clouds,2017,7,27,20
42248,broken clouds,2017,7,27,21
42249,light rain,2017,7,27,22
42250,overcast clouds,2017,7,27,23
42251,moderate rain,2017,7,28,0
42252,overcast clouds,2017,7,28,1
42253,overcast clouds,2017,7,28,2
42254,mist,2017,7,28,3
42255,light rain,2017,7,28,4
42256,mist,2017,7,28,5
42257,mist,2017,7,28,6
42258,mist,2017,7,28,7
42259,mist,2017,7,28,8
42260,mist,2017,7,28,9
42261,mist,2017,7,28,10
42262,mist,2017,7,28,11
42263,mist,2017,7,28,12
42264,mist,2017,7,28,13
42265,mist,2017,7,28,14
42266,scattered clouds,2017,7,28,15
42267,broken clouds,2017,7,28,16
42268,scattered clouds,2017,7,28,17
42269,scattered clouds,2017,7,28,18
42270,broken clouds,2017,7,28,19
42271,broken clouds,2017,7,28,20
42272,broken clouds,2017,7,28,21
42273,scattered clouds,2017,7,28,22
42274,scattered clouds,2017,7,28,23
42275,sky is clear,2017,7,29,0
42276,sky is clear,2017,7,29,1
42277,scattered clouds,2017,7,29,2
42278,scattered clouds,2017,7,29,3
42279,scattered clouds,2017,7,29,4
42280,sky is clear,2017,7,29,5
42281,sky is clear,2017,7,29,6
42282,sky is clear,2017,7,29,7
42283,sky is clear,2017,7,29,8
42284,sky is clear,2017,7,29,9
42285,sky is clear,2017,7,29,10
42286,sky is clear,2017,7,29,11
42287,sky is clear,2017,7,29,12
42288,sky is clear,2017,7,29,13
42289,sky is clear,2017,7,29,14
42290,sky is clear,2017,7,29,15
42291,sky is clear,2017,7,29,16
42292,sky is clear,2017,7,29,17
42293,scattered clouds,2017,7,29,18
42294,scattered clouds,2017,7,29,19
42295,scattered clouds,2017,7,29,20
42296,scattered clouds,2017,7,29,21
42297,sky is clear,2017,7,29,22
42298,sky is clear,2017,7,29,23
42299,sky is clear,2017,7,30,0
42300,sky is clear,2017,7,30,1
42301,sky is clear,2017,7,30,2
42302,sky is clear,2017,7,30,3
42303,sky is clear,2017,7,30,4
42304,sky is clear,2017,7,30,5
42305,sky is clear,2017,7,30,6
42306,sky is clear,2017,7,30,7
42307,sky is clear,2017,7,30,8
42308,sky is clear,2017,7,30,9
42309,sky is clear,2017,7,30,10
42310,sky is clear,2017,7,30,11
42311,sky is clear,2017,7,30,12
42312,sky is clear,2017,7,30,13
42313,sky is clear,2017,7,30,14
42314,sky is clear,2017,7,30,15
42315,sky is clear,2017,7,30,16
42316,sky is clear,2017,7,30,17
42317,scattered clouds,2017,7,30,18
42318,scattered clouds,2017,7,30,19
42319,scattered clouds,2017,7,30,20
42320,scattered clouds,2017,7,30,21
42321,sky is clear,2017,7,30,22
42322,sky is clear,2017,7,30,23
42323,sky is clear,2017,7,31,0
42324,sky is clear,2017,7,31,1
42325,sky is clear,2017,7,31,2
42326,sky is clear,2017,7,31,3
42327,sky is clear,2017,7,31,4
42328,sky is clear,2017,7,31,5
42329,sky is clear,2017,7,31,6
42330,sky is clear,2017,7,31,7
42331,sky is clear,2017,7,31,8
42332,sky is clear,2017,7,31,9
42333,sky is clear,2017,7,31,10
42334,sky is clear,2017,7,31,11
42335,sky is clear,2017,7,31,12
42336,sky is clear,2017,7,31,13
42337,sky is clear,2017,7,31,14
42338,sky is clear,2017,7,31,15
42339,sky is clear,2017,7,31,16
42340,sky is clear,2017,7,31,17
42341,broken clouds,2017,7,31,18
42342,scattered clouds,2017,7,31,19
42343,sky is clear,2017,7,31,20
42344,sky is clear,2017,7,31,21
42345,sky is clear,2017,7,31,22
42346,overcast clouds,2017,7,31,23
42347,scattered clouds,2017,8,1,0
42348,sky is clear,2017,8,1,1
42349,sky is clear,2017,8,1,2
42350,sky is clear,2017,8,1,3
42351,sky is clear,2017,8,1,4
42352,sky is clear,2017,8,1,5
42353,sky is clear,2017,8,1,6
42354,sky is clear,2017,8,1,7
42355,sky is clear,2017,8,1,8
42356,sky is clear,2017,8,1,9
42357,sky is clear,2017,8,1,10
42358,sky is clear,2017,8,1,11
42359,sky is clear,2017,8,1,12
42360,sky is clear,2017,8,1,13
42361,sky is clear,2017,8,1,14
42362,sky is clear,2017,8,1,15
42363,scattered clouds,2017,8,1,16
42364,broken clouds,2017,8,1,17
42365,sky is clear,2017,8,1,18
42366,thunderstorm,2017,8,1,19
42367,thunderstorm,2017,8,1,20
42368,proximity thunderstorm,2017,8,1,21
42369,thunderstorm,2017,8,1,22
42370,proximity thunderstorm,2017,8,1,23
42371,thunderstorm,2017,8,2,0
42372,thunderstorm with light rain,2017,8,2,1
42373,moderate rain,2017,8,2,2
42374,light rain,2017,8,2,3
42375,overcast clouds,2017,8,2,4
42376,moderate rain,2017,8,2,5
42377,proximity thunderstorm,2017,8,2,6
42378,proximity thunderstorm,2017,8,2,7
42379,thunderstorm with heavy rain,2017,8,2,8
42380,light rain,2017,8,2,9
42381,mist,2017,8,2,10
42382,broken clouds,2017,8,2,11
42383,mist,2017,8,2,12
42384,mist,2017,8,2,13
42385,scattered clouds,2017,8,2,14
42386,sky is clear,2017,8,2,15
42387,sky is clear,2017,8,2,16
42388,sky is clear,2017,8,2,17
42389,scattered clouds,2017,8,2,18
42390,scattered clouds,2017,8,2,19
42391,sky is clear,2017,8,2,20
42392,proximity thunderstorm,2017,8,2,21
42393,proximity thunderstorm,2017,8,2,22
42394,broken clouds,2017,8,2,23
42395,broken clouds,2017,8,3,0
42396,proximity thunderstorm,2017,8,3,1
42397,broken clouds,2017,8,3,2
42398,proximity thunderstorm,2017,8,3,3
42399,sky is clear,2017,8,3,4
42400,few clouds,2017,8,3,5
42401,sky is clear,2017,8,3,6
42402,sky is clear,2017,8,3,7
42403,sky is clear,2017,8,3,8
42404,sky is clear,2017,8,3,9
42405,mist,2017,8,3,10
42406,mist,2017,8,3,11
42407,fog,2017,8,3,12
42408,mist,2017,8,3,13
42409,mist,2017,8,3,14
42410,sky is clear,2017,8,3,15
42411,scattered clouds,2017,8,3,16
42412,broken clouds,2017,8,3,17
42413,broken clouds,2017,8,3,18
42414,scattered clouds,2017,8,3,19
42415,light rain,2017,8,3,20
42416,sky is clear,2017,8,3,21
42417,scattered clouds,2017,8,3,22
42418,scattered clouds,2017,8,3,23
42419,scattered clouds,2017,8,4,0
42420,sky is clear,2017,8,4,1
42421,sky is clear,2017,8,4,2
42422,sky is clear,2017,8,4,3
42423,sky is clear,2017,8,4,4
42424,sky is clear,2017,8,4,5
42425,sky is clear,2017,8,4,6
42426,broken clouds,2017,8,4,7
42427,light rain,2017,8,4,8
42428,light rain,2017,8,4,9
42429,overcast clouds,2017,8,4,10
42430,overcast clouds,2017,8,4,11
42431,overcast clouds,2017,8,4,12
42432,broken clouds,2017,8,4,13
42433,sky is clear,2017,8,4,14
42434,scattered clouds,2017,8,4,15
42435,scattered clouds,2017,8,4,16
42436,overcast clouds,2017,8,4,17
42437,overcast clouds,2017,8,4,18
42438,overcast clouds,2017,8,4,19
42439,overcast clouds,2017,8,4,20
42440,overcast clouds,2017,8,4,21
42441,overcast clouds,2017,8,4,22
42442,overcast clouds,2017,8,4,23
42443,overcast clouds,2017,8,5,0
42444,scattered clouds,2017,8,5,1
42445,broken clouds,2017,8,5,2
42446,broken clouds,2017,8,5,3
42447,sky is clear,2017,8,5,4
42448,sky is clear,2017,8,5,5
42449,sky is clear,2017,8,5,6
42450,sky is clear,2017,8,5,7
42451,sky is clear,2017,8,5,8
42452,sky is clear,2017,8,5,9
42453,sky is clear,2017,8,5,10
42454,sky is clear,2017,8,5,11
42455,sky is clear,2017,8,5,12
42456,sky is clear,2017,8,5,13
42457,sky is clear,2017,8,5,14
42458,sky is clear,2017,8,5,15
42459,sky is clear,2017,8,5,16
42460,scattered clouds,2017,8,5,17
42461,broken clouds,2017,8,5,18
42462,broken clouds,2017,8,5,19
42463,scattered clouds,2017,8,5,20
42464,scattered clouds,2017,8,5,21
42465,sky is clear,2017,8,5,22
42466,sky is clear,2017,8,5,23
42467,broken clouds,2017,8,6,0
42468,sky is clear,2017,8,6,1
42469,sky is clear,2017,8,6,2
42470,sky is clear,2017,8,6,3
42471,sky is clear,2017,8,6,4
42472,sky is clear,2017,8,6,5
42473,scattered clouds,2017,8,6,6
42474,scattered clouds,2017,8,6,7
42475,broken clouds,2017,8,6,8
42476,scattered clouds,2017,8,6,9
42477,broken clouds,2017,8,6,10
42478,scattered clouds,2017,8,6,11
42479,broken clouds,2017,8,6,12
42480,broken clouds,2017,8,6,13
42481,sky is clear,2017,8,6,14
42482,light rain,2017,8,6,15
42483,light rain,2017,8,6,16
42484,light rain,2017,8,6,17
42485,light rain,2017,8,6,18
42486,overcast clouds,2017,8,6,19
42487,overcast clouds,2017,8,6,20
42488,overcast clouds,2017,8,6,21
42489,overcast clouds,2017,8,6,22
42490,overcast clouds,2017,8,6,23
42491,overcast clouds,2017,8,7,0
42492,scattered clouds,2017,8,7,1
42493,overcast clouds,2017,8,7,2
42494,overcast clouds,2017,8,7,3
42495,overcast clouds,2017,8,7,4
42496,overcast clouds,2017,8,7,5
42497,light rain,2017,8,7,6
42498,overcast clouds,2017,8,7,7
42499,overcast clouds,2017,8,7,8
42500,mist,2017,8,7,9
42501,mist,2017,8,7,10
42502,mist,2017,8,7,11
42503,mist,2017,8,7,12
42504,light rain,2017,8,7,13
42505,overcast clouds,2017,8,7,14
42506,overcast clouds,2017,8,7,15
42507,overcast clouds,2017,8,7,16
42508,overcast clouds,2017,8,7,17
42509,sky is clear,2017,8,7,18
42510,scattered clouds,2017,8,7,19
42511,scattered clouds,2017,8,7,20
42512,scattered clouds,2017,8,7,21
42513,scattered clouds,2017,8,7,22
42514,sky is clear,2017,8,7,23
42515,sky is clear,2017,8,8,0
42516,scattered clouds,2017,8,8,1
42517,sky is clear,2017,8,8,2
42518,sky is clear,2017,8,8,3
42519,sky is clear,2017,8,8,4
42520,sky is clear,2017,8,8,5
42521,sky is clear,2017,8,8,6
42522,sky is clear,2017,8,8,7
42523,sky is clear,2017,8,8,8
42524,sky is clear,2017,8,8,9
42525,sky is clear,2017,8,8,10
42526,sky is clear,2017,8,8,11
42527,sky is clear,2017,8,8,12
42528,sky is clear,2017,8,8,13
42529,sky is clear,2017,8,8,14
42530,sky is clear,2017,8,8,15
42531,sky is clear,2017,8,8,16
42532,sky is clear,2017,8,8,17
42533,sky is clear,2017,8,8,18
42534,sky is clear,2017,8,8,19
42535,sky is clear,2017,8,8,20
42536,sky is clear,2017,8,8,21
42537,sky is clear,2017,8,8,22
42538,sky is clear,2017,8,8,23
42539,sky is clear,2017,8,9,0
42540,sky is clear,2017,8,9,1
42541,sky is clear,2017,8,9,2
42542,sky is clear,2017,8,9,3
42543,sky is clear,2017,8,9,4
42544,sky is clear,2017,8,9,5
42545,sky is clear,2017,8,9,6
42546,sky is clear,2017,8,9,7
42547,sky is clear,2017,8,9,8
42548,sky is clear,2017,8,9,9
42549,sky is clear,2017,8,9,10
42550,mist,2017,8,9,11
42551,fog,2017,8,9,12
42552,sky is clear,2017,8,9,13
42553,sky is clear,2017,8,9,14
42554,sky is clear,2017,8,9,15
42555,sky is clear,2017,8,9,16
42556,sky is clear,2017,8,9,17
42557,sky is clear,2017,8,9,18
42558,sky is clear,2017,8,9,19
42559,scattered clouds,2017,8,9,20
42560,scattered clouds,2017,8,9,21
42561,sky is clear,2017,8,9,22
42562,sky is clear,2017,8,9,23
42563,sky is clear,2017,8,10,0
42564,sky is clear,2017,8,10,1
42565,sky is clear,2017,8,10,2
42566,sky is clear,2017,8,10,3
42567,sky is clear,2017,8,10,4
42568,scattered clouds,2017,8,10,5
42569,sky is clear,2017,8,10,6
42570,sky is clear,2017,8,10,7
42571,sky is clear,2017,8,10,8
42572,scattered clouds,2017,8,10,9
42573,scattered clouds,2017,8,10,10
42574,scattered clouds,2017,8,10,11
42575,scattered clouds,2017,8,10,12
42576,scattered clouds,2017,8,10,13
42577,sky is clear,2017,8,10,14
42578,sky is clear,2017,8,10,15
42579,sky is clear,2017,8,10,16
42580,sky is clear,2017,8,10,17
42581,scattered clouds,2017,8,10,18
42582,scattered clouds,2017,8,10,19
42583,scattered clouds,2017,8,10,20
42584,sky is clear,2017,8,10,21
42585,sky is clear,2017,8,10,22
42586,scattered clouds,2017,8,10,23
42587,sky is clear,2017,8,11,0
42588,sky is clear,2017,8,11,1
42589,broken clouds,2017,8,11,2
42590,broken clouds,2017,8,11,3
42591,broken clouds,2017,8,11,4
42592,broken clouds,2017,8,11,5
42593,overcast clouds,2017,8,11,6
42594,overcast clouds,2017,8,11,7
42595,overcast clouds,2017,8,11,8
42596,overcast clouds,2017,8,11,9
42597,light rain,2017,8,11,10
42598,light rain,2017,8,11,11
42599,sky is clear,2017,8,11,12
42600,sky is clear,2017,8,11,13
42601,broken clouds,2017,8,11,14
42602,broken clouds,2017,8,11,15
42603,scattered clouds,2017,8,11,16
42604,overcast clouds,2017,8,11,17
42605,sky is clear,2017,8,11,18
42606,broken clouds,2017,8,11,19
42607,broken clouds,2017,8,11,20
42608,light rain,2017,8,11,21
42609,broken clouds,2017,8,11,22
42610,sky is clear,2017,8,11,23
42611,light rain,2017,8,12,0
42612,light rain,2017,8,12,1
42613,broken clouds,2017,8,12,2
42614,light rain,2017,8,12,3
42615,sky is clear,2017,8,12,4
42616,scattered clouds,2017,8,12,5
42617,mist,2017,8,12,6
42618,sky is clear,2017,8,12,7
42619,sky is clear,2017,8,12,8
42620,mist,2017,8,12,9
42621,mist,2017,8,12,10
42622,mist,2017,8,12,11
42623,mist,2017,8,12,12
42624,mist,2017,8,12,13
42625,sky is clear,2017,8,12,14
42626,broken clouds,2017,8,12,15
42627,broken clouds,2017,8,12,16
42628,scattered clouds,2017,8,12,17
42629,scattered clouds,2017,8,12,18
42630,scattered clouds,2017,8,12,19
42631,few clouds,2017,8,12,20
42632,scattered clouds,2017,8,12,21
42633,scattered clouds,2017,8,12,22
42634,scattered clouds,2017,8,12,23
42635,scattered clouds,2017,8,13,0
42636,broken clouds,2017,8,13,1
42637,few clouds,2017,8,13,2
42638,few clouds,2017,8,13,3
42639,few clouds,2017,8,13,4
42640,sky is clear,2017,8,13,5
42641,sky is clear,2017,8,13,6
42642,sky is clear,2017,8,13,7
42643,sky is clear,2017,8,13,8
42644,sky is clear,2017,8,13,9
42645,sky is clear,2017,8,13,10
42646,sky is clear,2017,8,13,11
42647,mist,2017,8,13,12
42648,mist,2017,8,13,13
42649,few clouds,2017,8,13,14
42650,scattered clouds,2017,8,13,15
42651,broken clouds,2017,8,13,16
42652,broken clouds,2017,8,13,17
42653,broken clouds,2017,8,13,18
42654,scattered clouds,2017,8,13,19
42655,broken clouds,2017,8,13,20
42656,broken clouds,2017,8,13,21
42657,broken clouds,2017,8,13,22
42658,sky is clear,2017,8,13,23
42659,sky is clear,2017,8,14,0
42660,broken clouds,2017,8,14,1
42661,sky is clear,2017,8,14,2
42662,broken clouds,2017,8,14,3
42663,broken clouds,2017,8,14,4
42664,broken clouds,2017,8,14,5
42665,broken clouds,2017,8,14,6
42666,broken clouds,2017,8,14,7
42667,overcast clouds,2017,8,14,8
42668,overcast clouds,2017,8,14,9
42669,broken clouds,2017,8,14,10
42670,sky is clear,2017,8,14,11
42671,broken clouds,2017,8,14,12
42672,broken clouds,2017,8,14,13
42673,scattered clouds,2017,8,14,14
42674,scattered clouds,2017,8,14,15
42675,scattered clouds,2017,8,14,16
42676,scattered clouds,2017,8,14,17
42677,broken clouds,2017,8,14,18
42678,broken clouds,2017,8,14,19
42679,broken clouds,2017,8,14,20
42680,broken clouds,2017,8,14,21
42681,broken clouds,2017,8,14,22
42682,broken clouds,2017,8,14,23
42683,broken clouds,2017,8,15,0
42684,broken clouds,2017,8,15,1
42685,broken clouds,2017,8,15,2
42686,broken clouds,2017,8,15,3
42687,broken clouds,2017,8,15,4
42688,broken clouds,2017,8,15,5
42689,mist,2017,8,15,6
42690,mist,2017,8,15,7
42691,mist,2017,8,15,8
42692,mist,2017,8,15,9
42693,mist,2017,8,15,10
42694,fog,2017,8,15,11
42695,mist,2017,8,15,12
42696,mist,2017,8,15,13
42697,few clouds,2017,8,15,14
42698,sky is clear,2017,8,15,15
42699,broken clouds,2017,8,15,16
42700,broken clouds,2017,8,15,17
42701,broken clouds,2017,8,15,18
42702,broken clouds,2017,8,15,19
42703,scattered clouds,2017,8,15,20
42704,sky is clear,2017,8,15,21
42705,scattered clouds,2017,8,15,22
42706,sky is clear,2017,8,15,23
42707,scattered clouds,2017,8,16,0
42708,sky is clear,2017,8,16,1
42709,sky is clear,2017,8,16,2
42710,sky is clear,2017,8,16,3
42711,sky is clear,2017,8,16,4
42712,scattered clouds,2017,8,16,5
42713,sky is clear,2017,8,16,6
42714,few clouds,2017,8,16,7
42715,sky is clear,2017,8,16,8
42716,sky is clear,2017,8,16,9
42717,sky is clear,2017,8,16,10
42718,few clouds,2017,8,16,11
42719,mist,2017,8,16,12
42720,mist,2017,8,16,13
42721,sky is clear,2017,8,16,14
42722,sky is clear,2017,8,16,15
42723,sky is clear,2017,8,16,16
42724,sky is clear,2017,8,16,17
42725,scattered clouds,2017,8,16,18
42726,scattered clouds,2017,8,16,19
42727,scattered clouds,2017,8,16,20
42728,scattered clouds,2017,8,16,21
42729,sky is clear,2017,8,16,22
42730,broken clouds,2017,8,16,23
42731,sky is clear,2017,8,17,0
42732,sky is clear,2017,8,17,1
42733,broken clouds,2017,8,17,2
42734,broken clouds,2017,8,17,3
42735,broken clouds,2017,8,17,4
42736,sky is clear,2017,8,17,5
42737,scattered clouds,2017,8,17,6
42738,scattered clouds,2017,8,17,7
42739,scattered clouds,2017,8,17,8
42740,scattered clouds,2017,8,17,9
42741,overcast clouds,2017,8,17,10
42742,broken clouds,2017,8,17,11
42743,broken clouds,2017,8,17,12
42744,mist,2017,8,17,13
42745,overcast clouds,2017,8,17,14
42746,heavy intensity rain,2017,8,17,15
42747,mist,2017,8,17,16
42748,light rain,2017,8,17,17
42749,sky is clear,2017,8,17,18
42750,sky is clear,2017,8,17,19
42751,light rain,2017,8,17,20
42752,broken clouds,2017,8,17,21
42753,scattered clouds,2017,8,17,22
42754,scattered clouds,2017,8,17,23
42755,broken clouds,2017,8,18,0
42756,overcast clouds,2017,8,18,1
42757,scattered clouds,2017,8,18,2
42758,broken clouds,2017,8,18,3
42759,scattered clouds,2017,8,18,4
42760,sky is clear,2017,8,18,5
42761,sky is clear,2017,8,18,6
42762,sky is clear,2017,8,18,7
42763,sky is clear,2017,8,18,8
42764,sky is clear,2017,8,18,9
42765,sky is clear,2017,8,18,10
