,Humidity%,DATE_year,DATE_month,DATE_day,Hour
1,76.0,2012,10,1,13
2,76.0,2012,10,1,14
3,76.0,2012,10,1,15
4,76.0,2012,10,1,16
5,76.0,2012,10,1,17
6,76.0,2012,10,1,18
7,76.0,2012,10,1,19
8,76.0,2012,10,1,20
9,76.0,2012,10,1,21
10,76.0,2012,10,1,22
11,76.0,2012,10,1,23
12,76.0,2012,10,2,0
13,76.0,2012,10,2,1
14,76.0,2012,10,2,2
15,76.0,2012,10,2,3
16,76.0,2012,10,2,4
17,76.0,2012,10,2,5
18,76.0,2012,10,2,6
19,76.0,2012,10,2,7
20,76.0,2012,10,2,8
21,76.0,2012,10,2,9
22,76.0,2012,10,2,10
23,76.0,2012,10,2,11
24,76.0,2012,10,2,12
25,76.0,2012,10,2,13
26,76.0,2012,10,2,14
27,71.0,2012,10,2,15
28,71.0,2012,10,2,16
29,65.0,2012,10,2,17
30,59.0,2012,10,2,18
31,59.0,2012,10,2,19
32,77.0,2012,10,2,20
33,82.0,2012,10,2,21
34,87.0,2012,10,2,22
35,87.0,2012,10,2,23
36,87.0,2012,10,3,0
37,82.0,2012,10,3,1
38,87.0,2012,10,3,2
39,87.0,2012,10,3,3
40,93.0,2012,10,3,4
41,93.0,2012,10,3,5
42,93.0,2012,10,3,6
43,93.0,2012,10,3,7
44,96.0,2012,10,3,8
45,100.0,2012,10,3,9
46,100.0,2012,10,3,10
47,100.0,2012,10,3,11
48,100.0,2012,10,3,12
49,93.0,2012,10,3,13
50,93.0,2012,10,3,14
51,95.0,2012,10,3,15
52,97.0,2012,10,3,16
53,100.0,2012,10,3,17
54,93.0,2012,10,3,18
55,87.0,2012,10,3,19
56,93.0,2012,10,3,20
57,93.0,2012,10,3,21
58,93.0,2012,10,3,22
59,93.0,2012,10,3,23
60,93.0,2012,10,4,0
61,93.0,2012,10,4,1
62,87.0,2012,10,4,2
63,93.0,2012,10,4,3
64,93.0,2012,10,4,4
65,93.0,2012,10,4,5
66,93.0,2012,10,4,6
67,93.0,2012,10,4,7
68,93.0,2012,10,4,8
69,93.0,2012,10,4,9
70,93.0,2012,10,4,10
71,93.0,2012,10,4,11
72,93.0,2012,10,4,12
73,93.0,2012,10,4,13
74,100.0,2012,10,4,14
75,93.0,2012,10,4,15
76,82.0,2012,10,4,16
77,77.0,2012,10,4,17
78,63.0,2012,10,4,18
79,68.0,2012,10,4,19
80,56.0,2012,10,4,20
81,60.0,2012,10,4,21
82,52.0,2012,10,4,22
83,68.0,2012,10,4,23
84,63.0,2012,10,5,0
85,67.0,2012,10,5,1
86,67.0,2012,10,5,2
87,72.0,2012,10,5,3
88,72.0,2012,10,5,4
89,77.0,2012,10,5,5
90,76.0,2012,10,5,6
91,78.0,2012,10,5,7
92,81.0,2012,10,5,8
93,84.0,2012,10,5,9
94,87.0,2012,10,5,10
95,87.0,2012,10,5,11
96,82.0,2012,10,5,12
97,82.0,2012,10,5,13
98,77.0,2012,10,5,14
99,72.0,2012,10,5,15
100,64.0,2012,10,5,16
101,53.0,2012,10,5,17
102,47.0,2012,10,5,18
103,47.0,2012,10,5,19
104,39.0,2012,10,5,20
105,47.0,2012,10,5,21
106,41.0,2012,10,5,22
107,44.0,2012,10,5,23
108,68.0,2012,10,6,0
109,72.0,2012,10,6,1
110,63.0,2012,10,6,2
111,77.0,2012,10,6,3
112,77.0,2012,10,6,4
113,77.0,2012,10,6,5
114,87.0,2012,10,6,6
115,76.0,2012,10,6,7
116,84.0,2012,10,6,8
117,93.0,2012,10,6,9
118,76.0,2012,10,6,10
119,81.0,2012,10,6,11
120,81.0,2012,10,6,12
121,81.0,2012,10,6,13
122,87.0,2012,10,6,14
123,93.0,2012,10,6,15
124,100.0,2012,10,6,16
125,100.0,2012,10,6,17
126,93.0,2012,10,6,18
127,93.0,2012,10,6,19
128,93.0,2012,10,6,20
129,87.0,2012,10,6,21
130,87.0,2012,10,6,22
131,93.0,2012,10,6,23
132,93.0,2012,10,7,0
133,93.0,2012,10,7,1
134,93.0,2012,10,7,2
135,90.0,2012,10,7,3
136,87.0,2012,10,7,4
137,100.0,2012,10,7,5
138,96.0,2012,10,7,6
139,93.0,2012,10,7,7
140,93.0,2012,10,7,8
141,93.0,2012,10,7,9
142,93.0,2012,10,7,10
143,93.0,2012,10,7,11
144,86.0,2012,10,7,12
145,78.0,2012,10,7,13
146,70.0,2012,10,7,14
147,65.0,2012,10,7,15
148,61.0,2012,10,7,16
149,61.0,2012,10,7,17
150,53.0,2012,10,7,18
151,53.0,2012,10,7,19
152,53.0,2012,10,7,20
153,53.0,2012,10,7,21
154,57.0,2012,10,7,22
155,61.0,2012,10,7,23
156,61.0,2012,10,8,0
157,61.0,2012,10,8,1
158,61.0,2012,10,8,2
159,70.0,2012,10,8,3
160,75.0,2012,10,8,4
161,70.0,2012,10,8,5
162,70.0,2012,10,8,6
163,70.0,2012,10,8,7
164,75.0,2012,10,8,8
165,75.0,2012,10,8,9
166,77.0,2012,10,8,10
167,80.0,2012,10,8,11
168,80.0,2012,10,8,12
169,80.0,2012,10,8,13
170,70.0,2012,10,8,14
171,70.0,2012,10,8,15
172,57.0,2012,10,8,16
173,28.0,2012,10,8,17
175,49.0,2012,10,8,19
176,45.0,2012,10,8,20
177,49.0,2012,10,8,21
178,50.0,2012,10,8,22
179,52.0,2012,10,8,23
180,60.0,2012,10,9,0
181,58.0,2012,10,9,1
182,56.0,2012,10,9,2
191,86.0,2012,10,9,11
192,86.0,2012,10,9,12
193,80.0,2012,10,9,13
194,75.0,2012,10,9,14
195,49.0,2012,10,9,15
196,49.0,2012,10,9,16
197,43.0,2012,10,9,17
198,40.0,2012,10,9,18
199,40.0,2012,10,9,19
201,40.0,2012,10,9,21
203,30.0,2012,10,9,23
204,61.0,2012,10,10,0
208,37.0,2012,10,10,4
209,75.0,2012,10,10,5
210,77.0,2012,10,10,6
211,80.0,2012,10,10,7
212,80.0,2012,10,10,8
213,83.0,2012,10,10,9
214,86.0,2012,10,10,10
215,86.0,2012,10,10,11
217,75.0,2012,10,10,13
218,66.0,2012,10,10,14
219,54.0,2012,10,10,15
220,51.0,2012,10,10,16
221,48.0,2012,10,10,17
222,44.0,2012,10,10,18
223,42.0,2012,10,10,19
224,42.0,2012,10,10,20
225,42.0,2012,10,10,21
226,47.0,2012,10,10,22
227,52.0,2012,10,10,23
228,52.0,2012,10,11,0
229,52.0,2012,10,11,1
230,52.0,2012,10,11,2
231,52.0,2012,10,11,3
232,52.0,2012,10,11,4
233,57.0,2012,10,11,5
234,62.0,2012,10,11,6
235,71.0,2012,10,11,7
236,81.0,2012,10,11,8
237,87.0,2012,10,11,9
238,84.0,2012,10,11,10
239,81.0,2012,10,11,11
240,75.0,2012,10,11,12
241,75.0,2012,10,11,13
242,75.0,2012,10,11,14
243,69.0,2012,10,11,15
244,63.0,2012,10,11,16
245,58.0,2012,10,11,17
246,52.0,2012,10,11,18
247,47.0,2012,10,11,19
248,37.0,2012,10,11,20
249,37.0,2012,10,11,21
250,37.0,2012,10,11,22
251,60.0,2012,10,11,23
252,56.0,2012,10,12,0
253,52.0,2012,10,12,1
254,65.0,2012,10,12,2
255,69.0,2012,10,12,3
256,69.0,2012,10,12,4
257,74.0,2012,10,12,5
258,80.0,2012,10,12,6
259,80.0,2012,10,12,7
260,80.0,2012,10,12,8
261,86.0,2012,10,12,9
262,80.0,2012,10,12,10
263,80.0,2012,10,12,11
264,40.0,2012,10,12,12
266,70.0,2012,10,12,14
268,46.0,2012,10,12,16
269,43.0,2012,10,12,17
270,41.0,2012,10,12,18
271,38.0,2012,10,12,19
272,38.0,2012,10,12,20
273,44.0,2012,10,12,21
274,47.0,2012,10,12,22
275,50.0,2012,10,12,23
276,50.0,2012,10,13,0
277,51.0,2012,10,13,1
278,51.0,2012,10,13,2
279,52.0,2012,10,13,3
280,53.0,2012,10,13,4
281,64.0,2012,10,13,5
282,75.0,2012,10,13,6
283,75.0,2012,10,13,7
284,72.0,2012,10,13,8
285,70.0,2012,10,13,9
286,81.0,2012,10,13,10
287,81.0,2012,10,13,11
288,76.0,2012,10,13,12
289,69.0,2012,10,13,13
290,62.0,2012,10,13,14
291,57.0,2012,10,13,15
292,53.0,2012,10,13,16
293,50.0,2012,10,13,17
294,48.0,2012,10,13,18
295,47.0,2012,10,13,19
296,41.0,2012,10,13,20
297,44.0,2012,10,13,21
298,22.0,2012,10,13,22
300,52.0,2012,10,14,0
301,52.0,2012,10,14,1
302,52.0,2012,10,14,2
303,52.0,2012,10,14,3
304,56.0,2012,10,14,4
305,60.0,2012,10,14,5
306,65.0,2012,10,14,6
307,65.0,2012,10,14,7
308,65.0,2012,10,14,8
309,65.0,2012,10,14,9
310,65.0,2012,10,14,10
311,65.0,2012,10,14,11
312,66.0,2012,10,14,12
313,66.0,2012,10,14,13
314,66.0,2012,10,14,14
315,67.0,2012,10,14,15
316,67.0,2012,10,14,16
317,77.0,2012,10,14,17
318,77.0,2012,10,14,18
319,77.0,2012,10,14,19
320,82.0,2012,10,14,20
321,82.0,2012,10,14,21
322,88.0,2012,10,14,22
323,88.0,2012,10,14,23
324,88.0,2012,10,15,0
325,82.0,2012,10,15,1
326,77.0,2012,10,15,2
327,82.0,2012,10,15,3
328,88.0,2012,10,15,4
329,88.0,2012,10,15,5
330,88.0,2012,10,15,6
331,82.0,2012,10,15,7
332,82.0,2012,10,15,8
333,82.0,2012,10,15,9
334,82.0,2012,10,15,10
335,82.0,2012,10,15,11
336,82.0,2012,10,15,12
337,77.0,2012,10,15,13
338,72.0,2012,10,15,14
339,68.0,2012,10,15,15
340,64.0,2012,10,15,16
341,60.0,2012,10,15,17
342,58.0,2012,10,15,18
343,56.0,2012,10,15,19
344,56.0,2012,10,15,20
345,56.0,2012,10,15,21
346,56.0,2012,10,15,22
347,60.0,2012,10,15,23
348,77.0,2012,10,16,0
349,76.0,2012,10,16,1
350,76.0,2012,10,16,2
351,81.0,2012,10,16,3
352,84.0,2012,10,16,4
353,87.0,2012,10,16,5
354,87.0,2012,10,16,6
355,76.0,2012,10,16,7
356,81.0,2012,10,16,8
357,81.0,2012,10,16,9
358,81.0,2012,10,16,10
359,81.0,2012,10,16,11
360,81.0,2012,10,16,12
361,80.0,2012,10,16,13
362,80.0,2012,10,16,14
363,80.0,2012,10,16,15
364,66.0,2012,10,16,16
365,58.0,2012,10,16,17
366,50.0,2012,10,16,18
367,41.0,2012,10,16,19
368,41.0,2012,10,16,20
369,41.0,2012,10,16,21
370,44.0,2012,10,16,22
371,70.0,2012,10,16,23
372,81.0,2012,10,17,0
373,83.0,2012,10,17,1
374,86.0,2012,10,17,2
375,86.0,2012,10,17,3
376,86.0,2012,10,17,4
377,86.0,2012,10,17,5
378,93.0,2012,10,17,6
379,46.0,2012,10,17,7
382,43.0,2012,10,17,10
383,86.0,2012,10,17,11
384,93.0,2012,10,17,12
385,81.0,2012,10,17,13
386,62.0,2012,10,17,14
387,56.0,2012,10,17,15
388,51.0,2012,10,17,16
389,48.0,2012,10,17,17
390,45.0,2012,10,17,18
391,42.0,2012,10,17,19
392,42.0,2012,10,17,20
393,45.0,2012,10,17,21
394,48.0,2012,10,17,22
395,51.0,2012,10,17,23
396,55.0,2012,10,18,0
397,58.0,2012,10,18,1
398,62.0,2012,10,18,2
399,62.0,2012,10,18,3
400,62.0,2012,10,18,4
401,67.0,2012,10,18,5
402,67.0,2012,10,18,6
403,72.0,2012,10,18,7
404,67.0,2012,10,18,8
405,71.0,2012,10,18,9
406,76.0,2012,10,18,10
407,81.0,2012,10,18,11
408,81.0,2012,10,18,12
409,74.0,2012,10,18,13
410,67.0,2012,10,18,14
411,59.0,2012,10,18,15
412,55.0,2012,10,18,16
413,49.0,2012,10,18,17
414,49.0,2012,10,18,18
415,67.0,2012,10,18,19
416,69.0,2012,10,18,20
417,72.0,2012,10,18,21
418,77.0,2012,10,18,22
419,82.0,2012,10,18,23
420,87.0,2012,10,19,0
421,82.0,2012,10,19,1
422,67.0,2012,10,19,2
423,59.0,2012,10,19,3
424,77.0,2012,10,19,4
425,93.0,2012,10,19,5
426,93.0,2012,10,19,6
427,93.0,2012,10,19,7
428,93.0,2012,10,19,8
429,87.0,2012,10,19,9
430,93.0,2012,10,19,10
431,90.0,2012,10,19,11
432,87.0,2012,10,19,12
433,87.0,2012,10,19,13
434,76.0,2012,10,19,14
435,71.0,2012,10,19,15
436,58.0,2012,10,19,16
437,44.0,2012,10,19,17
438,38.0,2012,10,19,18
439,44.0,2012,10,19,19
440,31.0,2012,10,19,20
441,30.0,2012,10,19,21
442,30.0,2012,10,19,22
443,33.0,2012,10,19,23
444,46.0,2012,10,20,0
445,46.0,2012,10,20,1
446,46.0,2012,10,20,2
447,53.0,2012,10,20,3
448,66.0,2012,10,20,4
449,66.0,2012,10,20,5
450,60.0,2012,10,20,6
451,54.0,2012,10,20,7
452,62.0,2012,10,20,8
453,66.0,2012,10,20,9
454,87.0,2012,10,20,10
455,87.0,2012,10,20,11
456,87.0,2012,10,20,12
457,87.0,2012,10,20,13
458,81.0,2012,10,20,14
459,81.0,2012,10,20,15
460,87.0,2012,10,20,16
461,87.0,2012,10,20,17
462,87.0,2012,10,20,18
463,87.0,2012,10,20,19
464,87.0,2012,10,20,20
465,87.0,2012,10,20,21
466,93.0,2012,10,20,22
467,93.0,2012,10,20,23
468,93.0,2012,10,21,0
469,93.0,2012,10,21,1
470,93.0,2012,10,21,2
471,93.0,2012,10,21,3
472,93.0,2012,10,21,4
473,93.0,2012,10,21,5
474,93.0,2012,10,21,6
475,93.0,2012,10,21,7
476,93.0,2012,10,21,8
477,93.0,2012,10,21,9
478,93.0,2012,10,21,10
479,93.0,2012,10,21,11
480,93.0,2012,10,21,12
481,93.0,2012,10,21,13
482,90.0,2012,10,21,14
483,87.0,2012,10,21,15
484,84.0,2012,10,21,16
485,81.0,2012,10,21,17
486,78.0,2012,10,21,18
487,75.0,2012,10,21,19
488,72.0,2012,10,21,20
489,69.0,2012,10,21,21
490,66.0,2012,10,21,22
491,71.0,2012,10,21,23
492,75.0,2012,10,22,0
493,79.0,2012,10,22,1
494,83.0,2012,10,22,2
495,87.0,2012,10,22,3
496,87.0,2012,10,22,4
497,87.0,2012,10,22,5
498,93.0,2012,10,22,6
499,93.0,2012,10,22,7
500,93.0,2012,10,22,8
501,93.0,2012,10,22,9
502,100.0,2012,10,22,10
503,100.0,2012,10,22,11
504,92.0,2012,10,22,12
505,84.0,2012,10,22,13
506,76.0,2012,10,22,14
507,71.0,2012,10,22,15
508,67.0,2012,10,22,16
509,61.0,2012,10,22,17
510,55.0,2012,10,22,18
511,52.0,2012,10,22,19
512,49.0,2012,10,22,20
513,55.0,2012,10,22,21
514,57.0,2012,10,22,22
515,59.0,2012,10,22,23
516,59.0,2012,10,23,0
517,59.0,2012,10,23,1
518,67.0,2012,10,23,2
519,69.0,2012,10,23,3
520,71.0,2012,10,23,4
521,71.0,2012,10,23,5
522,81.0,2012,10,23,6
523,81.0,2012,10,23,7
524,81.0,2012,10,23,8
525,81.0,2012,10,23,9
526,76.0,2012,10,23,10
527,81.0,2012,10,23,11
528,82.0,2012,10,23,12
529,72.0,2012,10,23,13
530,67.0,2012,10,23,14
531,63.0,2012,10,23,15
532,56.0,2012,10,23,16
533,53.0,2012,10,23,17
534,47.0,2012,10,23,18
535,53.0,2012,10,23,19
536,82.0,2012,10,23,20
537,68.0,2012,10,23,21
538,64.0,2012,10,23,22
539,64.0,2012,10,23,23
540,66.0,2012,10,24,0
541,68.0,2012,10,24,1
542,68.0,2012,10,24,2
543,68.0,2012,10,24,3
544,68.0,2012,10,24,4
545,63.0,2012,10,24,5
546,63.0,2012,10,24,6
547,63.0,2012,10,24,7
548,68.0,2012,10,24,8
549,56.0,2012,10,24,9
550,52.0,2012,10,24,10
551,52.0,2012,10,24,11
552,82.0,2012,10,24,12
553,87.0,2012,10,24,13
554,82.0,2012,10,24,14
555,87.0,2012,10,24,15
556,87.0,2012,10,24,16
557,82.0,2012,10,24,17
558,77.0,2012,10,24,18
559,72.0,2012,10,24,19
560,73.0,2012,10,24,20
561,72.0,2012,10,24,21
562,72.0,2012,10,24,22
563,77.0,2012,10,24,23
564,77.0,2012,10,25,0
565,77.0,2012,10,25,1
566,72.0,2012,10,25,2
567,68.0,2012,10,25,3
568,68.0,2012,10,25,4
569,72.0,2012,10,25,5
570,67.0,2012,10,25,6
571,77.0,2012,10,25,7
572,82.0,2012,10,25,8
573,72.0,2012,10,25,9
574,72.0,2012,10,25,10
575,82.0,2012,10,25,11
576,82.0,2012,10,25,12
577,77.0,2012,10,25,13
578,72.0,2012,10,25,14
579,68.0,2012,10,25,15
580,60.0,2012,10,25,16
581,60.0,2012,10,25,17
582,55.0,2012,10,25,18
583,50.0,2012,10,25,19
584,47.0,2012,10,25,20
585,47.0,2012,10,25,21
586,47.0,2012,10,25,22
587,53.0,2012,10,25,23
588,52.0,2012,10,26,0
589,59.0,2012,10,26,1
590,59.0,2012,10,26,2
591,68.0,2012,10,26,3
592,63.0,2012,10,26,4
593,68.0,2012,10,26,5
594,72.0,2012,10,26,6
595,77.0,2012,10,26,7
596,72.0,2012,10,26,8
597,67.0,2012,10,26,9
598,82.0,2012,10,26,10
599,87.0,2012,10,26,11
600,84.0,2012,10,26,12
601,82.0,2012,10,26,13
602,72.0,2012,10,26,14
603,64.0,2012,10,26,15
604,60.0,2012,10,26,16
605,56.0,2012,10,26,17
606,53.0,2012,10,26,18
607,53.0,2012,10,26,19
608,53.0,2012,10,26,20
609,50.0,2012,10,26,21
610,53.0,2012,10,26,22
611,53.0,2012,10,26,23
612,56.0,2012,10,27,0
613,60.0,2012,10,27,1
614,60.0,2012,10,27,2
615,60.0,2012,10,27,3
616,77.0,2012,10,27,4
617,81.0,2012,10,27,5
618,81.0,2012,10,27,6
619,87.0,2012,10,27,7
620,87.0,2012,10,27,8
621,93.0,2012,10,27,9
622,93.0,2012,10,27,10
623,93.0,2012,10,27,11
624,93.0,2012,10,27,12
625,81.0,2012,10,27,13
626,78.0,2012,10,27,14
627,75.0,2012,10,27,15
628,75.0,2012,10,27,16
629,72.0,2012,10,27,17
630,70.0,2012,10,27,18
631,70.0,2012,10,27,19
632,65.0,2012,10,27,20
633,66.0,2012,10,27,21
634,65.0,2012,10,27,22
635,65.0,2012,10,27,23
636,65.0,2012,10,28,0
637,67.0,2012,10,28,1
638,70.0,2012,10,28,2
639,75.0,2012,10,28,3
640,77.0,2012,10,28,4
641,80.0,2012,10,28,5
642,80.0,2012,10,28,6
643,80.0,2012,10,28,7
644,74.0,2012,10,28,8
645,74.0,2012,10,28,9
646,74.0,2012,10,28,10
647,80.0,2012,10,28,11
648,74.0,2012,10,28,12
649,69.0,2012,10,28,13
650,65.0,2012,10,28,14
651,63.0,2012,10,28,15
652,61.0,2012,10,28,16
653,55.0,2012,10,28,17
654,50.0,2012,10,28,18
655,45.0,2012,10,28,19
656,40.0,2012,10,28,20
657,43.0,2012,10,28,21
658,46.0,2012,10,28,22
659,49.0,2012,10,28,23
660,52.0,2012,10,29,0
661,56.0,2012,10,29,1
662,75.0,2012,10,29,2
663,70.0,2012,10,29,3
664,80.0,2012,10,29,4
665,80.0,2012,10,29,5
666,80.0,2012,10,29,6
667,86.0,2012,10,29,7
668,86.0,2012,10,29,8
669,86.0,2012,10,29,9
676,61.0,2012,10,29,16
677,49.0,2012,10,29,17
678,49.0,2012,10,29,18
679,45.0,2012,10,29,19
682,52.0,2012,10,29,22
683,52.0,2012,10,29,23
684,56.0,2012,10,30,0
685,54.0,2012,10,30,1
686,52.0,2012,10,30,2
687,58.0,2012,10,30,3
688,65.0,2012,10,30,4
689,74.0,2012,10,30,5
690,80.0,2012,10,30,6
691,69.0,2012,10,30,7
692,66.0,2012,10,30,8
693,64.0,2012,10,30,9
694,69.0,2012,10,30,10
695,69.0,2012,10,30,11
696,66.0,2012,10,30,12
697,64.0,2012,10,30,13
698,60.0,2012,10,30,14
699,45.0,2012,10,30,15
700,36.0,2012,10,30,16
701,31.0,2012,10,30,17
702,29.0,2012,10,30,18
703,30.0,2012,10,30,19
704,31.0,2012,10,30,20
705,36.0,2012,10,30,21
706,42.0,2012,10,30,22
707,52.0,2012,10,30,23
708,65.0,2012,10,31,0
709,65.0,2012,10,31,1
710,70.0,2012,10,31,2
711,70.0,2012,10,31,3
712,70.0,2012,10,31,4
713,75.0,2012,10,31,5
714,75.0,2012,10,31,6
715,69.0,2012,10,31,7
716,69.0,2012,10,31,8
717,69.0,2012,10,31,9
718,69.0,2012,10,31,10
719,69.0,2012,10,31,11
720,69.0,2012,10,31,12
724,75.0,2012,10,31,16
725,75.0,2012,10,31,17
726,80.0,2012,10,31,18
727,86.0,2012,10,31,19
728,80.0,2012,10,31,20
729,86.0,2012,10,31,21
730,86.0,2012,10,31,22
731,86.0,2012,10,31,23
732,86.0,2012,11,1,0
733,86.0,2012,11,1,1
734,86.0,2012,11,1,2
735,83.0,2012,11,1,3
736,80.0,2012,11,1,4
737,80.0,2012,11,1,5
738,80.0,2012,11,1,6
739,80.0,2012,11,1,7
741,64.0,2012,11,1,9
742,69.0,2012,11,1,10
743,69.0,2012,11,1,11
744,69.0,2012,11,1,12
745,69.0,2012,11,1,13
746,69.0,2012,11,1,14
747,69.0,2012,11,1,15
748,69.0,2012,11,1,16
749,65.0,2012,11,1,17
750,60.0,2012,11,1,18
751,60.0,2012,11,1,19
752,60.0,2012,11,1,20
753,60.0,2012,11,1,21
754,56.0,2012,11,1,22
755,60.0,2012,11,1,23
756,60.0,2012,11,2,0
759,75.0,2012,11,2,3
760,65.0,2012,11,2,4
761,56.0,2012,11,2,5
762,60.0,2012,11,2,6
763,64.0,2012,11,2,7
764,64.0,2012,11,2,8
765,64.0,2012,11,2,9
768,74.0,2012,11,2,12
769,74.0,2012,11,2,13
770,51.0,2012,11,2,14
771,48.0,2012,11,2,15
772,39.0,2012,11,2,16
773,31.0,2012,11,2,17
774,27.0,2012,11,2,18
775,27.0,2012,11,2,19
776,32.0,2012,11,2,20
777,29.0,2012,11,2,21
778,34.0,2012,11,2,22
779,42.0,2012,11,2,23
780,45.0,2012,11,3,0
781,45.0,2012,11,3,1
782,52.0,2012,11,3,2
783,52.0,2012,11,3,3
784,49.0,2012,11,3,4
785,45.0,2012,11,3,5
786,60.0,2012,11,3,6
787,80.0,2012,11,3,7
788,64.0,2012,11,3,8
789,64.0,2012,11,3,9
790,69.0,2012,11,3,10
791,80.0,2012,11,3,11
792,80.0,2012,11,3,12
793,74.0,2012,11,3,13
797,49.0,2012,11,3,17
799,43.0,2012,11,3,19
800,37.0,2012,11,3,20
801,39.0,2012,11,3,21
802,45.0,2012,11,3,22
803,56.0,2012,11,3,23
804,56.0,2012,11,4,0
805,60.0,2012,11,4,1
806,75.0,2012,11,4,2
807,80.0,2012,11,4,3
808,80.0,2012,11,4,4
809,86.0,2012,11,4,5
811,86.0,2012,11,4,7
814,43.0,2012,11,4,10
815,86.0,2012,11,4,11
816,86.0,2012,11,4,12
819,80.0,2012,11,4,15
820,80.0,2012,11,4,16
821,86.0,2012,11,4,17
822,80.0,2012,11,4,18
823,80.0,2012,11,4,19
824,86.0,2012,11,4,20
825,86.0,2012,11,4,21
826,86.0,2012,11,4,22
827,86.0,2012,11,4,23
828,86.0,2012,11,5,0
829,86.0,2012,11,5,1
830,86.0,2012,11,5,2
831,86.0,2012,11,5,3
836,86.0,2012,11,5,8
837,86.0,2012,11,5,9
839,92.0,2012,11,5,11
840,92.0,2012,11,5,12
841,92.0,2012,11,5,13
843,80.0,2012,11,5,15
844,69.0,2012,11,5,16
845,65.0,2012,11,5,17
846,65.0,2012,11,5,18
848,19.0,2012,11,5,20
849,39.0,2012,11,5,21
850,59.0,2012,11,5,22
851,59.0,2012,11,5,23
852,59.0,2012,11,6,0
853,59.0,2012,11,6,1
854,59.0,2012,11,6,2
855,59.0,2012,11,6,3
856,59.0,2012,11,6,4
857,59.0,2012,11,6,5
858,59.0,2012,11,6,6
859,84.0,2012,11,6,7
860,84.0,2012,11,6,8
861,84.0,2012,11,6,9
862,84.0,2012,11,6,10
863,84.0,2012,11,6,11
864,84.0,2012,11,6,12
865,66.0,2012,11,6,13
866,66.0,2012,11,6,14
867,66.0,2012,11,6,15
868,66.0,2012,11,6,16
869,63.0,2012,11,6,17
870,60.0,2012,11,6,18
871,56.0,2012,11,6,19
872,56.0,2012,11,6,20
873,45.0,2012,11,6,21
874,48.0,2012,11,6,22
875,60.0,2012,11,6,23
876,64.0,2012,11,7,0
877,64.0,2012,11,7,1
878,74.0,2012,11,7,2
879,69.0,2012,11,7,3
880,74.0,2012,11,7,4
883,86.0,2012,11,7,7
884,86.0,2012,11,7,8
885,86.0,2012,11,7,9
886,86.0,2012,11,7,10
887,86.0,2012,11,7,11
888,86.0,2012,11,7,12
889,86.0,2012,11,7,13
890,80.0,2012,11,7,14
891,74.0,2012,11,7,15
892,65.0,2012,11,7,16
894,49.0,2012,11,7,18
895,49.0,2012,11,7,19
896,45.0,2012,11,7,20
897,45.0,2012,11,7,21
898,45.0,2012,11,7,22
900,52.0,2012,11,8,0
901,65.0,2012,11,8,1
902,75.0,2012,11,8,2
903,75.0,2012,11,8,3
904,86.0,2012,11,8,4
905,86.0,2012,11,8,5
906,93.0,2012,11,8,6
907,93.0,2012,11,8,7
908,93.0,2012,11,8,8
909,93.0,2012,11,8,9
910,93.0,2012,11,8,10
911,93.0,2012,11,8,11
912,93.0,2012,11,8,12
913,100.0,2012,11,8,13
914,93.0,2012,11,8,14
915,87.0,2012,11,8,15
916,81.0,2012,11,8,16
917,65.0,2012,11,8,17
918,61.0,2012,11,8,18
919,53.0,2012,11,8,19
922,65.0,2012,11,8,22
923,70.0,2012,11,8,23
924,80.0,2012,11,9,0
925,86.0,2012,11,9,1
926,93.0,2012,11,9,2
927,93.0,2012,11,9,3
928,86.0,2012,11,9,4
929,93.0,2012,11,9,5
930,100.0,2012,11,9,6
931,100.0,2012,11,9,7
932,100.0,2012,11,9,8
934,100.0,2012,11,9,10
935,100.0,2012,11,9,11
936,86.0,2012,11,9,12
937,100.0,2012,11,9,13
938,100.0,2012,11,9,14
939,93.0,2012,11,9,15
940,79.0,2012,11,9,16
941,66.0,2012,11,9,17
942,65.0,2012,11,9,18
943,70.0,2012,11,9,19
944,65.0,2012,11,9,20
945,70.0,2012,11,9,21
946,65.0,2012,11,9,22
947,75.0,2012,11,9,23
948,80.0,2012,11,10,0
949,86.0,2012,11,10,1
950,80.0,2012,11,10,2
951,80.0,2012,11,10,3
952,86.0,2012,11,10,4
953,86.0,2012,11,10,5
954,86.0,2012,11,10,6
955,93.0,2012,11,10,7
956,100.0,2012,11,10,8
958,93.0,2012,11,10,10
961,100.0,2012,11,10,13
962,93.0,2012,11,10,14
963,81.0,2012,11,10,15
964,66.0,2012,11,10,16
965,58.0,2012,11,10,17
966,54.0,2012,11,10,18
967,44.0,2012,11,10,19
968,42.0,2012,11,10,20
969,39.0,2012,11,10,21
970,41.0,2012,11,10,22
971,50.0,2012,11,10,23
972,54.0,2012,11,11,0
973,62.0,2012,11,11,1
974,62.0,2012,11,11,2
975,62.0,2012,11,11,3
976,66.0,2012,11,11,4
977,62.0,2012,11,11,5
978,70.0,2012,11,11,6
979,70.0,2012,11,11,7
980,71.0,2012,11,11,8
981,62.0,2012,11,11,9
982,70.0,2012,11,11,10
983,66.0,2012,11,11,11
984,62.0,2012,11,11,12
985,62.0,2012,11,11,13
986,62.0,2012,11,11,14
987,54.0,2012,11,11,15
988,55.0,2012,11,11,16
989,52.0,2012,11,11,17
990,52.0,2012,11,11,18
991,43.0,2012,11,11,19
992,37.0,2012,11,11,20
993,37.0,2012,11,11,21
