OBJECTID,ID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,X_COORD,Y_COORD
30629,30629,235,Over 200$,8/10/2016,0:55,D160115439A,450 E OHIO ST,DT20,192370.58,1647217.97
30630,30630,235,Over 200$,8/10/2016,19:15,D160095980B,813 E 46TH ST,ND16,194165.16,1672601.53
30631,30631,235,Over 200$,8/11/2016,20:00,D160096537A,2349 POST DR,NE60,231405.26,1658767.57
30632,30632,235,Over 200$,8/11/2016,21:00,D160096619A,522 FLETCHER AVE,DT40,192641.1,1644188.66
30633,30633,235,Over 200$,8/13/2016,11:49,D160102425A,729 ELM ST,DT40,193564.33,1642930.27
30634,30634,235,Over 200$,8/13/2016,18:00,D160097541A,732 E MCCARTY ST,DT40,193374.2,1642307.11
30635,30635,235,Over 200$,8/16/2016,23:00,D160098756A,1122 WINFIELD AVE,SW10,176060.75,1651989.46
30636,30636,235,Over 200$,8/17/2016,21:30,D160099222A,1923 MILLER ST,SW20,179629.3,1638412.19
30637,30637,235,Over 200$,8/19/2016,20:00,D160100304A,4901 CENTRAL AVE,ND50,192461.79,1673834.08
30638,30638,235,Over 200$,8/20/2016,17:30,D160100409A,4202 S EAST ST,SE30,192367.9,1623412.22
30639,30639,235,Over 200$,8/21/2016,12:31,D160100618A,720 ESKENAZI AVE,DT10,182721.06,1650319.52
30640,30640,235,Over 200$,8/25/2016,20:58,D160102694A,934 N PENNSYLVANIA ST,DT20,190577.35,1650943.69
30641,30641,235,Over 200$,8/26/2016,22:17,D160103198A,600 E ST CLAIR ST/BROADWAY ST,DT20,192862.9,1650119.46
30642,30642,235,Over 200$,8/28/2016,0:00,D160106438A,919 N PENNSYLVANIA ST,DT20,190751.68,1650735.91
30643,30643,235,Over 200$,8/29/2016,21:00,D160104631A,5249 LUZZANE DR,ND50,196323.84,1676083.71
30644,30644,235,Over 200$,8/30/2016,7:30,D160104779A,1230 S MERIDIAN ST,SW20,189502.53,1640390.98
30645,30645,235,Over 200$,8/30/2016,11:55,D160104725A,1510 STADIUM WAY,NW10,181210.36,1653745.92
30646,30646,235,Over 200$,8/30/2016,22:00,D160105461A,418 CANAL CT S DR S,DT10,187662.18,1650002.96
30647,30647,235,Over 200$,9/1/2016,13:47,D160105786A,5603 GUILFORD AVE,ND50,194484.19,1678044.8
30648,30648,235,Over 200$,9/1/2016,15:56,D160105850A,1910 WILCOX ST,SW10,179684.71,1648771.58
30649,30649,235,Over 200$,9/5/2016,19:00,D160107543A,401 N ILLINOIS ST,DT10,189545.58,1648310.45
30650,30650,235,Over 200$,9/6/2016,19:00,D160111183A,329 N BANCROFT ST,NE50,210736.36,1648354.47
30651,30651,235,Over 200$,9/7/2016,9:27,D160114483A,222 E MARKET ST,DT20,191237.41,1646858.89
30652,30652,235,Over 200$,9/7/2016,19:00,D160108740A,892 WOODRUFF PL MIDDLE DR,NE20,198166.25,1650810.65
30653,30653,235,Over 200$,9/8/2016,12:30,D160109501A,49 W MARYLAND ST,DT30,189674.2,1645672.21
30654,30654,235,Over 200$,9/9/2016,21:18,D160112401A,40 E ST CLAIR ST,DT20,190346.38,1650414.59
30655,30655,235,Over 200$,9/9/2016,22:21,D160109586A,530 N HOLMES AVE,SW10,176675.24,1649198.13
30656,30656,235,Over 200$,9/10/2016,17:57,D160112402A,E NORTH ST N/N ALABAMA ST,DT20,191535.48,1649354.74
30657,30657,235,Over 200$,9/11/2016,18:48,D160110323A,1710 HARFIELD DR,ND70,181347.33,1694464.81
30658,30658,235,Over 200$,9/15/2016,7:38,D160111905A,833 N PARK AVE,DT20,192974.2,1650548.94
30659,30659,235,Over 200$,9/17/2016,10:29,D160112829A,1134 BLAINE AVE,SW20,181220.17,1640878.02
30660,30660,235,Over 200$,9/17/2016,17:00,D160113068A,4806 OAKHURST PL,NW80,166057.6,1673897.93
30661,30661,235,Over 200$,9/19/2016,19:50,D160113839A,2813 VALIANT DR,SW60,165283.81,1630400.97
30662,30662,235,Over 200$,9/20/2016,12:00,D160117197A,1 AMERICAN SQ,DT10,189222.21,1647542.86
30663,30663,235,Over 200$,9/20/2016,22:38,D160114376A,S ILLINOIS ST/W GEORGIA ST,DT30,189397.8,1645212.83
30664,30664,235,Over 200$,9/22/2016,5:00,D160115049A,5623 E WASHINGTON ST,NE50,214347.5,1647282.03
30665,30665,235,Over 200$,9/24/2016,19:30,D160116194A,231 E 9TH ST,DT20,191260.52,1650538.54
30666,30666,235,Over 200$,9/26/2016,4:00,D160118521A,229 S DELAWARE ST,DT40,190957.37,1644912.41
30667,30667,235,Over 200$,9/27/2016,3:42,D160117213A,5155 S STATE AVE,SE30,197711.29,1617069.85
30668,30668,235,Over 200$,9/28/2016,16:30,D160138353A,600 N ALABAMA ST,DT20,191538.49,1649270.74
30669,30669,235,Over 200$,10/5/2016,16:04,D160122058A,5506 MADISON AVE,SE30,196118.43,1616870.5
30670,30670,235,Over 200$,10/6/2016,12:30,D160121068A,430 S ALABAMA ST,DT40,191135.01,1643888.26
30671,30671,235,Over 200$,10/7/2016,8:38,D160124444A,893 S DELAWARE ST,DT40,190843.18,1641820.37
30672,30672,235,Over 200$,10/7/2016,19:00,D160121899A,611 SPRING ST,DT20,193789.04,1649267.96
30673,30673,235,Over 200$,10/8/2016,10:22,D160128002A,1435 STADIUM WY,NW10,181482.55,1653771.29
30674,30674,235,Over 200$,10/8/2016,18:49,D160122101A,720 ESKENAZI AVE,DT10,182721.06,1650319.52
30675,30675,235,Over 200$,10/11/2016,17:30,D160123406A,N SENATE AVE/W MICHIGAN ST,DT10,188502.58,1648842.55
30676,30676,235,Over 200$,10/11/2016,19:00,D160127630A,335 W 9TH ST,DT10,188171.67,1650635.57
30677,30677,235,Over 200$,10/12/2016,19:20,D160123831A,401 E MICHIGAN ST,DT20,192208.86,1648566.33
30678,30678,235,Over 200$,10/13/2016,16:00,D160124188A,430 S ALABAMA ST,DT40,191135.01,1643888.26
30679,30679,235,Over 200$,10/14/2016,0:01,D160124919A,2227 FULLERTON CR,NW70,156038.78,1657217.98
30680,30680,235,Over 200$,10/14/2016,12:00,D160129586A,151 S EAST ST E,DT40,192849.36,1645347.57
30681,30681,235,Over 200$,10/14/2016,15:28,D160124544A,575 MASSACHUSETTS AVE,DT20,192479.39,1649045.19
30682,30682,235,Over 200$,10/15/2016,8:00,D160125564A,10 S WEST ST,DT30,187368.66,1646257.14
30683,30683,235,Over 200$,10/15/2016,15:00,D160124977A,1300 E 86TH ST,ND70,195809.44,1699208.6
30684,30684,235,Over 200$,10/16/2016,10:26,D160125237A,693 S DELAWARE ST,DT40,190881.67,1642820.53
30685,30685,235,Over 200$,10/18/2016,16:00,D160129818A,160 POPE ST,DT40,192723.63,1645260.17
30686,30686,235,Over 200$,10/18/2016,19:40,D160127614A,151 S EAST ST E,DT40,192849.36,1645347.57
30687,30687,235,Over 200$,10/19/2016,16:00,D160127682A,2029 N EMERSON AVE,NE30,211146.81,1656307.94
30688,30688,235,Over 200$,10/20/2016,15:00,D160128917A,335 W 9TH ST,DT10,188171.67,1650635.57
30689,30689,235,Over 200$,10/20/2016,16:00,D160128752A,310 W MICHIGAN ST,DT10,188405.42,1649042.14
30690,30690,235,Over 200$,10/20/2016,17:45,D160128757A,50 N ILLINOIS ST,DT10,189404.35,1646603.41
30691,30691,235,Over 200$,10/21/2016,7:00,D160129152A,310 W MICHIGAN ST,DT10,188405.42,1649042.14
30692,30692,235,Over 200$,10/21/2016,19:00,D160133039A,310 W MICHIGAN ST,DT10,188405.42,1649042.14
30693,30693,235,Over 200$,10/22/2016,17:00,D160128393A,728 FULTON ST,DT25,193872.8,1649882.76
30694,30694,235,Over 200$,10/24/2016,0:01,D160128776A,10508 GOVERNOURS LN,NE70,240093.17,1666427.79
30695,30695,235,Over 200$,10/24/2016,7:30,D160128655A,N SHERMAN DR/E MICHIGAN ST,NE20,205655.93,1648919.98
30696,30696,235,Over 200$,10/25/2016,13:07,D160129211A,902 N MERIDIAN ST,DT10,190057.91,1650679.07
30697,30697,235,Over 200$,10/26/2016,20:00,D160132972A,451 E MARKET ST,DT20,192253.4,1646630.32
30698,30698,235,Over 200$,10/26/2016,20:00,D160136012A,451 E MARKET ST,DT20,192253.4,1646630.32
30699,30699,235,Over 200$,10/27/2016,4:33,D160130017A,1747 E 56TH ST,ND50,197598.35,1678164.3
30700,30700,235,Over 200$,10/27/2016,4:33,D160130018A,1747 E 56TH ST,ND50,197598.35,1678164.3
30701,30701,235,Over 200$,10/27/2016,9:30,D160130084A,5950 S BROOKVILLE RD,NE50,216127.57,1642950.44
30702,30702,235,Over 200$,10/27/2016,22:00,D160130734A,4510 HOLLISTER DR,NW20,167864.77,1661147.18
30703,30703,235,Over 200$,10/29/2016,10:25,D160130926A,5636 PORTSMOUTH AVE,NW70,161641.8,1652815.56
30704,30704,235,Over 200$,10/31/2016,0:01,D160145982A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30705,30705,235,Over 200$,10/31/2016,17:42,D160131842A,2022 N RILEY AVE,NE30,210239.17,1656383.96
30706,30706,235,Over 200$,11/1/2016,9:00,D160140473A,110 E 16TH ST,NE10,190712.2,1654041.59
30707,30707,235,Over 200$,11/1/2016,9:10,D160137183A,310 W MICHIGAN ST,DT10,188405.42,1649042.14
30708,30708,235,Over 200$,11/2/2016,15:00,D160132739A,1430 W OHIO ST,SW10,181882.39,1647357
30709,30709,235,Over 200$,11/3/2016,22:30,D160133300A,912 E COIL ST,ND50,194276.45,1685339.31
30710,30710,235,Over 200$,11/4/2016,22:00,D160133797A,7423 N SHADELAND AVE,ND60,221778.86,1690676.64
30711,30711,235,Over 200$,11/5/2016,7:31,D160133841A,2015 N NEW JERSEY ST,NE10,192110.63,1656155.5
30712,30712,235,Over 200$,11/6/2016,6:00,D160140010A,611 SPRING ST,DT20,193789.04,1649267.96
30713,30713,235,Over 200$,11/13/2016,6:00,D160137022A,1805 WOODLAWN AV,SE10,198044.41,1641420.49
30714,30714,235,Over 200$,11/13/2016,10:45,D160136961A,433 MASSACHUSETTS AV,DT20,191729.15,1648381.76
30715,30715,235,Over 200$,11/14/2016,9:00,D160137647A,600 E 44TH ST,ND16,192826.76,1671336.57
30716,30716,235,Over 200$,11/14/2016,20:29,D160137522A,2503 N DELAWARE ST,NE10,191516.73,1659327.53
30717,30717,235,Over 200$,11/14/2016,20:30,D160140354A,1043 VIRGINIA AV,SE10,194737.38,1641085.23
30718,30718,235,Over 200$,11/15/2016,17:30,D160137960A,421 MASSACHUSETTS AVE,DT25,191691.3,1648312.16
30719,30719,235,Over 200$,11/15/2016,20:00,D160138210A,5509 GUILFORD AVE,ND50,194511.94,1677511.47
30720,30720,235,Over 200$,11/16/2016,7:20,D160138363A,504 N PARK AVE,DT25,193021.12,1648756.34
30721,30721,235,Over 200$,11/16/2016,19:00,D160138626A,25 N NEW JERSEY ST,DT20,192022.59,1646291.91
30722,30722,235,Over 200$,11/17/2016,14:20,D160138835A,575 MASSACHUSETTS AVE,DT20,192479.39,1649045.19
30723,30723,235,Over 200$,11/17/2016,16:30,D160138925A,500 N MERIDIAN ST,DT10,189871.94,1649050.44
30724,30724,235,Over 200$,11/17/2016,21:00,D160139260A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30725,30725,235,Over 200$,11/18/2016,10:43,D160139176A,861 N PARK AVE,DT20,192923,1650741.7
30726,30726,235,Over 200$,11/18/2016,13:10,D160139257A,504 N PARK AVE,DT25,193021.12,1648756.34
30727,30727,235,Over 200$,11/22/2016,17:27,D160140886A,1545 N MERIDIAN ST,NE10,190246.22,1653708.85
30728,30728,235,Over 200$,11/28/2016,13:39,D160142935A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30729,30729,235,Over 200$,11/30/2016,12:30,D160144259A,1300 E 86TH ST,ND70,195809.44,1699208.6
30730,30730,235,Over 200$,12/2/2016,8:00,D160145081A,741 MASSACHUSETTS AVE,DT25,193386,1649787.93
30731,30731,235,Over 200$,12/2/2016,12:00,D170006617A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30732,30732,235,Over 200$,12/4/2016,0:00,D160151947A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30733,30733,235,Over 200$,12/4/2016,18:00,D160145941A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30734,30734,235,Over 200$,12/5/2016,2:00,D160145814A,640 E MICHIGAN ST,DT20,193245.37,1648705.45
30735,30735,235,Over 200$,12/23/2016,8:40,D170000892A,915 PACA ST,DT10,186255.17,1650981.27
30736,30736,235,Over 200$,12/29/2016,11:28,D160154672A,701 E SOUTHERN AV,SE20,193081.28,1632580.13
40051,40051,245,50$ to 200$,8/23/2015,16:02,D150096879A,1207 S EAST ST,SE20,192416.31,1640419.28
40052,40052,245,50$ to 200$,9/20/2015,20:08,D150109150A,2426 N RURAL ST,NE10,201523.69,1659175.15
40053,40053,245,50$ to 200$,12/11/2015,2:15,D150143063A,500 N DELAWARE ST,DT20,191010.46,1648767.74
40054,40054,245,50$ to 200$,1/13/2016,23:00,D160005128A,1621 LEXINGTON AVE,SE10,197350.98,1642186.92
40055,40055,245,50$ to 200$,1/24/2016,19:49,D160009054A,327 E 11TH ST,DT20,191771.37,1651620.76
40056,40056,245,50$ to 200$,1/25/2016,22:00,D160009522A,922 N DELAWARE ST,DT20,191078.37,1650733.32
40057,40057,245,50$ to 200$,2/10/2016,5:00,D160015788A,2901 E 38TH ST,ND20,202239.96,1667254.68
40058,40058,245,50$ to 200$,2/26/2016,22:43,D160022480A,105 WALLACE AVE,NE50,209543.63,1647692.52
40059,40059,245,50$ to 200$,3/10/2016,8:50,D160033205A,150 E WASHINGTON ST,DT20,190711.41,1646242.68
40060,40060,245,50$ to 200$,3/12/2016,16:25,D160028772A,2100 W WASHINGTON ST,SW10,179004.94,1646021.33
40061,40061,245,50$ to 200$,3/17/2016,10:15,D160031417A,401 E MICHIGAN ST,DT20,192208.86,1648566.33
40062,40062,245,50$ to 200$,3/18/2016,1:55,D160030805A,720 E 44TH ST,ND10,193955.26,1671374.45
40063,40063,245,50$ to 200$,3/18/2016,10:15,D160030906A,2450 SHELBY ST,SE20,195010.84,1633707.95
40064,40064,245,50$ to 200$,3/26/2016,14:24,D160034326A,5350 KESSLER BOULEVARD N DR N,NW60,174947.22,1676327.77
40065,40065,245,50$ to 200$,3/28/2016,23:45,D160035385A,5910 W 38TH ST,NW30,160460.31,1667267.44
40066,40066,245,50$ to 200$,3/30/2016,13:31,D160035869A,700 PIERSON ST,DT10,189774.05,1649795.24
40067,40067,245,50$ to 200$,3/31/2016,13:45,D160036291A,3315 KENTUCKY AV,SW70,168435.06,1627433.32
40068,40068,245,50$ to 200$,4/4/2016,22:37,D160038059A,3021 SOUTHEASTERN AVE,SE10,202578.86,1643146.59
40069,40069,245,50$ to 200$,4/6/2016,0:00,D160038729A,405 N RILEY AVE,NE50,210337.78,1648511
40070,40070,245,50$ to 200$,4/6/2016,8:03,D160038585A,3744 E 30TH ST,ND20,205546.5,1662137.44
40071,40071,245,50$ to 200$,4/8/2016,1:15,D160039407A,2823 W MICHIGAN ST,SW10,176087.77,1648948.93
40072,40072,245,50$ to 200$,4/9/2016,20:19,D160040133A,7411 SIOUX RN,NE50,223899.46,1645990.78
40073,40073,245,50$ to 200$,4/9/2016,23:51,D160040202A,1518 PLEASANT ST,SE10,196953.17,1641869.77
40074,40074,245,50$ to 200$,4/10/2016,15:30,D160040410A,1340 W 86TH ST,ND70,183129.78,1699306.27
