OBJECTID,ID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,X_COORD,Y_COORD
36667,36667,245,50$ to 200$,9/9/2017,15:28,D170103342A,1201 INDIANA AVE,NW10,184119.24,1652323.93
36668,36668,245,50$ to 200$,9/11/2017,20:40,D170103012A,1122 OLIVE ST,SE10,195328.93,1640569.3
36669,36669,245,50$ to 200$,9/14/2017,9:00,D170104378A,7645 INVERNESS DR,SE40,220323.44,1605858.78
36670,36670,245,50$ to 200$,9/15/2017,8:00,D170105118A,8278 ONTARIO LN,NW60,171116.55,1697068.35
36671,36671,245,50$ to 200$,9/16/2017,16:23,D170105115A,49 N DEARBORN ST,NE25,203363.42,1647307.1
36672,36672,245,50$ to 200$,9/16/2017,99:99,D170110559A,1725 N LINWOOD AVE,NE30,208256.39,1654730.08
36673,36673,245,50$ to 200$,9/17/2017,19:50,D170105576A,4036 TAHOE DR,NE70,245038.68,1669519.54
36674,36674,245,50$ to 200$,9/20/2017,7:57,D170106613A,736 S MITCHNER AVE,NE50,224947.77,1642806.34
36675,36675,245,50$ to 200$,9/20/2017,18:00,D170106891A,3325 LOWRY RD,NW20,167519.88,1664323.48
36676,36676,245,50$ to 200$,9/23/2017,10:39,D170107969A,N KEYSTONE AVE/E 38TH ST,ND25,200273.89,1667391.41
36677,36677,245,50$ to 200$,9/23/2017,16:00,D170108128A,1192 N ARLINGTON AVE,NE50,216155.92,1652298.57
36678,36678,245,50$ to 200$,9/26/2017,18:20,D170109361A,2535 N CAPITOL AVE,NW10,189429.01,1659558.54
36679,36679,245,50$ to 200$,9/29/2017,3:34,D170110372A,7809 BLUE WILLOW DR,SE40,225998.65,1638067.66
36680,36680,245,50$ to 200$,9/29/2017,21:00,D170111715A,844 CAMP ST,DT10,186468.13,1650666.84
36681,36681,245,50$ to 200$,9/29/2017,21:13,D170110643A,1224 S HARDING ST,SW20,181625.64,1640342.47
36682,36682,245,50$ to 200$,9/30/2017,14:30,D170110860A,324 JEFFERSON AVE,NE20,199423.35,1647879.27
36683,36683,245,50$ to 200$,9/30/2017,18:33,D170110929A,1902 N COLORADO AVE,NE30,207376.24,1655432.85
36684,36684,245,50$ to 200$,10/1/2017,13:21,D170111209A,3801 N MERIDIAN ST,ND10,190445.44,1667303.87
36685,36685,245,50$ to 200$,10/1/2017,18:41,D170111318A,W 86TH ST/DITCH RD,ND70,182957.05,1699129.72
36686,36686,245,50$ to 200$,10/4/2017,6:44,D170112347A,1055 E RAYMOND ST,SE20,194917.23,1635406.54
36687,36687,245,50$ to 200$,10/7/2017,17:59,D170118957A,4141 STANDISH DR,SW75,168615.44,1625309.92
36688,36688,245,50$ to 200$,10/8/2017,2:25,D170114123A,3007 GEORGETOWN RD,NW20,167147.09,1661919.27
36689,36689,245,50$ to 200$,10/8/2017,19:36,D170114284A,6016 MAGDALENE DR,SW60,159871.06,1648941.41
36690,36690,245,50$ to 200$,10/8/2017,20:30,D170114701A,4055 CREEK WAY,SE30,203225.89,1624336.95
36691,36691,245,50$ to 200$,10/13/2017,18:00,D170116453A,9252 MIDDLEBURY WY,SW70,142576.45,1600808.04
36692,36692,245,50$ to 200$,10/13/2017,99:99,D170116616A,E MARKET ST/N EAST ST E,DT20,192463.75,1646772.85
36693,36693,245,50$ to 200$,10/14/2017,15:54,D170116809A,249 TROWBRIDGE ST,SE10,200777.38,1644907.88
36694,36694,245,50$ to 200$,10/21/2017,10:43,D170120280A,2405 GUILFORD AVE,NE10,194631.38,1658750.72
36695,36695,245,50$ to 200$,10/21/2017,13:44,D170119609A,4752 CRANBERRY CT,SW70,163607.39,1620446.37
36696,36696,245,50$ to 200$,10/21/2017,14:30,D170119635A,3011 BALTIMORE AVE,ND20,198976.56,1662170.88
36697,36697,245,50$ to 200$,10/22/2017,18:40,D170120048A,1412 E GRUBE ST,SE50,196691.34,1607583.42
36698,36698,245,50$ to 200$,11/1/2017,17:11,D170129051A,615 N EASTERN AVE,NE25,201269.67,1649561.71
36699,36699,245,50$ to 200$,11/3/2017,99:99,D170126011A,4854 COVERED BRIDGE RD,NW60,166480.41,1686138.12
36700,36700,245,50$ to 200$,11/4/2017,10:00,D170125387A,325 S RANDOLPH ST,SE10,198327.42,1644166.77
36701,36701,245,50$ to 200$,11/4/2017,14:28,D170125124A,650 N ALABAMA ST,DT25,191453.19,1649692.6
36702,36702,245,50$ to 200$,11/5/2017,21:30,D170125923A,511 RANSOM ST,NW10,186948.49,1653088.4
36703,36703,245,50$ to 200$,11/6/2017,22:00,D170126289A,60 W WASHINGTON ST,DT10,189531.9,1646281.78
36704,36704,245,50$ to 200$,11/14/2017,11:14,D170128898A,3701 E 38TH ST,ND25,205179.56,1667328.35
36705,36705,245,50$ to 200$,11/15/2017,19:00,D170129742A,344 S RITTER AVE,NE50,213568.61,1645073.63
36706,36706,245,50$ to 200$,11/19/2017,8:00,D170130951A,2317 PROSPECT ST,SE10,199820.46,1640801.88
36707,36707,245,50$ to 200$,11/20/2017,13:30,D170131301A,WASHINGTON/ILLINOIS,DT10,188879.66,1646372.77
36708,36708,245,50$ to 200$,11/22/2017,18:30,D170132608A,321 N ELDER AVE,SW10,179997.57,1648121.02
36709,36709,245,50$ to 200$,11/24/2017,0:01,D170132579A,DELAWARE ST & SUMNER AVE,SE30,190709.31,1627310.57
36710,36710,245,50$ to 200$,11/24/2017,9:23,D170132567A,2831 FOREST MANOR AVE,NE30,207077.41,1660934.64
36711,36711,245,50$ to 200$,11/26/2017,8:00,D170134845A,1227 N TACOMA AVE,NE20,200821.86,1652334.85
36712,36712,245,50$ to 200$,11/28/2017,18:00,D170134372A,49 W MARYLAND ST,DT35,189674.2,1645672.21
36713,36713,245,50$ to 200$,12/8/2017,11:17,D170138348A,5000 E 21ST ST,NE30,210352.19,1656780.86
36714,36714,245,50$ to 200$,12/10/2017,8:17,D170139766A,6005 MADISON AVE,SE50,197269.96,1614175.63
36715,36715,245,50$ to 200$,12/18/2017,11:31,D170142171A,460 VIRGINIA AVE,DT40,192872.91,1643673.42
36716,36716,245,50$ to 200$,12/19/2017,19:01,D170143612A,2215 E 12TH ST,NE20,199722.3,1652271.45
43254,43254,255,Under 50$,2/21/2017,11:35,D170020600A,520 E MARKET ST,DT20,192734.51,1646798.38
43255,43255,255,Under 50$,3/25/2017,10:30,D170033472A,109 ANTOINETTE PL,SE30,190255.42,1615677.45
43256,43256,255,Under 50$,3/28/2017,19:11,D170033868A,2001 W WASHINGTON ST,SW10,179528.03,1645893.69
43257,43257,255,Under 50$,5/16/2017,18:15,D170053257A,2518 E STOP 10 RD,SE50,200697.46,1606404.73
43258,43258,255,Under 50$,7/10/2017,11:06,D170076206A,8562 MILL FARM CT,SE50,196056.59,1600594.61
43259,43259,255,Under 50$,7/16/2017,13:27,D170078909A,301 N ILLINOIS ST,DT10,189631.05,1647862.45
43260,43260,255,Under 50$,7/21/2017,15:59,D170081175A,2510 BURTON AVE,NW10,183253.84,1659338.86
43261,43261,255,Under 50$,7/31/2017,9:00,D170085481A,3117 DENNISTON ST,SW70,167321.61,1628797.7
43262,43262,255,Under 50$,8/8/2017,21:40,D170088627A,2120 W MORRIS ST,SW20,178815.26,1640526.45
43263,43263,255,Under 50$,8/11/2017,13:00,D170089841A,2176 SHELBY ST,SE20,194938.44,1635655.91
43264,43264,255,Under 50$,8/20/2017,20:29,D170093735A,2410 N KITLEY AVE,NE35,218920.4,1658825.26
43265,43265,255,Under 50$,9/27/2017,17:30,D170110009A,4401 E 10TH ST,NE26,207563.36,1650905.68
43266,43266,255,Under 50$,10/13/2017,16:30,D170117259A,801 N DREXEL AVE,NE50,208696.85,1650059.22
43267,43267,255,Under 50$,11/9/2017,18:30,D170127259A,2921 E MICHIGAN ST,NE20,202405.95,1648797.61
