OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,DIST,AT,X_COORD,Y_COORD
46625,235,Over 200$,6/19/2011,19:30,D110085994A, 01329 HOYT AV,SE11,SE,11,195947.28,1642492.97
46626,235,Over 200$,6/20/2011,1:00,D110085998A, 01015 LAUREL ST,SE11,SE,11,196197.33,1641224.57
46627,235,Over 200$,6/20/2011,15:00,D110088670A, 00111 E 16TH ST,NE11,NE,11,190713.14,1653984.9
46628,235,Over 200$,6/22/2011,20:15,D110087587A, 02630 W MICHIGAN ST,SW12,SW,12,176986.37,1649074.04
46629,235,Over 200$,6/23/2011,7:30,D110087928A, 00932 BROADWAY ST,DT22,DT,22,193238.6,1651020.97
46630,235,Over 200$,6/23/2011,10:28,D110087849A, 10206 TINTON CT,NE73,NE,73,237935.94,1670780.51
46631,235,Over 200$,6/23/2011,14:30,D110088255A, 00568 WEST DRIVE WOODRUFF PL,NE22,NE,22,197827.28,1649192.69
46632,235,Over 200$,6/23/2011,18:55,D110088169A, 04015 OWSTER WY,SE32,SE,32,206095.01,1625104.75
46633,235,Over 200$,6/25/2011,21:00,D111189444A, 06100 N GIFFORD ST,ND74,ND,74,179321.61,1682554.79
46634,235,Over 200$,6/26/2011,22:00,D110090161A, 01400 N ALABAMA ST,NE11,NE,11,191622,1652954.02
46635,235,Over 200$,6/27/2011,0:01,D110090711A, 04863 EVANSTON AV,ND41,ND,41,198960.24,1673710.34
46636,235,Over 200$,6/27/2011,16:00,D110090034A, 05320 MADISON AV,SE51,SE,51,196183.08,1617575.23
46637,235,Over 200$,6/29/2011,12:00,D110091101A, 02040 CYCLING LN,ND74,ND,74,179405.15,1686643.55
46638,235,Over 200$,6/29/2011,13:30,D110091149A, 02405 ADAMS ST,NE14,NE,14,203757.63,1658894.58
46639,235,Over 200$,6/30/2011,11:12,D110091626A, 02331 N PENNSYLVANIA ST,NE11,NE,11,190704.33,1658156.93
46640,235,Over 200$,7/1/2011,0:01,D110111723A, 00410 MANHATTAN AV,SW62,SW,62,163637.8,1643722.98
46641,235,Over 200$,7/2/2011,22:30,D110094032A, 02615 NATIONAL AV,SE32,SE,32,201092.42,1626155.52
46642,235,Over 200$,7/3/2011,0:01,D110093193A, 04540 EARLHAM DR,SE52,SE,52,200993.85,1621256.22
46643,235,Over 200$,7/4/2011,10:00,D110095167A, 03313 LAUREL ST,SE32,SE,32,196078.22,1628435.4
46644,235,Over 200$,7/5/2011,12:00,D110094292A, 03910 RED BIRD DR,NW24,NW,24,170348.08,1659379.5
46645,235,Over 200$,7/5/2011,23:00,D110094489A, N BELMONT AV & W WASHINGTON ST,SW13,SW,13,179029.88,1645984.11
46646,235,Over 200$,7/7/2011,12:00,D110101125A, 00410 N MERIDIAN ST,DT13,DT,13,189999.32,1648391.58
46647,235,Over 200$,7/8/2011,14:00,D110095876A, 02824 AMHERST ST,ND73,ND,73,175598.24,1703098.07
46648,235,Over 200$,7/8/2011,21:00,D110096584A, 00150 S CAPITOL AV,DT32,DT,32,188873.35,1645401.49
46649,235,Over 200$,7/10/2011,16:00,D110096968A, 04424 TUCSON DR,SW64,SW,64,167520.88,1627689.51
46650,235,Over 200$,7/10/2011,18:00,D110098117A, 00213 W NORTH ST,DT12,DT,12,188763.5,1649327.02
46651,235,Over 200$,7/11/2011,3:00,D110097365A, 04113 ELMONT TE,NE73,NE,73,238495.24,1669875.1
46652,235,Over 200$,7/11/2011,12:30,D110097444A, 05287 CRESTVIEW AV,ND51,ND,51,195957.96,1676193.86
46653,235,Over 200$,7/11/2011,17:00,D110097531A, 02615 CLIFTON ST,NW12,NW,12,183857.81,1659777.47
46654,235,Over 200$,7/13/2011,12:00,D110098424A, 04410 PATRICIA ST,NW24,NW,24,168373.41,1662079.04
46655,235,Over 200$,7/13/2011,12:00,D110099375A, 00128 GAZEBO DR,SE51,SE,51,190450.37,1621610.47
46656,235,Over 200$,7/14/2011,7:30,D110099226A, N ILLINOIS ST & W NEW YORK ST,DT13,DT,13,189485.41,1647787.54
46657,235,Over 200$,7/14/2011,13:00,D110099255A, 06350 GUILFORD AV,ND52,ND,52,194398.64,1684302
46658,235,Over 200$,7/14/2011,15:00,D110099172A, 02448 WALKER AV,SE24,SE,24,200512.78,1633311.54
46659,235,Over 200$,7/14/2011,16:00,D110099542A, 00014 N ILLINOIS ST,DT13,DT,13,189418.96,1646454.34
46660,235,Over 200$,7/14/2011,18:15,D110099334A, 05480 GEORGETOWN RD,NW62,NW,62,166929.04,1677012.5
46661,235,Over 200$,7/15/2011,19:30,D110099944A, 00323 N KEYSTONE AV,NE23,NE,23,200154.92,1647942.46
46662,235,Over 200$,7/17/2011,0:01,D110100649A, 00831 N CENTENNIAL ST,SW11,SW,11,174521.05,1650669.96
46663,235,Over 200$,7/18/2011,11:45,D110101215A, 00200 E WASHINGTON ST,DT31,DT,31,190972.13,1646215.52
46664,235,Over 200$,7/18/2011,13:00,D110101283A, 00040 E ST CLAIR ST,DT21,DT,21,190287.76,1650220.17
46665,235,Over 200$,7/18/2011,13:00,D011101283A, 00040 EAST ST CLAIR ST,DT21,DT,21,190287.38,1650216.87
46666,235,Over 200$,7/20/2011,2:00,D110105086A, 04734 N COLLEGE AV,ND53,ND,53,193652.29,1673037.62
46667,235,Over 200$,7/20/2011,12:30,D110102443A, 00441 E MICHIGAN ST,DT21,DT,21,192386.31,1648686.32
46668,235,Over 200$,7/20/2011,13:15,D110102496A, 00555 N NEW JERSEY ST,DT21,DT,21,192097.65,1648998.48
46669,235,Over 200$,7/21/2011,19:45,D110103585A, 00120 E WASHINGTON ST,DT31,DT,31,190556.47,1646228.93
46670,235,Over 200$,7/22/2011,17:00,D110103921A, MASSACHUSETTS AV & N ALABAMA ST,DT21,DT,21,191541.05,1648227.2
46671,235,Over 200$,7/23/2011,0:01,D110104074A, 02440 N PARK AV,NE11,NE,11,192836.38,1658919.19
46672,235,Over 200$,7/23/2011,12:14,D110104080A, 00700 N ALABAMA ST,DT21,DT,21,191573.44,1649731.51
46673,235,Over 200$,7/23/2011,14:10,D110104121A, 00050 N ILLINOIS ST,DT13,DT,13,189424.63,1646603.62
46674,235,Over 200$,7/24/2011,0:01,D110113406A, 08324 MC FARLAND RD,SE54,SE,54,202902.64,1601941.47
46675,235,Over 200$,7/24/2011,11:40,D110104541A, 00320 N NEW JERSEY ST,DT21,DT,21,192016.42,1647815.24
46676,235,Over 200$,7/24/2011,21:00,D110104969A, 00302 E 32ND ST,ND11,ND,11,191746.54,1663314.29
46677,235,Over 200$,7/25/2011,17:30,D110105268A, 02902 W 86TH ST,ND73,ND,73,175122.35,1699064.04
46678,235,Over 200$,7/26/2011,6:43,D110105476A, 04518 STONE MILL DR,SE52,SE,52,208402.3,1615610.55
46679,235,Over 200$,7/26/2011,11:31,D110105601A, 00040 E ST CLAIR ST,DT21,DT,21,190287.76,1650220.17
46680,235,Over 200$,7/27/2011,22:00,D110107062A, 00238 E ST JOSEPH ST,DT21,DT,21,191435.04,1650980.27
46681,235,Over 200$,7/27/2011,22:00,D011107062A, 00238 EAST ST JOSEPH ST,DT21,DT,21,191435.04,1650980.27
46682,235,Over 200$,7/29/2011,7:20,D110107606A, 00320 E VERMONT ST,DT21,DT,21,191653.53,1648246.52
46683,235,Over 200$,7/29/2011,11:00,D110107647A, 05640 N ILLINOIS ST,ND53,ND,53,189696.2,1678556.94
46684,235,Over 200$,7/29/2011,21:39,D110107743A, FARNSWORTH ST & S TAFT AV,SW64,SW,64,167977.37,1630764.02
46685,235,Over 200$,7/30/2011,12:00,D110108141A, 00750 N LIVINGSTON AV,SW11,SW,11,171706.13,1650088.2
46686,235,Over 200$,7/30/2011,14:02,D110108064A, W 11TH ST & N SENATE AV,DT12,DT,12,188591.94,1651756.63
46687,235,Over 200$,7/31/2011,18:00,D110109156A, 01730 N TALBOTT ST,NE11,NE,11,190859.61,1654744.04
46688,235,Over 200$,8/1/2011,8:00,D110129273A, 08523 LENNA CT,NE71,NE,71,229553.82,1671332.39
46689,235,Over 200$,8/2/2011,0:01,D110109505A, 07409 CAMBY CROSSING DR,SW71,SW,71,146724.17,1605939.61
46690,235,Over 200$,8/2/2011,1:00,D110109466A, 04507 ROSEWOOD COMMONS CT,NW62,NW,62,167707.34,1677011.03
46691,235,Over 200$,8/3/2011,20:00,D110111806A, 00037 W ST CLAIR ST,DT12,DT,12,189800.28,1650195.99
46692,235,Over 200$,8/4/2011,9:00,D110110808A, 06903 CHARLESTON LN N,NE65,NE,65,220856.79,1652632
46693,235,Over 200$,8/4/2011,22:00,D110111379A, 05826 BUCK RILL DR,SE43,SE,43,215698.7,1616225.8
46694,235,Over 200$,8/5/2011,10:00,D110111161A, 02829 N BOEHNING ST,NE62,NE,62,230856.6,1661158.87
46695,235,Over 200$,8/7/2011,18:00,D110113513A, 00416 E VERMONT ST,DT21,DT,21,192218.78,1648225.92
46696,235,Over 200$,8/10/2011,13:19,D110113825A, 00700 N ALABAMA ST,DT21,DT,21,191573.44,1649731.51
46697,235,Over 200$,8/11/2011,14:00,D110114455A, 04505 INDIANOLA AV,ND41,ND,41,196176.68,1672402.13
46698,235,Over 200$,8/11/2011,16:30,D110114485A, 05640 N ILLINOIS ST,ND53,ND,53,189696.2,1678556.94
46699,235,Over 200$,8/12/2011,18:30,D110120379A, 07807 SOMERSET BAY,ND62,ND,62,203764.98,1693150.08
46700,235,Over 200$,8/12/2011,19:00,D110115490A, 00944 N ALABAMA ST,DT21,DT,21,191615.39,1650937.95
46701,235,Over 200$,8/13/2011,4:30,D110115747A, 00225 W WASHINGTON ST,DT32,DT,32,188792.55,1646251.65
46702,235,Over 200$,8/13/2011,17:30,D110115583A, 02440 N PARK AV,NE11,NE,11,192836.38,1658919.19
46703,235,Over 200$,8/15/2011,1:00,D110116240A, CARSON AV & E THOMPSON RD,SE52,SE,52,203090.94,1619531
46704,235,Over 200$,8/16/2011,13:00,D110117684A, 00037 W ST CLAIR ST,DT12,DT,12,189800.28,1650195.99
46705,235,Over 200$,8/17/2011,8:00,D110120602A, 00021 W 16TH ST,NW13,NW,13,189961.66,1653979.05
46706,235,Over 200$,8/17/2011,16:00,D110117644A, 06102 ASHWAY CT,NW32,NW,32,159206.9,1663498.64
46707,235,Over 200$,8/18/2011,18:55,D110119224A, 05804 E WASHINGTON ST,NE54,NE,54,215358.73,1647527.96
46708,235,Over 200$,8/18/2011,20:05,D110118323A, 03490 HIGHFIELD CT,NW22,NW,22,172897.19,1666070.06
46709,235,Over 200$,8/20/2011,15:00,D110121962A, 01133 W 35TH ST,NW14,NW,14,183411.33,1664093.42
46710,235,Over 200$,8/21/2011,3:20,D110119491A, 07943 CARLTON ARMS DR,ND63,ND,63,221744.17,1694203.54
46711,235,Over 200$,8/21/2011,23:00,D110120165A, 00431 W 43RD ST,ND42,ND,42,187569.83,1670522.68
46712,235,Over 200$,8/22/2011,15:00,D110120304A, 00086 MERRIMAC PL,SW81,SW,81,157855.78,1646172.07
46713,235,Over 200$,8/23/2011,11:00,D110120966A, 00231 S COLLEGE AV,DT32,DT,32,193408.31,1644752.83
46714,235,Over 200$,8/23/2011,21:00,D110121572A, 00434 N GOODLET AV,SW13,SW,13,174723.07,1648488.64
46715,235,Over 200$,8/23/2011,23:40,D110121152A, 03302 N WASHINGTON BLVD,ND11,ND,11,191709.67,1663970.29
46716,235,Over 200$,8/24/2011,8:00,D110121730A, 01841 N TALBOTT ST,NE11,NE,11,190898.31,1655145.06
46717,235,Over 200$,8/24/2011,10:31,D110121314A, 01423 N EDMONDSON AV,NE65,NE,65,220352.36,1653485.64
46718,235,Over 200$,8/24/2011,17:30,D110121758A, 09115 N PARK AV,ND71,ND,71,193029.04,1701970.29
46719,235,Over 200$,8/27/2011,17:00,D110123427A, 01020 BROAD RIPPLE AV,ND52,ND,52,194914.75,1683615.38
46720,235,Over 200$,8/28/2011,6:00,D110123686A, 00831 BROAD RIPPLE AV,ND52,ND,52,194048.34,1683571.32
46721,235,Over 200$,8/29/2011,15:30,D110124503A, 02832 SANGSTER AV,NE13,NE,13,198254.27,1660974.21
46722,235,Over 200$,8/30/2011,8:00,D110125038A, 00833 N PARK AVE,DT22,DT,22,192896.53,1650559.22
46723,235,Over 200$,8/30/2011,20:05,D110125173A, 03425 W 16TH ST,SW11,SW,11,173481.07,1653858.73
46724,235,Over 200$,8/30/2011,22:00,D110126407A, 00624 E WALNUT ST,DT22,DT,22,193202.91,1649544.04
46725,235,Over 200$,8/31/2011,17:00,D110125861A, 01225 COMER AV,SE22,SE,22,195734.16,1633117.94
46726,235,Over 200$,8/31/2011,23:00,D110126155A, 01114 S REISNER ST,SW22,SW,22,180931.37,1641087.41
46727,235,Over 200$,9/1/2011,1:00,D110125974A, 01133 W 30TH ST,NW14,NW,14,183519.6,1661906.74
46728,235,Over 200$,9/2/2011,17:30,D110126956A, 05531 GLEN CANYON DR,SE43,SE,43,217918.07,1617160.53
46729,235,Over 200$,9/2/2011,23:00,D110127398A, 01043 VIRGINIA AV,SE11,SE,11,194737.38,1641085.23
46730,235,Over 200$,9/6/2011,14:13,D110128692A, 00246 N KEYSTONE AV,NE23,NE,23,200115.96,1647598.19
46731,235,Over 200$,9/7/2011,8:37,D110129120A, 00444 E NORTH ST,DT21,DT,21,192389.51,1649238.69
46732,235,Over 200$,9/9/2011,22:00,D110131582A, 00740 E 52ND ST,ND53,ND,53,193889.48,1675325.48
46733,235,Over 200$,9/12/2011,13:00,D110131928A, 08850 S EMERSON AV,SE54,SE,54,210893.86,1599361.03
46734,235,Over 200$,9/12/2011,20:00,D110132321A, 04320 E 38TH NDR,ND21,ND,21,207612.62,1667513.02
46735,235,Over 200$,9/13/2011,11:55,D110132298A, 02900 N RURAL ST,NE14,NE,14,201602.56,1661426.87
46736,235,Over 200$,9/14/2011,20:56,D110133130A, 02011 N MERIDIAN ST,NE11,NE,11,190226.42,1655882.62
46737,235,Over 200$,9/15/2011,8:25,D110133274A, 00932 HIGHLAND AV,NE22,NE,22,195825.19,1650890
46738,235,Over 200$,9/15/2011,14:00,D110133681A, 00049 W WASHINGTON ST,DT32,DT,32,189559.32,1646223.97
46739,235,Over 200$,9/15/2011,16:03,D110133538A, 03819 BOULEVARD PL,ND42,ND,42,188427.9,1667456.66
46740,235,Over 200$,9/16/2011,22:00,D110134463A, 00415 W WESTFIELD BL,ND42,ND,42,187895.08,1676299.23
46741,235,Over 200$,9/18/2011,19:00,D110136632A, 03202 N BANCROFT ST,ND22,ND,22,210567.18,1663484.87
46742,235,Over 200$,9/20/2011,1:00,D110135926A, 03608 HOLLY CR,SE54,SE,54,204942.15,1603960.04
46743,235,Over 200$,9/20/2011,12:42,D110135893A, 05237 NOB LN,ND31,ND,31,210065.67,1676007.22
46744,235,Over 200$,9/21/2011,1:00,D110136361A, 01450 REMBRANDT ST,NW11,NW,11,183421.4,1653525
46745,235,Over 200$,9/21/2011,8:30,D110136638A, 03901 N MERIDIAN ST,ND43,ND,43,190426.12,1667655.32
46746,235,Over 200$,9/21/2011,20:00,D110138549A, 02357 N TALBOTT ST,NE11,NE,11,191058.19,1658329.08
46747,235,Over 200$,9/23/2011,0:30,D110137674A, 04530 E PLEASANT RUN PKWY NDR,SE13,SE,13,208434.25,1646390.71
46748,235,Over 200$,9/23/2011,21:00,D110177343A, 00402 N NEW JERSEY ST,DT21,DT,21,192031.5,1648246.23
46749,235,Over 200$,9/27/2011,8:00,D110144410A, 00530 E OHIO ST,DT31,DT,31,192675.82,1647190.45
46750,235,Over 200$,9/27/2011,15:00,D110139620A, 00277 N RANDOLPH ST,NE23,NE,23,198333.68,1647556.71
46751,235,Over 200$,9/27/2011,19:30,D110140060A, 06306 BURLINGTON AV,ND52,ND,52,199571.25,1684095.35
46752,235,Over 200$,9/28/2011,20:00,D110147753A, 02860 S RYBOLT AV,SW64,SW,64,168990.55,1630343.36
46753,235,Over 200$,9/29/2011,12:30,D110140823A, 04320 E 38TH NDR,ND21,ND,21,207612.62,1667513.02
46754,235,Over 200$,9/30/2011,6:00,D110144432A, 05238 LUZZANE LN,ND51,ND,51,196374.72,1675745.34
46755,235,Over 200$,10/1/2011,19:00,D110142438A, BROAD RIPPLE AV & WINTHROP AV,ND52,ND,52,194742.81,1683597.09
46756,235,Over 200$,10/9/2011,21:30,D110146097A, 03720 N PENNSYLVANIA ST,ND13,ND,13,191051.62,1666591.42
46757,235,Over 200$,10/10/2011,14:48,D110146428A, 06961 MADISON AV,SE54,SE,54,198421.45,1609200.18
46758,235,Over 200$,10/10/2011,17:45,D110146575A, 04361 EVANSTON AV,ND41,ND,41,198979.43,1671323.73
46759,235,Over 200$,10/11/2011,23:00,D110147634A, 01449 S LELAND AV,SE41,SE,41,211399.41,1639444.52
46760,235,Over 200$,10/12/2011,14:00,D110147531A, 00530 E OHIO ST,DT31,DT,31,192675.82,1647190.45
46761,235,Over 200$,10/17/2011,15:40,D110150009A, 03002 N ILLINOIS ST,ND12,ND,12,189735.33,1661959.24
46762,235,Over 200$,10/17/2011,22:00,D110150430A, 00506 DAYTON AV,SE13,SE,13,209019.75,1643574.25
46763,235,Over 200$,10/19/2011,6:00,D110154191A, 00521 N PARK AV,DT22,DT,22,193087.01,1648919.97
46764,235,Over 200$,10/21/2011,17:00,D110152035A, 04306 WINTHROP AV,ND43,ND,43,194836.11,1670699.1
46765,235,Over 200$,10/24/2011,19:00,D110154542A, 02913 S TAFT AV,SW64,SW,64,167999.04,1629961.72
46766,235,Over 200$,10/25/2011,10:46,D110153647A, 01350 N PENNSYLVANIA ST,NE11,NE,11,190609.41,1652801.28
46767,235,Over 200$,10/27/2011,16:00,D110154967A, W 38TH ST & GEORGETOWN RD,NW33,NW,33,167012.49,1667086.4
46768,235,Over 200$,10/27/2011,17:00,D110155071A, 00820 CHRISTIAN PL,DT21,DT,21,191440.19,1650391.21
46769,235,Over 200$,10/27/2011,21:00,D110155168A, 06044 HILLSIDE AVE WDR,ND52,ND,52,199280.78,1681743.18
46770,235,Over 200$,10/30/2011,20:30,D110159099A, 00822 N BEVILLE AV,NE23,NE,23,199931.94,1650322.52
46771,235,Over 200$,11/6/2011,21:00,D110161829A, 02338 SHELDON ST,NE13,NE,13,196970.88,1658278.74
46772,235,Over 200$,11/9/2011,8:00,D110161179A, 04915 E NAOMI ST,SE14,SE,14,210152.85,1637341.48
46773,235,Over 200$,11/11/2011,14:40,D110162484A, 00328 E 12TH ST,NE11,NE,11,191856.38,1652041.57
46774,235,Over 200$,11/13/2011,15:00,D110163465A, 07745 INVERNESS DR,SE44,SE,44,220476.77,1605413.53
46775,235,Over 200$,11/14/2011,10:00,D110163725A, W 34TH ST & MOLLER RD,NW32,NW,32,162529.17,1664377.85
46776,235,Over 200$,11/16/2011,21:00,D110169000A, 09381 KNIGHTS BRIDGE BL,ND72,ND,72,208296.8,1703210.75
46777,235,Over 200$,11/17/2011,18:00,D110165740A, 00429 N PENNSYLVANIA ST,DT21,DT,21,190552.5,1648538.98
