OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,DIST,AT,X_COORD,Y_COORD
31536,235,Over 200$,6/29/2013,3:00,D130083983A,S MERIDIAN ST & W GEORGIA ST,DT40,DT,40,189907.05,1645196.24
31537,235,Over 200$,6/29/2013,99:99,D130086859A,310 W MICHIGAN ST,DT10,DT,10,188450.09,1648864.91
31538,235,Over 200$,7/2/2013,8:46,D130084782A,2226 E 67TH ST,ND50,ND,50,199666.78,1686846.9
31539,235,Over 200$,7/4/2013,2:00,D130086013A,308 N IRWIN ST,NE50,NE,50,219585.65,1648655.14
31540,235,Over 200$,7/4/2013,13:00,D130086545A,6771 EAGLE POINTE DR S,NW70,NW,70,156001.4,1671600.5
31541,235,Over 200$,7/4/2013,16:00,D130087227A,500 LOCKERBIE ST,DT20,DT,20,192557.93,1648023.79
31542,235,Over 200$,7/5/2013,21:00,D130090282A,795 W WALNUT ST,DT10,DT,10,186003.73,1649953.03
31543,235,Over 200$,7/5/2013,22:00,D130086943A,735 CANAL CT,DT10,DT,10,187482.39,1650144.16
31544,235,Over 200$,7/8/2013,12:00,D130087898A,10106 ELLIS DR,NE70,NE,70,237544.45,1669812.04
31545,235,Over 200$,7/8/2013,21:00,D130087974A,7644 ALLENWOOD CR,NW60,NW,60,172343.33,1692124.49
31546,235,Over 200$,7/10/2013,12:00,D130089536A,930 W 10TH ST,NW10,NW,10,185451.96,1651308.48
31547,235,Over 200$,7/10/2013,13:00,D130088988A,N ALABAMA ST & E NEW YORK ST,DT20,DT,20,191508.43,1647743.08
31548,235,Over 200$,7/10/2013,19:15,D130088970A,441 N MERIDIAN ST,DT20,DT,20,190035.65,1648590.43
31549,235,Over 200$,7/10/2013,22:00,D130092357A,310 W MICHIGAN ST,DT10,DT,10,188450.09,1648864.91
31550,235,Over 200$,7/11/2013,0:01,D130089267A,1075 BROOKS ST,NW10,NW,10,185682.42,1651623.49
31551,235,Over 200$,7/11/2013,13:00,D130089374A,PIERSON ST & TIPPECANOE ST,DT10,DT,10,189749.9,1648034.69
31552,235,Over 200$,7/12/2013,15:00,D130089871A,359 WORCESTER AV,SE10,SE,10,209727.89,1644384.13
31553,235,Over 200$,7/13/2013,15:00,D130092399A,310 W MICHIGAN ST,DT10,DT,10,188450.09,1648864.91
31554,235,Over 200$,7/13/2013,21:20,D130090498A,620 N CAPITOL AV,DT10,DT,10,188899.17,1649612.48
31555,235,Over 200$,7/14/2013,17:00,D130098200A,9325 RACQUET BALL LN,ND70,ND,70,182394.41,1702949
31556,235,Over 200$,7/15/2013,0:01,D130091004A,531 VIRGINIA AV,DT40,DT,40,192962.86,1643345.96
31557,235,Over 200$,7/15/2013,21:00,D130091873A,5035 WILDFLOWER CT,NW80,NW,80,165238.06,1679764.92
31558,235,Over 200$,7/16/2013,0:01,D130091791A,2203 N PENNSYLVANIA ST,NE10,NE,10,190619.62,1657254.06
31559,235,Over 200$,7/17/2013,18:00,D130092413A,1611 BROADWAY ST,NE10,NE,10,193327.16,1654122.19
31560,235,Over 200$,7/17/2013,18:00,D130092728A,426 WALLACE AV,NE50,NE,50,209409.26,1648608.43
31561,235,Over 200$,7/18/2013,15:31,D130092888A,809 IOWA ST,SE20,SE,20,193448.03,1637677.11
31562,235,Over 200$,7/19/2013,13:30,D130093322A,3355 W MICHIGAN ST,SW10,SW,10,173837.22,1648814.25
31563,235,Over 200$,7/20/2013,9:25,D130093945A,1611 BROADWAY ST,NE10,NE,10,193327.16,1654122.19
31564,235,Over 200$,7/20/2013,12:20,D130093871A,50 W WASHINGTON ST,DT10,DT,10,189693.59,1646256.12
31565,235,Over 200$,7/22/2013,17:00,D130096226A,821 DR M L KING JR ST,DT10,DT,10,187294.49,1650425.38
31566,235,Over 200$,7/22/2013,17:39,D130095606A,E 38TH ST & N POST RD,NE70,NE,70,231674.33,1667514.86
31567,235,Over 200$,7/23/2013,21:00,D130096650A,6501 W MILLS AV,SW70,SW,70,157223.48,1622682.39
31568,235,Over 200$,7/24/2013,22:00,D130096834A,7233 TWIN OAKS DR,NE30,NE,30,222697.5,1666218.93
31569,235,Over 200$,7/25/2013,12:30,D130097095A,40 E ST CLAIR ST,DT20,DT,20,190287.76,1650220.17
31570,235,Over 200$,7/26/2013,8:30,D130097624A,20 N MERIDIAN ST,DT10,DT,10,189901.72,1646482.24
31571,235,Over 200$,7/26/2013,22:00,D130098072A,1455 N NEW JERSEY ST,NE10,NE,10,192046.33,1653328.19
31572,235,Over 200$,7/28/2013,12:45,D130098563A,140 W WASHINGTON ST,DT10,DT,10,189145.75,1646491.8
31573,235,Over 200$,7/29/2013,18:00,D130099185A,5662 GEORGETOWN RD,NW80,NW,80,167051.51,1678401.73
31574,235,Over 200$,7/30/2013,0:01,D130100585A,7715 PERSHING RD,NW60,NW,60,174274.96,1691374.04
31575,235,Over 200$,7/31/2013,9:00,D130101194A,8821 NAVIGATOR DR,SE40,SE,40,219293.24,1599576.07
31576,235,Over 200$,7/31/2013,10:50,D130099968A,2502 DR MARTIN LUTHER KIN ST,NW10,NW,10,186517.72,1659277.47
31577,235,Over 200$,7/31/2013,16:30,D130100699A,136 E ST JOSEPH ST,DT20,DT,20,190809.23,1650994.42
31578,235,Over 200$,8/1/2013,0:30,D130100332A,7802 BROOKVILLE RD,NE60,NE,60,226078.52,1640074.71
31579,235,Over 200$,8/1/2013,10:30,D130100497A,1744 W 74TH PL,ND70,ND,70,181055.66,1690842.1
31580,235,Over 200$,8/1/2013,12:00,D130103135A,535 W MICHIGAN ST,DT10,DT,10,187025.77,1648627.74
31581,235,Over 200$,8/1/2013,21:00,D130101142A,40 JENNY LN,SE10,SE,10,208872.28,1646745.15
31582,235,Over 200$,8/2/2013,22:58,D130101355A,821 N LASALLE ST,NE20,NE,20,203575.22,1650080.97
31583,235,Over 200$,8/3/2013,13:09,D130102387A,151 S EAST ST,DT40,DT,40,192561.23,1645242.5
31584,235,Over 200$,8/4/2013,1:50,D131011818A,5725 W 43RD ST,NW30,NW,30,161109.09,1670424.39
31585,235,Over 200$,8/4/2013,2:00,D130109493A,2419 LARMAN DR,SE50,SE,50,200544.52,1602328.79
31586,235,Over 200$,8/6/2013,18:00,D130103255A,11025 SEDLAK LN,NE60,NE,60,242794.31,1653779.92
31587,235,Over 200$,8/6/2013,22:00,D130104568A,6701 DOVER RD,ND50,ND,50,207767.87,1686710.22
31588,235,Over 200$,8/10/2013,8:00,D130105290A,5247 LUZZANE LN,ND50,ND,50,196414.01,1675871.58
31589,235,Over 200$,8/14/2013,18:30,D130107428A,3850 N COLLEGE AVE,ND10,ND,10,193704.54,1667657.46
31590,235,Over 200$,8/15/2013,0:01,D130107919A,739 W 11TH ST,NW10,NW,10,185883.28,1651689.74
31591,235,Over 200$,8/15/2013,10:00,D130107793A,3718 ARBOR GREEN WY,ND50,ND,50,205496.73,1678328.02
31592,235,Over 200$,8/15/2013,12:00,D130107938A,5950 WINTHROP AV,ND50,ND,50,194568.43,1681227.73
31593,235,Over 200$,8/17/2013,11:00,D130108742A,25 W 16TH ST,NW10,NW,10,189815.59,1653975.28
31594,235,Over 200$,8/17/2013,15:00,D130108849A,1630 DRAPER ST,SE20,SE,20,197024.08,1638474.59
31595,235,Over 200$,8/17/2013,19:00,D130110495A,1201 INDIANA AV,NW10,NW,10,184127.03,1652330.23
31596,235,Over 200$,8/17/2013,20:00,D130109359A,1540 LANCASHIRE CT,ND70,ND,70,182288.54,1698402.93
31597,235,Over 200$,8/18/2013,1:17,D130109148A,79 MYRON AV,SW60,SW,60,164439.74,1644844.98
31598,235,Over 200$,8/18/2013,2:00,D130109493B,2419 LARMAN DR,SE50,SE,50,200544.52,1602328.79
31599,235,Over 200$,8/18/2013,21:00,D130118580A,1412 SHELBY ST,SE10,SE,10,195029.13,1639318.24
31600,235,Over 200$,8/19/2013,11:54,D130109636A,536 N ORIENTAL ST,NE20,NE,20,196330.6,1649025.36
31601,235,Over 200$,8/20/2013,9:03,D130110170A,216 CLEVELAND ST,DT20,DT,20,192266.96,1647435.86
31602,235,Over 200$,8/21/2013,0:01,D130111446A,402 E 56TH ST,ND50,ND,50,192059.64,1678020.05
31603,235,Over 200$,8/21/2013,0:01,D130110855A,229 S DELAWARE ST,DT40,DT,40,190920.22,1644965.46
31604,235,Over 200$,8/21/2013,7:00,D130111040A,6543 DORIS DR,NW70,NW,70,157190.68,1654022.75
31605,235,Over 200$,8/22/2013,7:20,D130111450A,1 W 26TH ST,NW10,NW,10,190414.57,1659778.97
31606,235,Over 200$,8/23/2013,17:15,D130113025A,401 E MICHIGAN ST,DT20,DT,20,192208.86,1648566.33
31607,235,Over 200$,8/24/2013,17:00,D130112726A,3930 HOYT AV,SE10,SE,10,206454.19,1642611.68
31608,235,Over 200$,8/25/2013,10:30,D130113019A,2810 COLLIER ST,SW60,SW,60,169314.89,1630680.84
31609,235,Over 200$,8/25/2013,12:00,D130116873A,6701 N COLLEGE AV,ND50,ND,50,193754.56,1686731.35
31610,235,Over 200$,8/26/2013,14:00,D130114006A,4755 KINGSWAY DR,ND50,ND,50,200595.49,1673788.13
31611,235,Over 200$,8/28/2013,21:00,D130115170A,8909 WALLSTREET DR,NW70,NW,70,144577.02,1654949.36
31612,235,Over 200$,8/28/2013,22:00,D130115128A,3217 WINTON AV,NW30,NW,30,165326.64,1663413.93
31613,235,Over 200$,8/29/2013,14:00,D130115354A,912 N BOLTON AV,NE50,NE,50,215536.91,1650605.49
31614,235,Over 200$,8/29/2013,15:00,D130115750A,333 E WESTFIELD BL,ND50,ND,50,191763,1682067.86
31615,235,Over 200$,8/30/2013,17:00,D130117632A,530 E OHIO ST,DT20,DT,20,192884.22,1647304.26
31616,235,Over 200$,9/3/2013,0:01,D130118880A,3916 LINCOLN RD,NW60,NW,60,173667.48,1667945.86
31617,235,Over 200$,9/4/2013,22:00,D130118449A,902 E PLEASANT RUN PKWY N DR,SE20,SE,20,194031.43,1636530.97
31618,235,Over 200$,9/5/2013,14:30,D130118847A,846 WOODRUFF PL MIDDLE DR,NE20,NE,20,198281.6,1650586.82
31619,235,Over 200$,9/5/2013,17:00,D130118910A,E 24TH ST & N DELAWARE ST,NE10,NE,10,191397.93,1658629.15
31620,235,Over 200$,9/5/2013,19:00,D130118919A,4218 GUILFORD AV,ND10,ND,10,194453.1,1670133.11
31621,235,Over 200$,9/6/2013,8:00,D130119343A,1650 HOEFGEN ST,SE20,SE,20,197386.58,1633492.67
31622,235,Over 200$,9/7/2013,0:50,D130119551A,930 W 10TH ST,NW10,NW,10,185451.96,1651308.48
31623,235,Over 200$,9/7/2013,12:00,D130123268A,3553 FOUNDERS RD,ND70,ND,70,172516.71,1699559.3
31624,235,Over 200$,9/8/2013,15:00,D130120260A,49 W MARYLAND ST,DT30,DT,30,189671.4,1645695.63
31625,235,Over 200$,9/9/2013,6:45,D130120508A,201 S CAPITOL AV,DT30,DT,30,189198.62,1644936.91
31626,235,Over 200$,9/9/2013,11:00,D130120542A,3824 N ILLINOIS ST,ND10,ND,10,189648.92,1667521.75
31627,235,Over 200$,9/11/2013,8:30,D130122292A,3221 BABSON CT,ND70,ND,70,174061.05,1701841.02
31628,235,Over 200$,9/14/2013,3:30,D130123289A,4842 WINTHROP AV,ND50,ND,50,194826.39,1673483.49
31629,235,Over 200$,9/15/2013,12:00,D130123608A,932 N CALIFORNIA ST,DT10,DT,10,186688.01,1651050.06
31630,235,Over 200$,9/16/2013,18:00,D130126164A,6140 E 21ST ST,NE30,NE,30,217781.22,1656861.48
31631,235,Over 200$,9/17/2013,9:51,D130124441A,5141 W 33RD ST,NW30,NW,30,165086.84,1663870.42
31632,235,Over 200$,9/18/2013,12:45,D131225086A,800 N MERIDIAN ST,DT10,DT,10,190062.13,1650205.33
31633,235,Over 200$,9/20/2013,12:00,D130126624A,3548 W 11TH ST,SW10,SW,10,172465.43,1651956.69
31634,235,Over 200$,9/24/2013,0:30,D130127922A,4927 BROADWAY ST,ND50,ND,50,193231.79,1673902.63
31635,235,Over 200$,9/24/2013,11:00,D130130756A,3965 N MERIDIAN ST,ND10,ND,10,190551.22,1668482.87
31636,235,Over 200$,9/26/2013,14:00,D130129258A,2020 N DELAWARE ST,NE10,NE,10,191099.01,1656185.93
31637,235,Over 200$,9/27/2013,12:00,D130130704A,537 E 39TH ST,ND10,ND,10,192857.3,1667926.57
31638,235,Over 200$,9/27/2013,15:00,D130131255A,3200 COLD SPRING RD,NW20,NW,20,177928.04,1663350.09
31639,235,Over 200$,9/29/2013,4:50,D130130121A,2013 W MICHIGAN ST,SW10,SW,10,179149.61,1648961.27
31640,235,Over 200$,10/1/2013,0:01,D130130973A,6701 N COLLEGE AV,ND50,ND,50,193754.56,1686731.35
31641,235,Over 200$,10/1/2013,22:45,D130131380A,2450 E 71ST ST,ND60,ND,60,200596.36,1688508.68
31642,235,Over 200$,10/2/2013,0:00,D130134215A,6219 GUILFORD AV,ND50,ND,50,194358.6,1683190.87
31643,235,Over 200$,10/2/2013,20:00,D130132255A,1201 INDIANA AV,NW10,NW,10,184127.03,1652330.23
31644,235,Over 200$,10/4/2013,1:00,D130134303A,6219 GUILFORD AV,ND50,ND,50,194358.6,1683190.87
31645,235,Over 200$,10/6/2013,23:00,D130134105A,3657 N CAPITOL AV,ND10,ND,10,189185.41,1666482.94
31646,235,Over 200$,10/9/2013,4:41,D130135166A,430 N PARK AV,DT20,DT,20,192917.33,1648524.21
31647,235,Over 200$,10/10/2013,0:01,D130135384A,5547 WINTHROP AV,ND50,ND,50,194812.7,1677658.82
31648,235,Over 200$,10/11/2013,16:17,D130136108A,711 E WASHINGTON ST,DT40,DT,40,193663.42,1645842.21
31649,235,Over 200$,10/13/2013,12:40,D130136905A,7847 MARQUIS LN,ND70,ND,70,179082.33,1693431.26
31650,235,Over 200$,10/15/2013,9:35,D130137734A,1125 BROOKSIDE AV,NE20,NE,20,195872.4,1651401.26
31651,235,Over 200$,10/16/2013,0:01,D130138431A,1510 STADIUM WA,NW10,NW,10,181081.25,1653699.3
31652,235,Over 200$,10/18/2013,13:00,D130139428A,525 DORMAN ST,NE20,NE,20,195491.12,1648872.47
31653,235,Over 200$,10/19/2013,19:00,D130139806A,201 W 38TH ST,ND10,ND,10,188982.23,1667168.08
31654,235,Over 200$,10/23/2013,0:01,D130141504A,910 W 10TH ST,NW10,NW,10,185577.42,1651312.38
31655,235,Over 200$,10/23/2013,7:08,D130141242A,2716 E WASHINGTON ST,NE20,NE,20,201387.53,1646630.73
31656,235,Over 200$,10/23/2013,16:57,D130141568A,4643 LYNNFIELD RD,NW80,NW,80,157471.57,1672741.03
31657,235,Over 200$,10/25/2013,15:37,D130142330A,31 W OHIO ST,DT10,DT,10,189786.02,1647162.63
31658,235,Over 200$,10/25/2013,16:30,D130142376A,520 E MARKET ST,DT20,DT,20,192734.51,1646798.38
31659,235,Over 200$,10/25/2013,99:99,D130144448A,1201 INDIANA AV,NW10,NW,10,184127.03,1652330.23
31660,235,Over 200$,10/29/2013,13:30,D130143949A,40 E ST CLAIR ST,DT20,DT,20,190287.76,1650220.17
31661,235,Over 200$,10/30/2013,22:00,D130145927A,920 N ALABAMA ST,DT20,DT,20,191552.28,1650842.86
31662,235,Over 200$,10/31/2013,9:30,D130144954A,1630 N MERIDIAN ST,NW10,NW,10,190081.99,1654295.15
31663,235,Over 200$,10/31/2013,14:00,D130145162A,401 W MERIDIAN SCHOOL RD,SW50,SW,50,187728.76,1603428.97
31664,235,Over 200$,11/1/2013,18:00,D130145499A,1836 E 10TH ST,NE20,NE,20,198365.71,1651383.43
31665,235,Over 200$,11/6/2013,99:99,D130150510A,2036 N TALBOTT ST,NE10,NE,10,190853.1,1656133.06
31666,235,Over 200$,11/11/2013,3:35,D130149797A,3601 W 16TH ST,SW10,SW,10,172280.12,1653705.96
31667,235,Over 200$,11/14/2013,16:00,D130151350A,100 S CAPITOL AV,DT30,DT,30,188602.74,1645024.76
31668,235,Over 200$,11/14/2013,20:00,D130153165A,W GEORGIA ST & S ILLINOIS ST,DT30,DT,30,189397.8,1645212.83
31669,235,Over 200$,11/18/2013,18:00,D130152986A,401 E MICHIGAN ST,DT20,DT,20,192208.86,1648566.33
31670,235,Over 200$,11/28/2013,0:01,D130168892A,6127 COMPTON ST,ND50,ND,50,195520.5,1682654.53
31671,235,Over 200$,11/30/2013,17:00,D130157568A,725 MASSACHUSETTS AV,DT20,DT,20,193201.98,1649705.71
31672,235,Over 200$,12/1/2013,16:00,D130157971A,10 S WEST ST,DT30,DT,30,187386.47,1646275.02
31673,235,Over 200$,12/2/2013,4:00,D130158022A,4037 N COLLEGE AV,ND10,ND,10,193737.18,1668901.79
31674,235,Over 200$,12/11/2013,17:30,D130162123A,1 W MARYLAND ST,DT30,DT,30,189919.02,1645683.54
31675,235,Over 200$,12/28/2013,12:00,D140003643A,100 S MERIDIAN ST,DT30,DT,30,189903.65,1645697.69
41657,245,50$ to 200$,10/1/2012,8:00,D130017095A,310 W MICHIGAN ST,DT10,DT,10,188450.09,1648864.91
41658,245,50$ to 200$,11/15/2012,15:00,D130102737A,1903 N NEW JERSEY ST,NE10,NE,10,192005.96,1655539.23
41659,245,50$ to 200$,1/2/2013,19:00,D130000878A,3515 E 10TH ST,NE20,NE,20,204557.35,1651288.35
41660,245,50$ to 200$,1/5/2013,22:00,D130002047A,2441 STUART ST,NE10,NE,10,204211.75,1659207.78
41661,245,50$ to 200$,1/7/2013,18:00,D130002803A,2120 W MORRIS ST,SW20,SW,20,178869.2,1640528.92
41662,245,50$ to 200$,1/8/2013,0:01,D130003199A,6645 SUNNY LN,ND50,ND,50,205147.01,1686510.48
41663,245,50$ to 200$,1/12/2013,1:00,D130004920A,6200 CARROLLTON AV,ND50,ND,50,193871.89,1682954.25
41664,245,50$ to 200$,1/19/2013,13:05,D130008332A,520 N DEARBORN ST,NE20,NE,20,203174.75,1649118.76
41665,245,50$ to 200$,1/19/2013,16:00,D130008431A,1505 MINOCQUA ST,SE20,SE,20,202678.76,1638843.49
