OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,DIST,AT,X_COORD,Y_COORD
46161,235,Over 200$,7/3/2010,14:27:00,100096010I,01300 E 86TH ST,ND72,ND,72,195743.76,1699189.2
46162,235,Over 200$,7/5/2010,0:01:00,100096688I,00611 N CAPITOL AV,DT12,DT,12,189057.08,1649458.19
46163,235,Over 200$,7/6/2010,15:00:00,100097391I,00500 WOODROW AV,SW62,SW,62,166777.32,1643459.74
46164,235,Over 200$,7/6/2010,23:50:00,100097997I,02945 S MCCLURE ST,SW64,SW,64,170686.07,1629763.69
46165,235,Over 200$,7/7/2010,16:00:00,100099651I,06413 SHARROB RD,SW71,SW,71,157882.76,1621639.77
46166,235,Over 200$,7/7/2010,19:45:00,100098228I,00301 N GIRLS SCHOOL RD,SW81,SW,81,153128.27,1647416.63
46167,235,Over 200$,7/8/2010,11:01:00,100098531I,00965 MIDDLE DR WOODRUF PL,NE22,NE,22,198315.89,1651166.26
46168,235,Over 200$,7/8/2010,15:15:00,100098692I,S GERMAN CHURCH RD & E WASHINGTON ST,NE63,NE,63,242476.19,1649169.81
46169,235,Over 200$,7/8/2010,18:30:00,100098771I,00112 JOHNSON AV,NE54,NE,54,214107.36,1646767.91
46170,235,Over 200$,7/9/2010,17:20:00,100099250I,00925 E HANNA AV,SE31,SE,31,193841.03,1624767.27
46171,235,Over 200$,7/10/2010,0:15:00,100099491I,00631 E MICHIGAN ST,DT22,DT,22,193201.95,1648650.26
46172,235,Over 200$,7/12/2010,7:00:00,100100457I,05620 W WASHINGTON ST,SW62,SW,62,162476.62,1640617.89
46173,235,Over 200$,7/12/2010,13:30:00,100100811I,01308 N DREXEL AV,NE53,NE,53,208623.86,1652513.91
46174,235,Over 200$,7/12/2010,14:27:00,100100614I,01301 POLK ST,NE22,NE,22,196103.2,1650900.89
46175,235,Over 200$,7/12/2010,16:00:00,100100695I,00714 BARBADOS DR,SE51,SE,51,193286.6,1609777.6
46176,235,Over 200$,7/12/2010,17:00:00,100100750I,07325 N KEYSTONE AV,ND62,ND,62,200332.68,1690414.44
46177,235,Over 200$,7/12/2010,18:00:00,100100762I,04131 ARBORCREST DR,NE71,NE,71,228093.03,1669888.17
46178,235,Over 200$,7/13/2010,14:00:00,100101348I,00040 E ST CLAIR ST,DT21,DT,21,190287.76,1650220.17
46179,235,Over 200$,7/13/2010,18:00:00,100101364I,01000 VIRGINIA AV,SE11,SE,11,194547.02,1641392.64
46180,235,Over 200$,7/14/2010,12:13:00,100101745I,01901 RUCKLE ST,NE11,NE,11,192764.54,1655347.06
46181,235,Over 200$,7/15/2010,10:20:00,100102319I,01020 BROAD RIPPLE AV,ND52,ND,52,194914.75,1683615.38
46182,235,Over 200$,7/15/2010,10:30:00,100102312I,01020 BROAD RIPPLE AV,ND52,ND,52,194914.75,1683615.38
46183,235,Over 200$,7/15/2010,14:30:00,100102485I,05730 N KEYSTONE AV,ND51,ND,51,200195.13,1678976.29
46184,235,Over 200$,7/16/2010,5:00:00,100103117I,03440 S RURAL ST,SE32,SE,32,201680.34,1627921.18
46185,235,Over 200$,7/19/2010,0:01:00,100104703I,01209 S LELAND AV,SE41,SE,41,211393.65,1640508.11
46186,235,Over 200$,7/19/2010,14:30:00,100104493I,08939 E 38TH ST,NE71,NE,71,231333.36,1667494.45
46187,235,Over 200$,7/22/2010,11:57:00,100106133I,10450 E WASHINGTON ST,NE63,NE,63,239592.28,1649022.01
46188,235,Over 200$,7/24/2010,19:40:00,100107412I,00320 N NEW JERSEY ST,DT21,DT,21,192016.42,1647815.24
46189,235,Over 200$,7/28/2010,18:20:00,100109572I,04237 BROADWAY ST,ND43,ND,43,193344.39,1670223.61
46190,235,Over 200$,7/29/2010,0:01:00,100109824I,00050 W WASHINGTON ST,DT13,DT,13,189556.09,1646264.13
46191,235,Over 200$,8/1/2010,0:01:00,100130211I,04709 NOAH DR,SE51,SE,51,197606.47,1620821.27
46192,235,Over 200$,8/3/2010,8:30:00,100112926I,03055 N DELAWARE ST,ND11,ND,11,191418.95,1662297.74
46193,235,Over 200$,8/3/2010,19:15:00,100113431I,06120 BLACK OAKS WY,SE43,SE,43,217108.52,1616236.19
46194,235,Over 200$,8/4/2010,23:00:00,100113869I,01043 N BERWICK AV,SW11,SW,11,173029,1651495.56
46195,235,Over 200$,8/4/2010,23:45:00,100113800I,00050 W WASHINGTON ST,DT13,DT,13,189556.09,1646264.13
46196,235,Over 200$,8/8/2010,10:00:00,100115241I,06838 N KEYSTONE AV,ND62,ND,62,200246.86,1687510.13
46197,235,Over 200$,8/11/2010,7:03:00,100116802I,05351 BROADWAY ST,ND53,ND,53,193214.7,1676428.74
46198,235,Over 200$,8/12/2010,12:00:00,100117504I,06400 E WASHINGTON ST,NE65,NE,65,218233.92,1647707.69
46199,235,Over 200$,8/13/2010,0:01:00,100118023I,00224 E 13TH ST,NE11,NE,11,191264.14,1652579.59
46200,235,Over 200$,8/14/2010,15:00:00,100120155I,05319 OHMER AV,NE54,NE,54,212544.09,1645378.72
46201,235,Over 200$,8/15/2010,22:00:00,100119616I,04009 N PARK AV,ND43,ND,43,193077.66,1668720.97
46202,235,Over 200$,8/17/2010,12:00:00,100120447I,04455 N PARK AV,ND43,ND,43,192824.87,1671677.45
46203,235,Over 200$,8/18/2010,17:00:00,100121146I,01066 VIRGINIA AV,SE11,SE,11,194861.77,1640992.28
46204,235,Over 200$,8/19/2010,13:52:00,100121499I,00619 E VERMONT ST,DT22,DT,22,193137.46,1648300.54
46205,235,Over 200$,8/19/2010,14:15:00,100121480I,04502 W 28TH ST,NW24,NW,24,167920.87,1660587.45
46206,235,Over 200$,8/19/2010,16:00:00,100121670I,04346 N PARK AV,ND43,ND,43,192788.21,1670994.75
46207,235,Over 200$,8/19/2010,19:00:00,100121820I,00520 E MARKET ST,DT31,DT,31,192695.93,1646692.36
46208,235,Over 200$,8/20/2010,0:01:00,100145273I,00725 E NEW YORK ST,DT31,DT,31,193745.47,1647623.76
46209,235,Over 200$,8/20/2010,1:00:00,100122134I,06248 JOSHUA TREE PL,SE43,SE,43,217943.19,1618723.71
46210,235,Over 200$,8/20/2010,13:00:00,100122249I,01308 CENTRAL AV,NE11,NE,11,192390.67,1652571.63
46211,235,Over 200$,8/20/2010,17:00:00,100123231I,01827 FLETCHER AV,SE12,SE,12,198039.63,1642837.17
46212,235,Over 200$,8/21/2010,7:05:00,100122469I,N CAPITOL AV & W NEW YORK ST,DT13,DT,13,188976.44,1647808.34
46213,235,Over 200$,8/25/2010,0:01:00,100124832I,02045 N NEW JERSEY ST,NE11,NE,11,192018.93,1656304.3
46214,235,Over 200$,8/26/2010,19:30:00,100125587I,04649 W VERMONT ST,SW61,SW,61,166625.67,1648133.2
46215,235,Over 200$,8/28/2010,18:00:00,100126681I,02163 CENTRAL AV,NE11,NE,11,192434.48,1657074.47
46216,235,Over 200$,8/30/2010,14:15:00,100127574I,00275 N RANDOLPH ST,NE23,NE,23,198333.77,1647548.53
46217,235,Over 200$,9/1/2010,21:18:00,100129130I,06864 THYME LN,SW82,SW,82,155402.07,1639946.25
46218,235,Over 200$,9/3/2010,6:21:00,100129860I,01450 N NEW JERSEY ST,NE11,NE,11,192006.22,1653300.48
46219,235,Over 200$,9/4/2010,2:00:00,100135871I,00902 N PENNSYLVANIA ST,DT21,DT,21,190587.4,1650655.46
46220,235,Over 200$,9/6/2010,1:00:00,100131365I,01035 SANDERS ST,SE11,SE,11,194673.06,1640181.73
46221,235,Over 200$,9/7/2010,15:00:00,100132173I,03311 SHELBY ST,SE32,SE,32,195095.22,1628510.24
46222,235,Over 200$,9/8/2010,15:00:00,100132957I,00050 W WASHINGTON ST,DT13,DT,13,189556.09,1646264.13
46223,235,Over 200$,9/9/2010,0:30:00,100133079I,04702 N CAPITOL AV,ND42,ND,42,189045.51,1673202.31
46224,235,Over 200$,9/10/2010,13:50:00,100133880I,02358 N TALBOTT ST,NE11,NE,11,191019.04,1658344.61
46225,235,Over 200$,9/12/2010,22:00:00,100134981I,06835 WINNOCK DR,ND64,ND,64,215659.59,1687440.95
46226,235,Over 200$,9/17/2010,9:00:00,100137967I,01308 CENTRAL AV,NE11,NE,11,192390.67,1652571.63
46227,235,Over 200$,9/20/2010,23:00:00,100140057I,00902 N PENNSYLVANIA ST,DT21,DT,21,190587.4,1650655.46
46228,235,Over 200$,9/20/2010,23:59:00,100139683I,05325 CENTRAL AV,ND53,ND,53,192382.02,1676229.42
46229,235,Over 200$,9/21/2010,19:30:00,100141854I,03010 BAVARIAN EDR,NE73,NE,73,238091.67,1662600.29
46230,235,Over 200$,9/23/2010,13:00:00,100141353I,04641 N KENWOOD AV,ND42,ND,42,189424.12,1672835.74
46231,235,Over 200$,9/24/2010,15:30:00,100141951I,01514 N ALABAMA ST,NE11,NE,11,191621.7,1653820.99
46232,235,Over 200$,9/27/2010,12:00:00,100143195I,00325 N CHESTER AV,NE51,NE,51,206692.79,1648109.24
46233,235,Over 200$,9/29/2010,8:10:00,100144450I,01555 S HARDING ST,SW22,SW,22,181690.7,1638307.51
46234,235,Over 200$,9/29/2010,21:00:00,100144477I,00401 E MICHIGAN ST,DT21,DT,21,192073.71,1648699.29
46235,235,Over 200$,10/4/2010,5:30:00,100146919I,07672 WYCKFORD CT,SW81,SW,81,150695.31,1649951.46
46236,235,Over 200$,10/4/2010,9:00:00,100146669I,06440 WESTFIELD BL,ND52,ND,52,194802.1,1684760.7
46237,235,Over 200$,10/11/2010,1:12:00,100150150I,00640 MIDDLE DR WOODRUF PL,NE22,NE,22,198266.27,1649561.02
46238,235,Over 200$,10/11/2010,23:00:00,100150966I,00643 FORT WAYNE AV,DT21,DT,21,190925.91,1649576.88
46239,235,Over 200$,10/12/2010,8:16:00,100150649I,01206 E VERMONT ST,NE22,NE,22,195888,1648133.74
46240,235,Over 200$,10/30/2010,22:00:00,100160093I,01322 BLAINE AV,SW22,SW,22,181362.16,1639696.02
46241,235,Over 200$,10/31/2010,11:00:00,100160464I,05625 DOLLAR HIDE SDR,SW72,SW,72,161232.54,1614034.99
46242,235,Over 200$,10/31/2010,12:00:00,100166540I,00902 N MERIDIAN ST,DT12,DT,12,190078.11,1650677.25
46243,235,Over 200$,11/4/2010,23:30:00,100162470I,06541 N COLLEGE AV,ND52,ND,52,193530.16,1685556.38
46244,235,Over 200$,11/8/2010,14:45:00,100169173I,00644 E WASHINGTON ST,DT31,DT,31,193178.93,1646150.72
46245,235,Over 200$,11/11/2010,20:00:00,100166049I,00635 N ILLINOIS ST,DT12,DT,12,189570.4,1649592.35
46246,235,Over 200$,11/13/2010,14:30:00,100167871I,03000 N MERIDIAN ST,ND12,ND,12,190396.35,1661957.22
46247,235,Over 200$,11/13/2010,21:46:00,100166761I,04906 OAKBROOK DR,NW61,NW,61,166229.16,1680833.46
46248,235,Over 200$,11/14/2010,12:00:00,100170564I,01233 OLD TOWN NDR,ND71,ND,71,183770.38,1699993.65
46249,235,Over 200$,11/19/2010,22:00:00,100170119I,03830 WILDERNESS TR,SE32,SE,32,205873.9,1623648.7
46250,235,Over 200$,12/16/2010,18:00:00,100182618I,00037 W ST CLAIR ST,DT12,DT,12,189800.28,1650195.99
46251,235,Over 200$,12/18/2010,18:00:00,100183854I,01505 N DELAWARE ST,NE11,NE,11,191156.45,1653670.64
55328,245,50$ to 200$,1/19/2010,19:20:00,100009382I,00819 EDGEMONT AV,NW12,NW,12,185577.46,1658921.21
55329,245,50$ to 200$,2/2/2010,0:01:00,100016660I,01807 SHARON AV,NW21,NW,21,175854.37,1654796.68
55330,245,50$ to 200$,2/12/2010,20:30:00,100020919I,02504 W WASHINGTON ST,SW13,SW,13,177317.1,1645796.51
55331,245,50$ to 200$,2/22/2010,1:00:00,100027226I,00037 W ST CLAIR ST,DT12,DT,12,189800.28,1650195.99
55332,245,50$ to 200$,3/16/2010,15:40:00,100036638I,01260 S SHELBY ST,SE11,SE,11,195033.63,1640024.12
55333,245,50$ to 200$,3/18/2010,10:30:00,100037607I,02610 WESTBROOK AV,SW64,SW,64,166855.04,1631990.34
55334,245,50$ to 200$,3/18/2010,19:43:00,100037888I,01728 E TROY AV,SE24,SE,24,197777.69,1630158.29
55335,245,50$ to 200$,3/20/2010,12:35:00,100038780I,00040 E ST CLAIR ST,DT21,DT,21,190287.76,1650220.17
55336,245,50$ to 200$,3/21/2010,11:20:00,100039217I,03412 N COLLEGE AV,ND13,ND,13,193704.38,1664738.35
55337,245,50$ to 200$,3/26/2010,23:30:00,100042151I,00038 N BOLTON AV,NE54,NE,54,215622.95,1647903.81
55338,245,50$ to 200$,3/28/2010,14:00:00,100000223C,00912 WARING DR E,NE63,NE,63,246086.05,1651330.74
55339,245,50$ to 200$,3/29/2010,20:00:00,100043471I,02003 SWEET BLOSSOM LN,NE63,NE,63,243975.11,1656434.89
55340,245,50$ to 200$,3/30/2010,12:00:00,100044023I,N OXFORD ST & E MICHIGAN ST,NE24,NE,24,201951.01,1648863.61
55341,245,50$ to 200$,3/30/2010,17:27:00,100000233C,11528 TAFTWOOD DR,NE63,NE,63,245221.99,1650139.15
55342,245,50$ to 200$,3/30/2010,20:00:00,100044012I,04301 THRUSH DR,NW24,NW,24,168864.81,1663543.7
55343,245,50$ to 200$,3/30/2010,22:00:00,100044511I,02013 PARSONS DR,NW73,NW,73,157839.17,1655773.99
55344,245,50$ to 200$,4/1/2010,1:00:00,100044857I,01807 DAYTON AV,SE14,SE,14,208915.2,1637729.43
55345,245,50$ to 200$,4/5/2010,11:30:00,100047001I,E 10TH ST & N OXFORD ST,NE21,NE,21,202056.13,1651367.43
55346,245,50$ to 200$,4/6/2010,19:30:00,100047664I,04088 PENDLETON WY,NE33,NE,33,223815.91,1669329.8
55347,245,50$ to 200$,4/10/2010,0:21:00,100049434I,05508 MADISON AV,SE51,SE,51,196418.43,1616871.43
55348,245,50$ to 200$,4/11/2010,17:00:00,100051425I,00317 IOWA ST,SE21,SE,21,191631.77,1637633.71
55349,245,50$ to 200$,4/12/2010,14:45:00,100050755I,03240 COLLIER ST,SW72,SW,72,169320.87,1627769.97
55350,245,50$ to 200$,4/14/2010,17:00:00,100051992I,08000 CLARIDGE RD,ND71,ND,71,185272.26,1694692.09
55351,245,50$ to 200$,4/14/2010,23:00:00,100052104I,01830 SHELBY ST,SE22,SE,22,195017.2,1637489.67
55352,245,50$ to 200$,4/15/2010,0:01:00,100059144I,02121 W MICHIGAN ST,SW13,SW,13,178956.1,1649051.51
55353,245,50$ to 200$,4/15/2010,13:15:00,100052422I,01814 E 46TH ST,ND41,ND,41,197975.59,1672843.82
55354,245,50$ to 200$,4/19/2010,18:30:00,100054585I,05625 E WASHINGTON ST,NE54,NE,54,214238.99,1647420.55
55355,245,50$ to 200$,4/19/2010,21:00:00,100055063I,04033 INDEPENDENCE DR,SE31,SE,31,190897.8,1624450.23
55356,245,50$ to 200$,4/19/2010,23:00:00,100055112I,02433 MAYHEW DR,SE54,SE,54,200859.38,1602086.98
55357,245,50$ to 200$,4/21/2010,17:30:00,100055694I,06049 E 91ST ST,ND61,ND,61,216795.21,1701680.48
55358,245,50$ to 200$,4/21/2010,20:00:00,100056173I,07747 CANFORD ST,SW71,SW,71,145500.62,1603977.27
55359,245,50$ to 200$,4/24/2010,23:00:00,100057452I,04246 PISA CT,NE72,NE,72,232167.72,1670721.13
55360,245,50$ to 200$,4/25/2010,0:01:00,100058522I,02407 S MCCLURE ST,SW64,SW,64,170690.84,1633345.15
55361,245,50$ to 200$,4/27/2010,3:00:00,100058334I,00517 N DREXEL AV,NE53,NE,53,208689.07,1649025.05
55362,245,50$ to 200$,4/27/2010,17:00:00,100059213I,08808 CRESTPOINTE DR,NW73,NW,73,145146.54,1651604.69
55363,245,50$ to 200$,4/28/2010,19:30:00,100059373I,08002 E ROY RD,NE62,NE,62,226905.42,1659658.01
55364,245,50$ to 200$,5/3/2010,13:00:00,100061904I,00175 N ILLINOIS ST,DT13,DT,13,189482.85,1647135.23
55365,245,50$ to 200$,5/3/2010,14:06:00,100061868I,00224 E 13TH ST,NE11,NE,11,191264.14,1652579.59
55366,245,50$ to 200$,5/4/2010,9:15:00,100062356I,00136 S HAWTHORNE LN,NE54,NE,54,212189.58,1646602.44
55367,245,50$ to 200$,5/4/2010,19:00:00,100062704I,04111 E WASHINGTON ST,SE13,SE,13,207028.95,1646985.8
55368,245,50$ to 200$,5/4/2010,23:30:00,100062826I,01201 W 32ND ST,NW14,NW,14,183066.68,1662993.6
55369,245,50$ to 200$,5/5/2010,17:45:00,100063232I,07405 W 10TH ST,SW81,SW,81,152666.9,1650853.38
55370,245,50$ to 200$,5/6/2010,17:05:00,100063767I,02710 W 16TH ST,NW21,NW,21,176701.38,1653926.66
55371,245,50$ to 200$,5/6/2010,20:53:00,100063865I,03933 MALIBU DR,NE71,NE,71,231469.27,1668678.07
55372,245,50$ to 200$,5/6/2010,21:00:00,100072145I,02015 RALSTON AV,NE12,NE,12,197723.36,1656202.69
55373,245,50$ to 200$,5/10/2010,9:42:00,100065533I,03549 BROOKSIDE PARKWAY SDR,NE21,NE,21,204735.43,1654028.62
55374,245,50$ to 200$,5/10/2010,12:00:00,100067686I,06847 STRATTON SQUARE,ND74,ND,74,178652.51,1687396.33
55375,245,50$ to 200$,5/10/2010,15:00:00,100067202I,03000 CARSON AV,SE32,SE,32,195763.19,1630114.75
55376,245,50$ to 200$,5/12/2010,12:00:00,100066896I,00450 SHELBY ST,SE11,SE,11,195038.49,1643716.62
55377,245,50$ to 200$,5/16/2010,14:30:00,100069188I,00040 E ST CLAIR ST,DT21,DT,21,190287.76,1650220.17
55378,245,50$ to 200$,5/16/2010,18:30:00,100069314I,01322 E BRADBURY AV,SE24,SE,24,195829.69,1634221.89
55379,245,50$ to 200$,5/16/2010,20:05:00,100069308I,02264 S RURAL ST,SE24,SE,24,201821.28,1635053.2
55380,245,50$ to 200$,5/17/2010,17:24:00,100069790I,01260 SHELBY ST,SE11,SE,11,195033.63,1640024.12
55381,245,50$ to 200$,5/18/2010,2:00:00,100070019I,05349 PIKE PLAZA RD,NW33,NW,33,163351.68,1669325.9
55382,245,50$ to 200$,5/18/2010,19:20:00,100070482I,01920 WINCHESTER DR,SE53,SE,53,198664.77,1603422.16
55383,245,50$ to 200$,5/19/2010,19:30:00,100071137I,00100 WALLACE AV,NE53,NE,53,209418.23,1647738.81
55384,245,50$ to 200$,5/21/2010,17:40:00,100072203I,00020 W 16TH ST,NW13,NW,13,189961.53,1654019.05
55385,245,50$ to 200$,5/25/2010,8:05:00,100074066I,04900 JULIAN AV,SE13,SE,13,210638.89,1646864.93
55386,245,50$ to 200$,5/25/2010,14:00:00,100074277I,05120 E 38TH ST,ND33,ND,33,211045.58,1667422.59
55387,245,50$ to 200$,5/27/2010,13:40:00,100075448I,01000 N RURAL ST,NE21,NE,21,201611.4,1651375.8
55388,245,50$ to 200$,5/28/2010,20:30:00,100076665I,04009 CORDELL ST,NE72,NE,72,233591.08,1669144.52
55389,245,50$ to 200$,5/29/2010,7:45:00,100000391C,11320 NILES ST,NE63,NE,63,244282.05,1649630.35
55390,245,50$ to 200$,5/29/2010,20:51:00,100076858I,00808 N PARKER AV,NE24,NE,24,202264.65,1650500.31
55391,245,50$ to 200$,5/29/2010,22:00:00,100076903I,06781 CROSS KEY DR,NW81,NW,81,164809.35,1686743.01
55392,245,50$ to 200$,5/30/2010,6:30:00,100077054I,01611 N MERIDIAN ST,NE11,NE,11,190236.58,1654049.41
55393,245,50$ to 200$,6/1/2010,12:00:00,100078085I,02201 E NEW YORK ST,NE23,NE,23,199469.14,1647679.2
55394,245,50$ to 200$,6/1/2010,23:00:00,100079040I,08665 ALGECIRAS DR,ND61,ND,61,211504.93,1699546.35
55395,245,50$ to 200$,6/2/2010,15:30:00,100078890I,05208 W WASHINGTON ST,SW62,SW,62,164537.11,1641424.94
55396,245,50$ to 200$,6/2/2010,19:30:00,100079145I,01500 N RITTER AV,NE53,NE,53,213651.11,1653629.99
55397,245,50$ to 200$,6/2/2010,21:00:00,100079728I,04126 APPLE CREEK DR,NE73,NE,73,239957.76,1669762.67
55398,245,50$ to 200$,6/3/2010,0:01:00,100079359I,06712 HOLLOW RUN DR,NW72,NW,72,156227.12,1664953.77
55399,245,50$ to 200$,6/3/2010,10:42:00,100079334I,05416 E WASHINGTON ST,NE54,NE,54,213228.11,1647400.13
55400,245,50$ to 200$,6/3/2010,16:50:00,100079535I,00001 E OHIO ST,DT31,DT,31,189981.68,1647245.6
55401,245,50$ to 200$,6/4/2010,10:30:00,100079974I,04701 PATRICIA ST,NW24,NW,24,167348.86,1662360.78
55402,245,50$ to 200$,6/4/2010,15:40:00,100000405C,00024 S MUNSIE ST,NE63,NE,63,246111.6,1649313.08
55403,245,50$ to 200$,6/9/2010,8:00:00,100082907I,04526 STONE MILL DR,SE52,SE,52,208433.59,1615611.58
55404,245,50$ to 200$,6/9/2010,19:25:00,100082992I,08827 YOUNGS CREEK LN,SW71,SW,71,144900.22,1599796.48
55405,245,50$ to 200$,6/9/2010,21:03:00,100083036I,09100 SHENANDOAH DR,NE63,NE,63,232404.65,1655679.17
55406,245,50$ to 200$,6/11/2010,8:00:00,100083973I,09546 ALLISONVILLE RD,ND61,ND,61,215845.25,1704135.37
55407,245,50$ to 200$,6/12/2010,2:00:00,100084554I,05046 S STATE AV,SE51,SE,51,197740.89,1618569.38
55408,245,50$ to 200$,6/13/2010,0:01:00,100084789I,02111 RINGGOLD AV,SE22,SE,22,194382.33,1636089.58
55409,245,50$ to 200$,6/13/2010,21:45:00,100085021I,03367 W 10TH ST,SW11,SW,11,173882.18,1651207.4
