OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,DIST,AT,X_COORD,Y_COORD
29696,235,Over 200$,6/5/2015,16:05,D150061842A,538 ARMENTROUT LN,SW60,SW,60,160811.95,1643173.43
29697,235,Over 200$,6/5/2015,19:45,D150061936A,2039 N TALBOTT ST,NE10,NE,10,190891.98,1656399.74
29698,235,Over 200$,6/5/2015,22:30,D150063620A,738 N TREMONT ST,SW10,SW,10,177864.41,1649934.27
29699,235,Over 200$,6/6/2015,0:01,D150063057A,619 SPRING ST,DT20,DT,20,193756.89,1649244.86
29700,235,Over 200$,6/6/2015,0:01,D150062085A,958 E BRADBURY AVE,SE20,SE,20,194141.48,1634380.51
29701,235,Over 200$,6/6/2015,2:00,D150062249A,S PENNSYLVANIA & E GEORGIA ST,DT40,DT,40,190416.33,1645177.14
29702,235,Over 200$,6/7/2015,4:53,D150062428A,8670 ALLISONVILLE RD,ND60,ND,60,213645.32,1699421.2
29703,235,Over 200$,6/10/2015,15:30,D150063980A,1 N PENNSYLVANIA ST,DT20,DT,20,190532.83,1646332.58
29704,235,Over 200$,6/11/2015,18:00,D150066161A,1840 NATIONAL AVE,SE30,SE,30,198339.74,1626153.53
29705,235,Over 200$,6/11/2015,21:00,D150066546A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29706,235,Over 200$,6/13/2015,10:00,D150065330A,8521 ROYAL MEADOW DR,SW50,SW,50,184892.34,1600907.39
29707,235,Over 200$,6/15/2015,14:00,D150065990A,902 E 64TH ST,ND50,ND,50,194555.53,1684639.11
29708,235,Over 200$,6/16/2015,16:22,D150066556A,720 ESKENAZI AVE,DT10,DT,10,182988.18,1649923.33
29709,235,Over 200$,6/19/2015,10:00,D150068005A,9147 MISTY LAKE CT,ND70,ND,70,181625.07,1702166.44
29710,235,Over 200$,6/22/2015,12:54,D150069023A,4102 GOLDEN EAGLE DR,NW70,NW,70,146352.34,1668891.84
29711,235,Over 200$,6/23/2015,7:00,D150069478A,2162 N RILEY AVE,NE30,NE,30,210334.06,1657385.28
29712,235,Over 200$,6/23/2015,8:00,D150072596A,6104 W LAKE S DR,SW60,SW,60,159393.9,1647836
29713,235,Over 200$,6/23/2015,8:08,D150069392A,227 W MICHIGAN ST,DT10,DT,10,188716.27,1648834.68
29714,235,Over 200$,6/28/2015,18:00,D150071854A,37 W 38TH ST,ND10,ND,10,189911.52,1667123.51
29715,235,Over 200$,6/30/2015,15:00,D150075303A,435 VIRGINIA AVE,DT40,DT,40,192630.32,1643784.5
29716,235,Over 200$,6/30/2015,15:00,D150077956A,401 N SENATE AVE,DT10,DT,10,188496.43,1648333.91
29717,235,Over 200$,7/1/2015,99:99,D150092829A,245 S TEMPLE AV,SE10,SE,10,201148.2,1644974.76
29718,235,Over 200$,7/4/2015,19:00,D150075610A,7602 WALNUT POINT RD,NW80,NW,80,151625.44,1681326.01
29719,235,Over 200$,7/4/2015,19:29,D150074452A,720 ESKENAZI AVE,DT10,DT,10,182988.18,1649923.33
29720,235,Over 200$,7/6/2015,8:30,D150075601A,5640 N ILLINOIS ST,ND50,ND,50,189559.66,1678022.27
29721,235,Over 200$,7/6/2015,18:03,D150075275A,S ILLINOIS ST & W WASHINGTON S,DT10,DT,10,189432.08,1646245.75
29722,235,Over 200$,7/6/2015,22:30,D150075425A,1934 RUCKLE ST,NE10,NE,10,192730.19,1655564.39
29723,235,Over 200$,7/6/2015,99:99,D150075713A,5805 BEECH HOLLOW DR,NW80,NW,80,166166.37,1679658.25
29724,235,Over 200$,7/7/2015,21:00,D150075971A,401 N SENATE AVE,DT10,DT,10,188496.43,1648333.91
29725,235,Over 200$,7/8/2015,11:00,D150076248A,6045 CENTRAL AVE,ND50,ND,50,192328.82,1681862.61
29726,235,Over 200$,7/8/2015,17:13,D150076192A,428 N BRADLEY AVE,NE50,NE,50,206000.57,1648575.5
29727,235,Over 200$,7/8/2015,22:53,D150076317A,4713 ABLE DR,SE30,SE,30,197439.23,1620899.23
29728,235,Over 200$,7/9/2015,6:52,D150076394A,6791 EAGLE POINTE DR S,NW70,NW,70,156018.27,1671801.12
29729,235,Over 200$,7/9/2015,19:30,D150077010A,1041 BROAD RIPPLE AVE,ND50,ND,50,195179.31,1683578.31
29730,235,Over 200$,7/10/2015,12:30,D150077146A,10202 E WASHINGTON ST,NE60,NE,60,238257.12,1648943.87
29731,235,Over 200$,7/10/2015,13:30,D150077083A,401 N SENATE AVE,DT10,DT,10,188496.43,1648333.91
29732,235,Over 200$,7/10/2015,16:30,D150078025A,401 N SENATE AVE,DT10,DT,10,188496.43,1648333.91
29733,235,Over 200$,7/12/2015,9:00,D150078829A,4424 BROOKLINE CT,ND50,ND,50,208396.79,1683660.38
29734,235,Over 200$,7/12/2015,15:15,D150077989A,401 E MICHIGAN ST,DT20,DT,20,192208.86,1648566.33
29735,235,Over 200$,7/13/2015,18:00,D150078519A,100 S CAPITOL AVE,DT30,DT,30,188884.22,1645733.42
29736,235,Over 200$,7/13/2015,23:00,D150078941A,1921 N TALBOTT ST,NE10,NE,10,190952.92,1655775.98
29737,235,Over 200$,7/14/2015,10:00,D150078921A,727 W 11TH ST,NW10,NW,10,185921.9,1651690.16
29738,235,Over 200$,7/14/2015,19:00,D150078980A,E NORTH ST & N PENNSYLVANIA ST,DT20,DT,20,190558.5,1649279.93
29739,235,Over 200$,7/15/2015,7:30,D150079691A,202 E MARKET ST,DT20,DT,20,190988.67,1646727.72
29740,235,Over 200$,7/15/2015,13:15,D150079294A,4302 E NEW YORK ST,NE50,NE,50,207779.17,1648035.39
29741,235,Over 200$,7/18/2015,1:55,D150080482A,4023 E 10TH ST,NE50,NE,50,206887.25,1651275.46
29742,235,Over 200$,7/18/2015,10:53,D150080581A,4933 E 16TH ST,NE50,NE,50,210048.69,1653960.43
29743,235,Over 200$,7/19/2015,11:00,D150081079A,S DELAWARE ST & VIRGINIA AV,DT40,DT,40,190943.26,1645667.97
29744,235,Over 200$,7/23/2015,8:45,D150082857A,200 E WASHINGTON ST,DT20,DT,20,191223.64,1646454.58
29745,235,Over 200$,7/28/2015,0:00,D150085151A,4429 GUILFORD AVE,ND10,ND,10,194467.34,1671513.35
29746,235,Over 200$,7/29/2015,15:00,D150085825A,N ARLINGTON AV & E 10TH ST,NE50,NE,50,216350.64,1651396.42
29747,235,Over 200$,7/29/2015,23:50,D150085972A,4429 GUILFORD AVE,ND10,ND,10,194467.34,1671513.35
29748,235,Over 200$,7/30/2015,13:00,D150086203A,226 N HAMILTON AVE,NE20,NE,20,199126.67,1647349.28
29749,235,Over 200$,7/30/2015,21:24,D150086412A,4416 E 16TH ST,NE30,NE,30,208024.05,1654140.76
29750,235,Over 200$,7/31/2015,14:30,D150086859A,36 S PENNSYLVANIA ST,DT40,DT,40,190325.88,1645831.98
29751,235,Over 200$,8/2/2015,13:00,D150087988A,2040 E WASHINGTON ST,NE20,NE,20,199029.72,1646511.39
29752,235,Over 200$,8/6/2015,8:00,D150089903A,824 N ALABAMA ST,DT20,DT,20,191508.26,1650454.46
29753,235,Over 200$,8/10/2015,5:00,D150091051A,4249 N CAPITOL AVE,ND10,ND,10,189073.19,1670261.57
29754,235,Over 200$,8/10/2015,15:00,D150091526A,6520 CORNELL AVE,ND50,ND,50,194534.39,1685094.44
29755,235,Over 200$,8/13/2015,0:00,D150092224A,225 E NORTH ST,DT20,DT,20,191444.39,1649098.74
29756,235,Over 200$,8/16/2015,0:00,D150099569A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29757,235,Over 200$,8/16/2015,13:20,D150093727A,VIRGINIA AVE & S DELAWARE ST,DT40,DT,40,190946.01,1645764.58
29758,235,Over 200$,8/19/2015,7:53,D150094862A,620 N RILEY AVE,NE50,NE,50,210206.21,1649373.82
29759,235,Over 200$,8/19/2015,16:00,D150100364A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29760,235,Over 200$,8/23/2015,21:10,D150097025A,7 E WASHINGTON ST,DT40,DT,40,190037.88,1646205.53
29761,235,Over 200$,8/26/2015,18:00,D150098362A,226 E 15TH ST,NE10,NE,10,191447,1653720.27
29762,235,Over 200$,8/26/2015,20:30,D150098537A,854 BROAD RIPPLE AVE,ND50,ND,50,194222.47,1683602.03
29763,235,Over 200$,8/27/2015,3:00,D150098649A,221 E MICHIGAN ST,DT20,DT,20,191248.85,1648602.6
29764,235,Over 200$,8/28/2015,0:01,D150101405A,307 S DELAWARE ST,DT40,DT,40,190906.61,1644574.05
29765,235,Over 200$,8/29/2015,6:10,D150099485A,2902 MARS HILL ST,SW60,SW,60,169980.6,1630040.7
29766,235,Over 200$,8/29/2015,16:00,D150100382A,227 W MICHIGAN ST,DT10,DT,10,188716.27,1648834.68
29767,235,Over 200$,8/30/2015,6:00,D150101301A,1551 W 79TH ST,ND70,ND,70,181998.2,1693764.12
29768,235,Over 200$,8/30/2015,11:30,D150100319A,500 W WASHINGTON ST,DT30,DT,30,186947.38,1646689.76
29769,235,Over 200$,8/30/2015,17:00,D150101361A,10 N ILLINOIS ST,DT10,DT,10,189418.58,1646437.22
29770,235,Over 200$,8/31/2015,8:00,D150102031A,724 E 48TH ST,ND50,ND,50,193760.93,1673248.11
29771,235,Over 200$,8/31/2015,17:09,D150100454A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29772,235,Over 200$,8/31/2015,17:30,D150101319A,3026 EASTERN AVE,ND20,ND,20,201237.37,1662236.17
29773,235,Over 200$,8/31/2015,19:43,D150100542A,5019 N CAPITOL AVE,ND50,ND,50,189060.36,1674320.19
29774,235,Over 200$,8/31/2015,19:54,D150100533A,2126 N NEW JERSEY ST,NE10,NE,10,191980.87,1656841.82
29775,235,Over 200$,8/31/2015,22:00,D150100572A,408 N NEW JERSEY ST,DT20,DT,20,192033.91,1648323.35
29776,235,Over 200$,9/1/2015,12:00,D150112937A,409 CANAL CT N DR,DT10,DT,10,187674.86,1650151.51
29777,235,Over 200$,9/2/2015,2:00,D150101263A,3034 JACKSON ST,SW10,SW,10,175382.07,1645136.65
29778,235,Over 200$,9/2/2015,18:09,D150101476A,519 E 30TH ST,ND10,ND,10,192624.62,1661943.07
29779,235,Over 200$,9/2/2015,21:00,D150102011A,6770 LAMBERT ST,SW80,SW,80,155771.2,1639184.51
29780,235,Over 200$,9/2/2015,23:45,D150103760A,935 GARDENGATE PL,DT10,DT,10,187717.32,1650917.58
29781,235,Over 200$,9/3/2015,21:30,D150102348A,25 N PENNSYLVANIA ST,DT20,DT,20,190474.61,1646344.48
29782,235,Over 200$,9/4/2015,12:00,D150106468A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29783,235,Over 200$,9/4/2015,23:10,D150102538A,3235 LOCKBURN ST,SW70,SW,70,170355.76,1627814.72
29784,235,Over 200$,9/6/2015,17:38,D150103176A,5068 S KEYSTONE AVE,SE30,SE,30,200362.91,1618938.88
29785,235,Over 200$,9/8/2015,18:00,D150106619A,925 GARDENGATE PL,DT10,DT,10,187740.27,1650905.51
29786,235,Over 200$,9/10/2015,10:07,D150104688A,3723 OAK LAKE CR,NW60,NW,60,171613.04,1698511.49
29787,235,Over 200$,9/10/2015,19:00,D150104993A,1030 E GARFIELD DR,SE20,SE,20,194588.03,1634064.85
29788,235,Over 200$,9/11/2015,1:00,D150105233A,11951 E 30TH ST,NE60,NE,60,247323.31,1662344.14
29789,235,Over 200$,9/12/2015,15:23,D150105705A,1603 CARROLLTON AVE,NE10,NE,10,194088.02,1654013.65
29790,235,Over 200$,9/13/2015,12:00,D150106541A,401 N SENATE AV,DT10,DT,10,188496.43,1648333.91
29791,235,Over 200$,9/13/2015,15:35,D150106050A,7506 E RAYMOND ST,SE40,SE,40,224436.55,1636057.07
29792,235,Over 200$,9/14/2015,15:00,D150106906A,3863 E WASHINGTON ST,SE10,SE,10,206220.56,1646837.68
29793,235,Over 200$,9/15/2015,16:36,D150107026A,950 W WALNUT ST,DT10,DT,10,185065.09,1650019.63
29794,235,Over 200$,9/15/2015,23:43,D150107198A,401 E MICHIGAN ST,DT20,DT,20,192208.86,1648566.33
29795,235,Over 200$,9/17/2015,17:30,D150107928A,5535 E WASHINGTON ST,NE50,NE,50,213886.79,1647399.43
29796,235,Over 200$,9/17/2015,20:00,D150107986A,MASSACHUSETTS AV & N ALABAMA S,DT20,DT,20,191541.05,1648227.2
29797,235,Over 200$,9/19/2015,1:30,D150108725A,324 E 12TH ST,NE10,NE,10,191847.25,1652044.87
29798,235,Over 200$,9/21/2015,22:00,D150110763A,451 E MARKET ST,DT20,DT,20,192257.6,1646659.54
29799,235,Over 200$,9/22/2015,16:00,D150109964A,1 S CAPITOL AVE,DT30,DT,30,188936.75,1646247.95
29800,235,Over 200$,9/22/2015,20:03,D150110078A,E OHIO ST & N PENNSYLVANIA ST,DT20,DT,20,190486.2,1647243.45
29801,235,Over 200$,9/23/2015,8:26,D150110464A,225 W WASHINGTON ST,DT30,DT,30,188792.55,1646251.65
29802,235,Over 200$,9/23/2015,18:00,D150110922A,49 W MARYLAND ST,DT30,DT,30,189671.4,1645695.63
29803,235,Over 200$,9/24/2015,13:00,D150110858A,611 N CAPITOL AVE,DT10,DT,10,189051.67,1649453.91
29804,235,Over 200$,9/25/2015,19:00,D150113433A,55 MONUMENT CIR,DT20,DT,20,190125.86,1646604.21
29805,235,Over 200$,9/27/2015,12:00,D150113909A,1405 BARTH AV,SE10,SE,10,194698.54,1639374.48
29806,235,Over 200$,9/28/2015,7:00,D150114280A,50 N ALABAMA ST,DT20,DT,20,191459.01,1646462.67
29807,235,Over 200$,9/28/2015,19:37,D150112681A,222 E MARKET ST,DT20,DT,20,191237.87,1646859.63
29808,235,Over 200$,9/29/2015,20:00,D150113315A,401 E MICHIGAN ST,DT20,DT,20,192208.86,1648566.33
29809,235,Over 200$,9/30/2015,17:36,D150120025A,433 N CAPITOL AV,DT10,DT,10,189258.62,1648562.58
29810,235,Over 200$,10/3/2015,17:30,D150114924A,200 E NEW YORK ST,DT20,DT,20,191017.16,1647755.03
29811,235,Over 200$,10/4/2015,23:00,D150116039A,219 W NORTH ST,DT10,DT,10,188747.11,1649324.74
29812,235,Over 200$,10/5/2015,19:05,D150115682A,1365 E 86TH ST,ND70,ND,70,196162.15,1699145.34
29813,235,Over 200$,10/6/2015,0:30,D150115880A,1946 W 79TH ST,ND70,ND,70,180037.37,1693785.56
29814,235,Over 200$,10/6/2015,99:99,D150116640A,7635 CARLTON ARMS DR,ND60,ND,60,221838.55,1691941.24
29815,235,Over 200$,10/7/2015,16:00,D150120384A,600 N ALABAMA ST,DT20,DT,20,191557.24,1649247.09
29816,235,Over 200$,10/7/2015,17:00,D150117136A,INDIANA AVE & N WEST ST,DT10,DT,10,187533.29,1649351.86
29817,235,Over 200$,10/8/2015,15:30,D150117043A,213 E 17TH ST,NE10,NE,10,191274.97,1654600.15
29818,235,Over 200$,10/9/2015,19:00,D150117609A,E MARYLAND ST & S DELAWARE ST,DT40,DT,40,190943.26,1645667.97
29819,235,Over 200$,10/11/2015,20:00,D150118305A,115 N PENNSYLVANIA ST,DT20,DT,20,190621.14,1646921.37
29820,235,Over 200$,10/12/2015,14:00,D150118672A,7811 CONNIE DR,SE40,SE,40,217492.01,1605012.15
29821,235,Over 200$,10/12/2015,20:00,D150118802A,811 E WESTFIELD BL,ND50,ND,50,193969.58,1683838.61
29822,235,Over 200$,10/12/2015,22:55,D150118830A,408 N NEW JERSEY ST,DT20,DT,20,192033.91,1648323.35
29823,235,Over 200$,10/13/2015,15:09,D150119119A,757 MASSACHUSETTS AVE,DT20,DT,20,193391.81,1649878.28
29824,235,Over 200$,10/14/2015,18:30,D150119838A,902 N MERIDIAN ST,DT10,DT,10,189953.3,1650774.59
29825,235,Over 200$,10/14/2015,99:99,D150119898A,415 CANAL CT N DR,DT10,DT,10,187596.48,1650142.42
29826,235,Over 200$,10/18/2015,2:00,D150121103A,6019 WEST LAKE NDR,SW60,SW,60,159807.09,1648303.96
29827,235,Over 200$,10/18/2015,23:24,D150121276A,2360 E RAYMOND ST,SE20,SE,20,200118.81,1635522.47
29828,235,Over 200$,10/20/2015,16:00,D150125160A,335 W 9TH ST,DT10,DT,10,188432.15,1650716.68
29829,235,Over 200$,10/21/2015,17:00,D150122620A,W MICHIGAN ST & N CAPITOL AV,DT10,DT,10,189012.73,1648825.94
29830,235,Over 200$,10/22/2015,15:35,D150122946A,1005 N DELAWARE ST,DT20,DT,20,191156.31,1651422.97
29831,235,Over 200$,10/22/2015,21:00,D150123221A,N COLLEGE AVE & E MICHIGAN ST,DT20,DT,20,193523.42,1648662.73
29832,235,Over 200$,10/23/2015,99:99,D150129370A,1 N ILLINOIS ST,DT10,DT,10,189499.97,1646369.95
29833,235,Over 200$,10/29/2015,17:05,D150126114A,N MERIDIAN ST & W WASHINGTON S,DT20,DT,20,189941.18,1646228.28
29834,235,Over 200$,11/3/2015,6:00,D150128128A,100 W WASHINGTON ST,DT30,DT,30,189434.02,1646244.01
29835,235,Over 200$,11/4/2015,11:00,D150130907A,222 N EAST ST,DT20,DT,20,192510.77,1647452.7
29836,235,Over 200$,11/4/2015,15:00,D150129407A,40 E ST CLAIR ST,DT20,DT,20,190287.76,1650220.17
29837,235,Over 200$,11/6/2015,22:46,D150129595A,S DELAWARE ST & E MARYLAND ST,DT40,DT,40,190943.26,1645667.97
29838,235,Over 200$,11/7/2015,0:01,D150129703A,1450 ST PAUL ST,SE20,SE,20,199700,1639269.19
29839,235,Over 200$,11/7/2015,19:45,D150129929A,49 W MARYLAND ST,DT30,DT,30,189671.4,1645695.63
29840,235,Over 200$,11/8/2015,13:47,D150130116A,3060 W 16TH ST,NW20,NW,20,175275.19,1654012.06
29841,235,Over 200$,11/8/2015,20:32,D150130257A,2832 E COUNTY LINE RD,SE50,SE,50,201921.01,1598333.08
29842,235,Over 200$,11/9/2015,15:00,D150130627A,W MARKET ST & N ILLINOIS ST,DT10,DT,10,189449.71,1646771.27
29843,235,Over 200$,11/10/2015,15:00,D150130945A,245 N GREEN SPRINGS RD,SW80,SW,80,154935.96,1647110.44
29844,235,Over 200$,11/11/2015,20:19,D150131462A,320 N NEW JERSEY ST,DT20,DT,20,192016.42,1647815.24
29845,235,Over 200$,11/14/2015,17:00,D150132660A,317 N NEW JERSEY ST,DT20,DT,20,192184.87,1647991.52
29846,235,Over 200$,11/21/2015,21:00,D150135705A,3965 N MERIDIAN ST,ND10,ND,10,190551.22,1668482.87
29847,235,Over 200$,12/2/2015,13:20,D150139480A,800 N CAPITOL AVE,DT10,DT,10,189047.05,1650252
29848,235,Over 200$,12/2/2015,19:00,D150141939A,910 W 10TH ST,NW10,NW,10,185577.42,1651312.38
29849,235,Over 200$,12/7/2015,5:30,D150142433A,1095 BROAD RIPPLE AVE,ND50,ND,50,195490.29,1683569.63
29850,235,Over 200$,12/19/2015,20:00,D150147316A,28 E 16TH ST,NE10,NE,10,190333.49,1654020.05
29851,235,Over 200$,12/26/2015,8:00,D150149857A,120 E WASHINGTON ST,DT20,DT,20,190556.47,1646228.93
29852,235,Over 200$,12/29/2015,18:01,D150150303A,4113 E NAOMI ST,SE10,SE,10,207426.21,1637556.26
39389,245,50$ to 200$,1/3/2015,14:30,D150000883A,5420 E 38TH ST,ND30,ND,30,212993.85,1667398.99
39390,245,50$ to 200$,1/12/2015,21:37,D150003966A,W WASHINGTON & S ILLINOIS ST,DT10,DT,10,189432.08,1646245.76
39391,245,50$ to 200$,1/21/2015,17:08,D150007510A,4180 N COLLEGE AVE,ND10,ND,10,193703.91,1669822.67
39392,245,50$ to 200$,1/31/2015,15:14,D150011550A,543 N TACOMA AVE,NE20,NE,20,200601.56,1649234.01
39393,245,50$ to 200$,2/5/2015,0:01,D150013198A,5419 WAYNE DR,NE50,NE,50,212920.37,1652403.98
39394,245,50$ to 200$,3/17/2015,13:30,D150027906A,1425 STADIUM WAY,NW10,NW,10,181526.73,1653657.65
39395,245,50$ to 200$,3/31/2015,21:00,D150034056A,337 ORANGE ST,SE20,SE,20,191519.73,1639918.63
39396,245,50$ to 200$,4/2/2015,2:53,D150034564A,308 BARTON AV,SW60,SW,60,169185.99,1644367.25
39397,245,50$ to 200$,4/7/2015,7:28,D150036769A,6130 WEST LAKE SDR,SW60,SW,60,159278.15,1647838.32
39398,245,50$ to 200$,4/9/2015,20:00,D150037881A,2909 WHEELER ST,NE10,NE,10,202635.17,1661496.9
39399,245,50$ to 200$,4/10/2015,0:00,D150037652A,2201 W 79TH ST,ND70,ND,70,178674.28,1693738.95
39400,245,50$ to 200$,4/10/2015,0:01,D150037622A,1202 E WASHINGTON ST,NE20,NE,20,195623.08,1646180.63
39401,245,50$ to 200$,4/12/2015,17:00,D150039507A,816 BLAKE ST,DT10,DT,10,185719.09,1650465.66
39402,245,50$ to 200$,4/13/2015,11:35,D150038852A,5335 EDGAR DR,NE30,NE,30,212515.56,1657591.64
39403,245,50$ to 200$,4/13/2015,23:00,D150039441A,4301 DECLARATION DR,SE30,SE,30,190562.68,1623488.47
39404,245,50$ to 200$,4/14/2015,11:00,D150039437A,214 S GLADSTONE AV,SE10,SE,10,207267.67,1645724.93
39405,245,50$ to 200$,4/15/2015,18:45,D150039958A,2629 E NORTH ST,NE20,NE,20,201006.59,1649450.99
39406,245,50$ to 200$,4/25/2015,19:30,D150044053A,2450 SHELBY ST,SE20,SE,20,195031.26,1633719.02
39407,245,50$ to 200$,5/6/2015,13:00,D150048782A,1812 CENTRAL AVE,NE10,NE,10,192399.62,1654986.43
39408,245,50$ to 200$,5/10/2015,16:23,D150050321A,8812 CALBERT CT,NE60,NE,60,230846.15,1659896.2
39409,245,50$ to 200$,5/13/2015,12:06,D150051577A,7940 N MICHIGAN RD,NW60,NW,60,173880.5,1694028.69
39410,245,50$ to 200$,5/13/2015,17:39,D150051726A,7000 E 46TH ST,ND30,ND,30,221534.23,1672759.7
39411,245,50$ to 200$,5/14/2015,20:30,D150052356A,725 N PENNSYLVANIA,DT20,DT,20,190593.95,1649980.4
39412,245,50$ to 200$,5/16/2015,15:00,D150052961A,650 N ALABAMA ST,DT20,DT,20,191565.06,1649492.03
39413,245,50$ to 200$,5/18/2015,14:00,D150053680A,2903 KENTUCKY AV,SW70,SW,70,173085.17,1630514.58
39414,245,50$ to 200$,5/18/2015,14:00,D150054487A,50 N ALABAMA ST,DT20,DT,20,191459.01,1646462.67
39415,245,50$ to 200$,5/20/2015,21:59,D150054864A,1814 S GRANT AVE,SE10,SE,10,207036.25,1637866.77
39416,245,50$ to 200$,5/23/2015,16:30,D150056052A,1454 LAUREL ST,SE10,SE,10,196282.74,1639336.36
39417,245,50$ to 200$,5/23/2015,17:43,D150056071A,2849 ELITE DR,SW60,SW,60,165929.64,1630211.37
39418,245,50$ to 200$,5/23/2015,20:30,D150056126A,4638 GARVOK CT,SE30,SE,30,206649.3,1621496.63
39419,245,50$ to 200$,5/25/2015,4:00,D150056758A,5017 UNIVERSITY AVE,SE10,SE,10,210753.45,1645755.98
39420,245,50$ to 200$,5/26/2015,8:00,D150057450A,9232 JACKSON ST,SW80,SW,80,142854.48,1644269.16
39421,245,50$ to 200$,5/27/2015,10:00,D150057737A,330 ORANGE ST,SE20,SE,20,191489.55,1639953.19
39422,245,50$ to 200$,5/27/2015,13:30,D150057694A,1229 N PENNSYLVANIA ST,NE10,NE,10,190763.86,1652448.64
39423,245,50$ to 200$,5/30/2015,14:32,D150059126A,7248 TAOS TR,NE50,NE,50,223113.06,1646575.06
